Year,Géographie,Type de matières récupérées,Sources des matières préparées en vue du recyclage,GeoCode,Value
2020,Canada,Verre,Toutes les sources des matières récupérées,,11.1380533796661
2020,Canada,Verre,Sources des matières résidentielles récupérées,,7.98819037379146
2020,Canada,Verre,Sources des matières non résidentielles récupérées,,3.14986300587468
2020,Canada,Métaux ferreux,Toutes les sources des matières récupérées,,18.9953424048476
2020,Canada,Métaux ferreux,Sources des matières résidentielles récupérées,,3.3250467713306
2020,Canada,Métaux ferreux,Sources des matières non résidentielles récupérées,,15.670295633517
2020,Canada,Cuivre et aluminium,Toutes les sources des matières récupérées,,2.02076656019077
2020,Canada,Cuivre et aluminium,Sources des matières résidentielles récupérées,,1.21613611299989
2020,Canada,Cuivre et aluminium,Sources des matières non résidentielles récupérées,,0.804630447190878
2020,Canada,Métaux mélangés,Toutes les sources des matières récupérées,,3.48547849649519
2020,Canada,Métaux mélangés,Sources des matières résidentielles récupérées,,1.60471169122597
2020,Canada,Métaux mélangés,Sources des matières non résidentielles récupérées,,1.88079310124123
2020,Canada,Électroménagers,Toutes les sources des matières récupérées,,1.65977545659142
2020,Canada,Électroménagers,Sources des matières résidentielles récupérées,,1.10001310065325
2020,Canada,Électroménagers,Sources des matières non résidentielles récupérées,,0.559762355938175
2020,Canada,Matériel électronique,Toutes les sources des matières récupérées,,2.50274543095653
2020,Canada,Matériel électronique,Sources des matières résidentielles récupérées,,
2020,Canada,Matériel électronique,Sources des matières non résidentielles récupérées,,
2020,Canada,Matières plastiques,Toutes les sources des matières récupérées,,9.68593721394913
2020,Canada,Matières plastiques,Sources des matières résidentielles récupérées,,6.30771998723699
2020,Canada,Matières plastiques,Sources des matières non résidentielles récupérées,,3.37821722671214
2020,Canada,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,,0.532887872555415
2020,Canada,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,,0.469461988094341
2020,Canada,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,,0.063399588489075
2020,Canada,Textiles,Toutes les sources des matières récupérées,,1.63989570176034
2020,Canada,Textiles,Sources des matières résidentielles récupérées,,1.62614290840498
2020,Canada,Textiles,Sources des matières non résidentielles récupérées,,0.0137527933553655
2020,Canada,Pneus,Toutes les sources des matières récupérées,,11.3195481784018
2020,Canada,Pneus,Sources des matières résidentielles récupérées,,
2020,Canada,Pneus,Sources des matières non résidentielles récupérées,,
2020,Canada,"Déchets provenant de la construction, de la rénovation et de la démolition",Toutes les sources des matières récupérées,,19.7357843843895
2020,Canada,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières résidentielles récupérées,,3.27681995868482
2020,Canada,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières non résidentielles récupérées,,16.4589644257047
2020,Canada,Toutes les matières organiques,Toutes les sources des matières récupérées,,82.9052568225031
2020,Canada,Toutes les matières organiques,Sources des matières résidentielles récupérées,,66.0476980532408
2020,Canada,Toutes les matières organiques,Sources des matières non résidentielles récupérées,,16.8575587692623
2020,Canada,Déchets de nourriture et matières organiques séparées à la source,Toutes les sources des matières récupérées,,
2020,Canada,Déchets de nourriture et matières organiques séparées à la source,Sources des matières résidentielles récupérées,,
2020,Canada,Déchets de nourriture et matières organiques séparées à la source,Sources des matières non résidentielles récupérées,,
2020,Canada,Feuilles et résidus de jardin,Toutes les sources des matières récupérées,,
2020,Canada,Feuilles et résidus de jardin,Sources des matières résidentielles récupérées,,
2020,Canada,Feuilles et résidus de jardin,Sources des matières non résidentielles récupérées,,
2020,Canada,Autres matières organiques,Toutes les sources des matières récupérées,,
2020,Canada,Autres matières organiques,Sources des matières résidentielles récupérées,,
2020,Canada,Autres matières organiques,Sources des matières non résidentielles récupérées,,
2020,Canada,Autres matières,Toutes les sources des matières récupérées,,2.68179470429627
2020,Canada,Autres matières,Sources des matières résidentielles récupérées,,2.08787388073167
2020,Canada,Autres matières,Sources des matières non résidentielles récupérées,,0.593947119536598
2020,Terre-Neuve-et-Labrador,Toutes les matières,Toutes les sources des matières récupérées,10,89.7408158152459
2020,Terre-Neuve-et-Labrador,Toutes les matières,Sources des matières résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Toutes les matières,Sources des matières non résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Toutes les fibres cellulosiques,Toutes les sources des matières récupérées,10,52.8332612111964
2020,Terre-Neuve-et-Labrador,Toutes les fibres cellulosiques,Sources des matières résidentielles récupérées,10,27.3039226850692
2020,Terre-Neuve-et-Labrador,Toutes les fibres cellulosiques,Sources des matières non résidentielles récupérées,10,25.5293385261272
2020,Terre-Neuve-et-Labrador,Verre,Toutes les sources des matières récupérées,10,
2020,Terre-Neuve-et-Labrador,Verre,Sources des matières résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Verre,Sources des matières non résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Métaux ferreux,Toutes les sources des matières récupérées,10,0.800935310239066
2020,Terre-Neuve-et-Labrador,Métaux ferreux,Sources des matières résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Métaux ferreux,Sources des matières non résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Cuivre et aluminium,Toutes les sources des matières récupérées,10,0.512446762475232
2020,Terre-Neuve-et-Labrador,Cuivre et aluminium,Sources des matières résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Cuivre et aluminium,Sources des matières non résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Métaux mélangés,Toutes les sources des matières récupérées,10,
2020,Terre-Neuve-et-Labrador,Métaux mélangés,Sources des matières résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Métaux mélangés,Sources des matières non résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Électroménagers,Toutes les sources des matières récupérées,10,
2020,Terre-Neuve-et-Labrador,Électroménagers,Sources des matières résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Électroménagers,Sources des matières non résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Matériel électronique,Toutes les sources des matières récupérées,10,1.19950501438647
2020,Terre-Neuve-et-Labrador,Matériel électronique,Sources des matières résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Matériel électronique,Sources des matières non résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Matières plastiques,Toutes les sources des matières récupérées,10,2.43507109724342
2020,Terre-Neuve-et-Labrador,Matières plastiques,Sources des matières résidentielles récupérées,10,2.08774606934354
2020,Terre-Neuve-et-Labrador,Matières plastiques,Sources des matières non résidentielles récupérées,10,0.347325027899879
2020,Terre-Neuve-et-Labrador,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,10,1.20330091633073
2020,Terre-Neuve-et-Labrador,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,10,1.05336278953242
2020,Terre-Neuve-et-Labrador,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,10,0.151836077770439
2020,Terre-Neuve-et-Labrador,Textiles,Toutes les sources des matières récupérées,10,0.0
2020,Terre-Neuve-et-Labrador,Textiles,Sources des matières résidentielles récupérées,10,0.0
2020,Terre-Neuve-et-Labrador,Textiles,Sources des matières non résidentielles récupérées,10,0.0
2020,Terre-Neuve-et-Labrador,Pneus,Toutes les sources des matières récupérées,10,12.7219653661907
2020,Terre-Neuve-et-Labrador,Pneus,Sources des matières résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Pneus,Sources des matières non résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,"Déchets provenant de la construction, de la rénovation et de la démolition",Toutes les sources des matières récupérées,10,
2020,Terre-Neuve-et-Labrador,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières non résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Toutes les matières organiques,Toutes les sources des matières récupérées,10,1.7366251394994
2020,Terre-Neuve-et-Labrador,Toutes les matières organiques,Sources des matières résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Toutes les matières organiques,Sources des matières non résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Déchets de nourriture et matières organiques séparées à la source,Toutes les sources des matières récupérées,10,0.0
2020,Terre-Neuve-et-Labrador,Déchets de nourriture et matières organiques séparées à la source,Sources des matières résidentielles récupérées,10,0.0
2020,Terre-Neuve-et-Labrador,Déchets de nourriture et matières organiques séparées à la source,Sources des matières non résidentielles récupérées,10,0.0
2020,Terre-Neuve-et-Labrador,Feuilles et résidus de jardin,Toutes les sources des matières récupérées,10,
2020,Terre-Neuve-et-Labrador,Feuilles et résidus de jardin,Sources des matières résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Feuilles et résidus de jardin,Sources des matières non résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Autres matières organiques,Toutes les sources des matières récupérées,10,
2020,Terre-Neuve-et-Labrador,Autres matières organiques,Sources des matières résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Autres matières organiques,Sources des matières non résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Autres matières,Toutes les sources des matières récupérées,10,0.0
2020,Terre-Neuve-et-Labrador,Autres matières,Sources des matières résidentielles récupérées,10,0.0
2020,Terre-Neuve-et-Labrador,Autres matières,Sources des matières non résidentielles récupérées,10,0.0
2020,Île-du-Prince-Édouard,Toutes les matières,Toutes les sources des matières récupérées,11,362.716953634896
2020,Île-du-Prince-Édouard,Toutes les matières,Sources des matières résidentielles récupérées,11,
2020,Île-du-Prince-Édouard,Toutes les matières,Sources des matières non résidentielles récupérées,11,
2020,Île-du-Prince-Édouard,Toutes les fibres cellulosiques,Toutes les sources des matières récupérées,11,86.4171163304919
2020,Île-du-Prince-Édouard,Toutes les fibres cellulosiques,Sources des matières résidentielles récupérées,11,32.8406399778885
2020,Île-du-Prince-Édouard,Toutes les fibres cellulosiques,Sources des matières non résidentielles récupérées,11,53.5764763526034
2020,Île-du-Prince-Édouard,Verre,Toutes les sources des matières récupérées,11,1.89706833843197
2020,Île-du-Prince-Édouard,Verre,Sources des matières résidentielles récupérées,11,0.722393572581709
2020,Île-du-Prince-Édouard,Verre,Sources des matières non résidentielles récupérées,11,1.17467476585026
2020,Île-du-Prince-Édouard,Métaux ferreux,Toutes les sources des matières récupérées,11,53.9847857631931
2020,Île-du-Prince-Édouard,Métaux ferreux,Sources des matières résidentielles récupérées,11,20.5159774613205
2020,Île-du-Prince-Édouard,Métaux ferreux,Sources des matières non résidentielles récupérées,11,33.4688083018726
2020,Île-du-Prince-Édouard,Cuivre et aluminium,Toutes les sources des matières récupérées,11,9.3722713938427
2020,Île-du-Prince-Édouard,Cuivre et aluminium,Sources des matières résidentielles récupérées,11,4.03284063997789
2020,Île-du-Prince-Édouard,Cuivre et aluminium,Sources des matières non résidentielles récupérées,11,5.33943075386481
2020,Île-du-Prince-Édouard,Métaux mélangés,Toutes les sources des matières récupérées,11,11.5520154780675
2020,Île-du-Prince-Édouard,Métaux mélangés,Sources des matières résidentielles récupérées,11,4.39089658464882
2020,Île-du-Prince-Édouard,Métaux mélangés,Sources des matières non résidentielles récupérées,11,7.16111889341868
2020,Île-du-Prince-Édouard,Électroménagers,Toutes les sources des matières récupérées,11,39.1474499506888
2020,Île-du-Prince-Édouard,Électroménagers,Sources des matières résidentielles récupérées,11,14.8750259119434
2020,Île-du-Prince-Édouard,Électroménagers,Sources des matières non résidentielles récupérées,11,24.2724240387454
2020,Île-du-Prince-Édouard,Matériel électronique,Toutes les sources des matières récupérées,11,2.61946191101368
2020,Île-du-Prince-Édouard,Matériel électronique,Sources des matières résidentielles récupérées,11,
2020,Île-du-Prince-Édouard,Matériel électronique,Sources des matières non résidentielles récupérées,11,
2020,Île-du-Prince-Édouard,Matières plastiques,Toutes les sources des matières récupérées,11,6.64602086775172
2020,Île-du-Prince-Édouard,Matières plastiques,Sources des matières résidentielles récupérées,11,2.52523666241606
2020,Île-du-Prince-Édouard,Matières plastiques,Sources des matières non résidentielles récupérées,11,4.12078420533566
2020,Île-du-Prince-Édouard,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,11,0.0
2020,Île-du-Prince-Édouard,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,11,0.0
2020,Île-du-Prince-Édouard,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,11,0.0
2020,Île-du-Prince-Édouard,Textiles,Toutes les sources des matières récupérées,11,0.0
2020,Île-du-Prince-Édouard,Textiles,Sources des matières résidentielles récupérées,11,0.0
2020,Île-du-Prince-Édouard,Textiles,Sources des matières non résidentielles récupérées,11,0.0
2020,Île-du-Prince-Édouard,Pneus,Toutes les sources des matières récupérées,11,15.4717858197283
2020,Île-du-Prince-Édouard,Pneus,Sources des matières résidentielles récupérées,11,
2020,Île-du-Prince-Édouard,Pneus,Sources des matières non résidentielles récupérées,11,
2020,Île-du-Prince-Édouard,"Déchets provenant de la construction, de la rénovation et de la démolition",Toutes les sources des matières récupérées,11,0.0
2020,Île-du-Prince-Édouard,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières résidentielles récupérées,11,0.0
2020,Île-du-Prince-Édouard,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières non résidentielles récupérées,11,0.0
2020,Île-du-Prince-Édouard,Toutes les matières organiques,Toutes les sources des matières récupérées,11,135.608977781686
2020,Île-du-Prince-Édouard,Toutes les matières organiques,Sources des matières résidentielles récupérées,11,110.268667592168
2020,Île-du-Prince-Édouard,Toutes les matières organiques,Sources des matières non résidentielles récupérées,11,25.3403101895184
2020,Île-du-Prince-Édouard,Déchets de nourriture et matières organiques séparées à la source,Toutes les sources des matières récupérées,11,123.479047445554
2020,Île-du-Prince-Édouard,Déchets de nourriture et matières organiques séparées à la source,Sources des matières résidentielles récupérées,11,98.264370920832
2020,Île-du-Prince-Édouard,Déchets de nourriture et matières organiques séparées à la source,Sources des matières non résidentielles récupérées,11,25.2146765247216
2020,Île-du-Prince-Édouard,Feuilles et résidus de jardin,Toutes les sources des matières récupérées,11,12.1299303361329
2020,Île-du-Prince-Édouard,Feuilles et résidus de jardin,Sources des matières résidentielles récupérées,11,12.0042966713361
2020,Île-du-Prince-Édouard,Feuilles et résidus de jardin,Sources des matières non résidentielles récupérées,11,0.125633664796819
2020,Île-du-Prince-Édouard,Autres matières organiques,Toutes les sources des matières récupérées,11,0.0
2020,Île-du-Prince-Édouard,Autres matières organiques,Sources des matières résidentielles récupérées,11,0.0
2020,Île-du-Prince-Édouard,Autres matières organiques,Sources des matières non résidentielles récupérées,11,0.0
2020,Île-du-Prince-Édouard,Autres matières,Toutes les sources des matières récupérées,11,0.0
2020,Île-du-Prince-Édouard,Autres matières,Sources des matières résidentielles récupérées,11,0.0
2020,Île-du-Prince-Édouard,Autres matières,Sources des matières non résidentielles récupérées,11,0.0
2020,Nouvelle-Écosse,Toutes les matières,Toutes les sources des matières récupérées,12,307.643393235527
2020,Nouvelle-Écosse,Toutes les matières,Sources des matières résidentielles récupérées,12,
2020,Nouvelle-Écosse,Toutes les matières,Sources des matières non résidentielles récupérées,12,
2020,Nouvelle-Écosse,Toutes les fibres cellulosiques,Toutes les sources des matières récupérées,12,71.9877715413357
2020,Nouvelle-Écosse,Toutes les fibres cellulosiques,Sources des matières résidentielles récupérées,12,44.0552059912977
2020,Nouvelle-Écosse,Toutes les fibres cellulosiques,Sources des matières non résidentielles récupérées,12,27.932565550038
2020,Nouvelle-Écosse,Verre,Toutes les sources des matières récupérées,12,4.3218138880352
2020,Nouvelle-Écosse,Verre,Sources des matières résidentielles récupérées,12,
2020,Nouvelle-Écosse,Verre,Sources des matières non résidentielles récupérées,12,
2020,Nouvelle-Écosse,Métaux ferreux,Toutes les sources des matières récupérées,12,4.80201543115022
2020,Nouvelle-Écosse,Métaux ferreux,Sources des matières résidentielles récupérées,12,4.63318667809715
2020,Nouvelle-Écosse,Métaux ferreux,Sources des matières non résidentielles récupérées,12,0.168828753053071
2020,Nouvelle-Écosse,Cuivre et aluminium,Toutes les sources des matières récupérées,12,1.38399139478835
2020,Nouvelle-Écosse,Cuivre et aluminium,Sources des matières résidentielles récupérées,12,1.33243291331705
2020,Nouvelle-Écosse,Cuivre et aluminium,Sources des matières non résidentielles récupérées,12,0.0515584814712971
2020,Nouvelle-Écosse,Métaux mélangés,Toutes les sources des matières récupérées,12,1.91878427122592
2020,Nouvelle-Écosse,Métaux mélangés,Sources des matières résidentielles récupérées,12,
2020,Nouvelle-Écosse,Métaux mélangés,Sources des matières non résidentielles récupérées,12,
2020,Nouvelle-Écosse,Électroménagers,Toutes les sources des matières récupérées,12,1.09890332077059
2020,Nouvelle-Écosse,Électroménagers,Sources des matières résidentielles récupérées,12,
2020,Nouvelle-Écosse,Électroménagers,Sources des matières non résidentielles récupérées,12,
2020,Nouvelle-Écosse,Matériel électronique,Toutes les sources des matières récupérées,12,2.60825259207738
2020,Nouvelle-Écosse,Matériel électronique,Sources des matières résidentielles récupérées,12,
2020,Nouvelle-Écosse,Matériel électronique,Sources des matières non résidentielles récupérées,12,
2020,Nouvelle-Écosse,Matières plastiques,Toutes les sources des matières récupérées,12,13.7469064911117
2020,Nouvelle-Écosse,Matières plastiques,Sources des matières résidentielles récupérées,12,10.1661194053993
2020,Nouvelle-Écosse,Matières plastiques,Sources des matières non résidentielles récupérées,12,3.58179803632952
2020,Nouvelle-Écosse,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,12,3.23200912281837
2020,Nouvelle-Écosse,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,12,3.17034113517623
2020,Nouvelle-Écosse,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,12,0.0616679876421397
2020,Nouvelle-Écosse,Textiles,Toutes les sources des matières récupérées,12,
2020,Nouvelle-Écosse,Textiles,Sources des matières résidentielles récupérées,12,
2020,Nouvelle-Écosse,Textiles,Sources des matières non résidentielles récupérées,12,
2020,Nouvelle-Écosse,Pneus,Toutes les sources des matières récupérées,12,11.7209614544749
2020,Nouvelle-Écosse,Pneus,Sources des matières résidentielles récupérées,12,
2020,Nouvelle-Écosse,Pneus,Sources des matières non résidentielles récupérées,12,
2020,Nouvelle-Écosse,"Déchets provenant de la construction, de la rénovation et de la démolition",Toutes les sources des matières récupérées,12,46.7150170648464
2020,Nouvelle-Écosse,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières résidentielles récupérées,12,
2020,Nouvelle-Écosse,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières non résidentielles récupérées,12,
2020,Nouvelle-Écosse,Toutes les matières organiques,Toutes les sources des matières récupérées,12,140.771840577131
2020,Nouvelle-Écosse,Toutes les matières organiques,Sources des matières résidentielles récupérées,12,88.4106643158695
2020,Nouvelle-Écosse,Toutes les matières organiques,Sources des matières non résidentielles récupérées,12,52.3621872118791
2020,Nouvelle-Écosse,Déchets de nourriture et matières organiques séparées à la source,Toutes les sources des matières récupérées,12,99.3966646717241
2020,Nouvelle-Écosse,Déchets de nourriture et matières organiques séparées à la source,Sources des matières résidentielles récupérées,12,69.543292949226
2020,Nouvelle-Écosse,Déchets de nourriture et matières organiques séparées à la source,Sources des matières non résidentielles récupérées,12,29.8533717224981
2020,Nouvelle-Écosse,Feuilles et résidus de jardin,Toutes les sources des matières récupérées,12,15.9022532067354
2020,Nouvelle-Écosse,Feuilles et résidus de jardin,Sources des matières résidentielles récupérées,12,
2020,Nouvelle-Écosse,Feuilles et résidus de jardin,Sources des matières non résidentielles récupérées,12,
2020,Nouvelle-Écosse,Autres matières organiques,Toutes les sources des matières récupérées,12,25.472922698672
2020,Nouvelle-Écosse,Autres matières organiques,Sources des matières résidentielles récupérées,12,
2020,Nouvelle-Écosse,Autres matières organiques,Sources des matières non résidentielles récupérées,12,
2020,Nouvelle-Écosse,Autres matières,Toutes les sources des matières récupérées,12,
2020,Nouvelle-Écosse,Autres matières,Sources des matières résidentielles récupérées,12,
2020,Nouvelle-Écosse,Autres matières,Sources des matières non résidentielles récupérées,12,
2020,Nouveau-Brunswick,Toutes les matières,Toutes les sources des matières récupérées,13,212.116686579052
2020,Nouveau-Brunswick,Toutes les matières,Sources des matières résidentielles récupérées,13,
2020,Nouveau-Brunswick,Toutes les matières,Sources des matières non résidentielles récupérées,13,
2020,Nouveau-Brunswick,Toutes les fibres cellulosiques,Toutes les sources des matières récupérées,13,45.2917419763298
2020,Nouveau-Brunswick,Toutes les fibres cellulosiques,Sources des matières résidentielles récupérées,13,23.1277251886571
2020,Nouveau-Brunswick,Toutes les fibres cellulosiques,Sources des matières non résidentielles récupérées,13,22.1640167876727
2020,Nouveau-Brunswick,Verre,Toutes les sources des matières récupérées,13,
2020,Nouveau-Brunswick,Verre,Sources des matières résidentielles récupérées,13,
2020,Nouveau-Brunswick,Verre,Sources des matières non résidentielles récupérées,13,
2020,Nouveau-Brunswick,Métaux ferreux,Toutes les sources des matières récupérées,13,2.15334579133862
2020,Nouveau-Brunswick,Métaux ferreux,Sources des matières résidentielles récupérées,13,
2020,Nouveau-Brunswick,Métaux ferreux,Sources des matières non résidentielles récupérées,13,
2020,Nouveau-Brunswick,Cuivre et aluminium,Toutes les sources des matières récupérées,13,
2020,Nouveau-Brunswick,Cuivre et aluminium,Sources des matières résidentielles récupérées,13,
2020,Nouveau-Brunswick,Cuivre et aluminium,Sources des matières non résidentielles récupérées,13,
2020,Nouveau-Brunswick,Métaux mélangés,Toutes les sources des matières récupérées,13,1.19091382532243
2020,Nouveau-Brunswick,Métaux mélangés,Sources des matières résidentielles récupérées,13,
2020,Nouveau-Brunswick,Métaux mélangés,Sources des matières non résidentielles récupérées,13,
2020,Nouveau-Brunswick,Électroménagers,Toutes les sources des matières récupérées,13,
2020,Nouveau-Brunswick,Électroménagers,Sources des matières résidentielles récupérées,13,
2020,Nouveau-Brunswick,Électroménagers,Sources des matières non résidentielles récupérées,13,
2020,Nouveau-Brunswick,Matériel électronique,Toutes les sources des matières récupérées,13,1.20112530506796
2020,Nouveau-Brunswick,Matériel électronique,Sources des matières résidentielles récupérées,13,
2020,Nouveau-Brunswick,Matériel électronique,Sources des matières non résidentielles récupérées,13,
2020,Nouveau-Brunswick,Matières plastiques,Toutes les sources des matières récupérées,13,7.14931225683914
2020,Nouveau-Brunswick,Matières plastiques,Sources des matières résidentielles récupérées,13,
2020,Nouveau-Brunswick,Matières plastiques,Sources des matières non résidentielles récupérées,13,
2020,Nouveau-Brunswick,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,13,0.598648000081692
2020,Nouveau-Brunswick,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,13,
2020,Nouveau-Brunswick,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,13,
2020,Nouveau-Brunswick,Textiles,Toutes les sources des matières récupérées,13,0.0
2020,Nouveau-Brunswick,Textiles,Sources des matières résidentielles récupérées,13,0.0
2020,Nouveau-Brunswick,Textiles,Sources des matières non résidentielles récupérées,13,0.0
2020,Nouveau-Brunswick,Pneus,Toutes les sources des matières récupérées,13,15.1334129828753
2020,Nouveau-Brunswick,Pneus,Sources des matières résidentielles récupérées,13,
2020,Nouveau-Brunswick,Pneus,Sources des matières non résidentielles récupérées,13,
2020,Nouveau-Brunswick,"Déchets provenant de la construction, de la rénovation et de la démolition",Toutes les sources des matières récupérées,13,13.7650746969743
2020,Nouveau-Brunswick,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières résidentielles récupérées,13,3.87398012846042
2020,Nouveau-Brunswick,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières non résidentielles récupérées,13,9.89109456851392
2020,Nouveau-Brunswick,Toutes les matières organiques,Toutes les sources des matières récupérées,13,108.448467767464
2020,Nouveau-Brunswick,Toutes les matières organiques,Sources des matières résidentielles récupérées,13,34.2059042775889
2020,Nouveau-Brunswick,Toutes les matières organiques,Sources des matières non résidentielles récupérées,13,74.2425634898753
2020,Nouveau-Brunswick,Déchets de nourriture et matières organiques séparées à la source,Toutes les sources des matières récupérées,13,22.8430801907504
2020,Nouveau-Brunswick,Déchets de nourriture et matières organiques séparées à la source,Sources des matières résidentielles récupérées,13,
2020,Nouveau-Brunswick,Déchets de nourriture et matières organiques séparées à la source,Sources des matières non résidentielles récupérées,13,
2020,Nouveau-Brunswick,Feuilles et résidus de jardin,Toutes les sources des matières récupérées,13,11.8172349355145
2020,Nouveau-Brunswick,Feuilles et résidus de jardin,Sources des matières résidentielles récupérées,13,
2020,Nouveau-Brunswick,Feuilles et résidus de jardin,Sources des matières non résidentielles récupérées,13,
2020,Nouveau-Brunswick,Autres matières organiques,Toutes les sources des matières récupérées,13,73.7881526411992
2020,Nouveau-Brunswick,Autres matières organiques,Sources des matières résidentielles récupérées,13,
2020,Nouveau-Brunswick,Autres matières organiques,Sources des matières non résidentielles récupérées,13,
2020,Nouveau-Brunswick,Autres matières,Toutes les sources des matières récupérées,13,8.53679706726302
2020,Nouveau-Brunswick,Autres matières,Sources des matières résidentielles récupérées,13,8.53679706726302
2020,Nouveau-Brunswick,Autres matières,Sources des matières non résidentielles récupérées,13,0.0
2020,Québec,Toutes les matières,Toutes les sources des matières récupérées,24,305.91766317647
2020,Québec,Toutes les matières,Sources des matières résidentielles récupérées,24,
2020,Québec,Toutes les matières,Sources des matières non résidentielles récupérées,24,
2020,Québec,Toutes les fibres cellulosiques,Toutes les sources des matières récupérées,24,122.846957027141
2020,Québec,Toutes les fibres cellulosiques,Sources des matières résidentielles récupérées,24,59.7352736696294
2020,Québec,Toutes les fibres cellulosiques,Sources des matières non résidentielles récupérées,24,63.1116833575115
2020,Québec,Verre,Toutes les sources des matières récupérées,24,9.81067336990175
2020,Québec,Verre,Sources des matières résidentielles récupérées,24,6.30363713653047
2020,Québec,Verre,Sources des matières non résidentielles récupérées,24,3.50703623337128
2020,Québec,Métaux ferreux,Toutes les sources des matières récupérées,24,45.1543340355826
2020,Québec,Métaux ferreux,Sources des matières résidentielles récupérées,24,4.26132559631252
2020,Québec,Métaux ferreux,Sources des matières non résidentielles récupérées,24,40.8930084392701
2020,Québec,Cuivre et aluminium,Toutes les sources des matières récupérées,24,0.261019202803851
2020,Québec,Cuivre et aluminium,Sources des matières résidentielles récupérées,24,0.0
2020,Québec,Cuivre et aluminium,Sources des matières non résidentielles récupérées,24,0.261019202803851
2020,Québec,Métaux mélangés,Toutes les sources des matières récupérées,24,0.232835677769923
2020,Québec,Métaux mélangés,Sources des matières résidentielles récupérées,24,0.0
2020,Québec,Métaux mélangés,Sources des matières non résidentielles récupérées,24,0.232835677769923
2020,Québec,Électroménagers,Toutes les sources des matières récupérées,24,0.0
2020,Québec,Électroménagers,Sources des matières résidentielles récupérées,24,0.0
2020,Québec,Électroménagers,Sources des matières non résidentielles récupérées,24,0.0
2020,Québec,Matériel électronique,Toutes les sources des matières récupérées,24,2.04371486926528
2020,Québec,Matériel électronique,Sources des matières résidentielles récupérées,24,
2020,Québec,Matériel électronique,Sources des matières non résidentielles récupérées,24,
2020,Québec,Matières plastiques,Toutes les sources des matières récupérées,24,13.2036891181773
2020,Québec,Matières plastiques,Sources des matières résidentielles récupérées,24,6.78275706210725
2020,Québec,Matières plastiques,Sources des matières non résidentielles récupérées,24,6.42093205607001
2020,Québec,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,24,0.0
2020,Québec,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,24,0.0
2020,Québec,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,24,0.0
