Year,Causes of death,Age at time of death,Sex,Value
2017,Atherosclerosis,85 to 89 years,Males,28.7
2017,Aortic aneurysm and dissection,85 to 89 years,Males,82.8
2017,Chronic lower respiratory diseases,85 to 89 years,Males,599.2
2017,Pneumoconioses and chemical effects,85 to 89 years,Males,10.9
2017,Pneumonitis due to solids and liquids,85 to 89 years,Males,114.6
2017,Malignant neoplasms,85 to 89 years,Females,1519.7
2017,Diabetes mellitus,85 to 89 years,Females,181.9
2017,Diseases of heart,85 to 89 years,Females,1669.7
2017,Essential hypertension and hypertensive renal disease,85 to 89 years,Females,51.5
2017,Cerebrovascular diseases,85 to 89 years,Females,555.0
2017,Atherosclerosis,85 to 89 years,Females,22.9
2017,Aortic aneurysm and dissection,85 to 89 years,Females,33.9
2017,Chronic lower respiratory diseases,85 to 89 years,Females,388.4
2017,Pneumoconioses and chemical effects,85 to 89 years,Females,0.0
2017,Pneumonitis due to solids and liquids,85 to 89 years,Females,46.6
2017,Malignant neoplasms,90 years and over,Both sexes,2370.2
