Year,Persons in low income,Geography,GeoCode,Value
2020,"Males, under 18 years",Nova Scotia,12,4.1
2021,"Males, under 18 years",Nova Scotia,12,5.2
2022,"Males, under 18 years",Nova Scotia,12,14.9
2023,"Males, under 18 years",Nova Scotia,12,15.6
2015,Persons 18 to 64 years,Nova Scotia,12,17.6
2016,Persons 18 to 64 years,Nova Scotia,12,18.1
2017,Persons 18 to 64 years,Nova Scotia,12,16.4
2018,Persons 18 to 64 years,Nova Scotia,12,14.9
2019,Persons 18 to 64 years,Nova Scotia,12,13.6
2020,Persons 18 to 64 years,Nova Scotia,12,9.5
2021,Persons 18 to 64 years,Nova Scotia,12,9.1
2022,Persons 18 to 64 years,Nova Scotia,12,13.8
2023,Persons 18 to 64 years,Nova Scotia,12,13.9
2015,Persons 65 years and over,Nova Scotia,12,10.4
2016,Persons 65 years and over,Nova Scotia,12,7.9
2017,Persons 65 years and over,Nova Scotia,12,6.9
2018,Persons 65 years and over,Nova Scotia,12,8.8
2019,Persons 65 years and over,Nova Scotia,12,8.0
2020,Persons 65 years and over,Nova Scotia,12,4.5
2021,Persons 65 years and over,Nova Scotia,12,9.1
2022,Persons 65 years and over,Nova Scotia,12,10.4
2023,Persons 65 years and over,Nova Scotia,12,8.6
2015,Persons under 18 years,Nova Scotia,12,20.6
2016,Persons under 18 years,Nova Scotia,12,19.9
2017,Persons under 18 years,Nova Scotia,12,20.0
2018,Persons under 18 years,Nova Scotia,12,15.8
2019,Persons under 18 years,Nova Scotia,12,10.9
2020,Persons under 18 years,Nova Scotia,12,5.5
2021,Persons under 18 years,Nova Scotia,12,6.1
2022,Persons under 18 years,Nova Scotia,12,14.0
2023,Persons under 18 years,Nova Scotia,12,15.2
2018,All persons,Nunavut,62,43.2
2019,All persons,Nunavut,62,38.7
2020,All persons,Nunavut,62,37.5
2021,All persons,Nunavut,62,39.7
2018,Persons 18 to 64 years,Nunavut,62,36.2
2019,Persons 18 to 64 years,Nunavut,62,35.5
2020,Persons 18 to 64 years,Nunavut,62,32.0
2021,Persons 18 to 64 years,Nunavut,62,36.1
2018,Persons 65 years and over,Nunavut,62,43.1
2019,Persons 65 years and over,Nunavut,62,26.8
2018,Persons under 18 years,Nunavut,62,53.9
2019,Persons under 18 years,Nunavut,62,45.0
2020,Persons under 18 years,Nunavut,62,47.9
2021,Persons under 18 years,Nunavut,62,46.5
2015,All persons,Ontario,35,15.1
2016,All persons,Ontario,35,13.7
2017,All persons,Ontario,35,12.3
2018,All persons,Ontario,35,11.8
2019,All persons,Ontario,35,10.9
2020,All persons,Ontario,35,6.8
2021,All persons,Ontario,35,7.7
2022,All persons,Ontario,35,10.9
2023,All persons,Ontario,35,11.1
2015,Females,Ontario,35,15.4
2016,Females,Ontario,35,14.7
2017,Females,Ontario,35,12.4
2018,Females,Ontario,35,11.4
2019,Females,Ontario,35,11.7
2020,Females,Ontario,35,6.7
2021,Females,Ontario,35,7.8
2022,Females,Ontario,35,11.0
2023,Females,Ontario,35,11.1
2015,"Females, 18 to 64 years",Ontario,35,16.7
2016,"Females, 18 to 64 years",Ontario,35,16.0
2017,"Females, 18 to 64 years",Ontario,35,14.1
2018,"Females, 18 to 64 years",Ontario,35,13.1
2019,"Females, 18 to 64 years",Ontario,35,12.9
2020,"Females, 18 to 64 years",Ontario,35,8.0
2021,"Females, 18 to 64 years",Ontario,35,8.8
2022,"Females, 18 to 64 years",Ontario,35,12.3
2023,"Females, 18 to 64 years",Ontario,35,12.8
2015,"Females, 65 years and over",Ontario,35,7.2
2016,"Females, 65 years and over",Ontario,35,7.2
2017,"Females, 65 years and over",Ontario,35,5.8
2018,"Females, 65 years and over",Ontario,35,5.8
2019,"Females, 65 years and over",Ontario,35,6.8
2020,"Females, 65 years and over",Ontario,35,3.3
2021,"Females, 65 years and over",Ontario,35,5.4
2022,"Females, 65 years and over",Ontario,35,7.2
2023,"Females, 65 years and over",Ontario,35,5.1
2015,"Females, under 18 years",Ontario,35,18.2
2016,"Females, under 18 years",Ontario,35,17.5
2017,"Females, under 18 years",Ontario,35,12.7
2018,"Females, under 18 years",Ontario,35,11.3
2019,"Females, under 18 years",Ontario,35,12.1
2020,"Females, under 18 years",Ontario,35,5.7
2021,"Females, under 18 years",Ontario,35,7.0
2022,"Females, under 18 years",Ontario,35,10.7
2023,"Females, under 18 years",Ontario,35,11.8
2015,Males,Ontario,35,14.7
2016,Males,Ontario,35,12.6
2017,Males,Ontario,35,12.3
2018,Males,Ontario,35,12.2
2019,Males,Ontario,35,10.1
2020,Males,Ontario,35,6.9
2021,Males,Ontario,35,7.6
2022,Males,Ontario,35,10.7
2023,Males,Ontario,35,11.2
2015,"Males, 18 to 64 years",Ontario,35,16.0
2016,"Males, 18 to 64 years",Ontario,35,14.0
2017,"Males, 18 to 64 years",Ontario,35,14.1
2018,"Males, 18 to 64 years",Ontario,35,13.6
2019,"Males, 18 to 64 years",Ontario,35,11.2
2020,"Males, 18 to 64 years",Ontario,35,8.2
2021,"Males, 18 to 64 years",Ontario,35,8.6
2022,"Males, 18 to 64 years",Ontario,35,11.7
2023,"Males, 18 to 64 years",Ontario,35,12.4
2015,"Males, 65 years and over",Ontario,35,4.7
2016,"Males, 65 years and over",Ontario,35,6.0
2017,"Males, 65 years and over",Ontario,35,5.3
2018,"Males, 65 years and over",Ontario,35,5.6
2019,"Males, 65 years and over",Ontario,35,5.1
2020,"Males, 65 years and over",Ontario,35,3.2
2021,"Males, 65 years and over",Ontario,35,4.8
2022,"Males, 65 years and over",Ontario,35,6.0
2023,"Males, 65 years and over",Ontario,35,5.5
2015,"Males, under 18 years",Ontario,35,17.8
2016,"Males, under 18 years",Ontario,35,12.9
2017,"Males, under 18 years",Ontario,35,11.7
2018,"Males, under 18 years",Ontario,35,12.7
2019,"Males, under 18 years",Ontario,35,10.8
2020,"Males, under 18 years",Ontario,35,5.5
2021,"Males, under 18 years",Ontario,35,6.6
2022,"Males, under 18 years",Ontario,35,11.6
2023,"Males, under 18 years",Ontario,35,12.2
2015,Persons 18 to 64 years,Ontario,35,16.4
2016,Persons 18 to 64 years,Ontario,35,15.0
2017,Persons 18 to 64 years,Ontario,35,14.1
2018,Persons 18 to 64 years,Ontario,35,13.3
2019,Persons 18 to 64 years,Ontario,35,12.1
2020,Persons 18 to 64 years,Ontario,35,8.1
2021,Persons 18 to 64 years,Ontario,35,8.7
2022,Persons 18 to 64 years,Ontario,35,12.0
2023,Persons 18 to 64 years,Ontario,35,12.6
2015,Persons 65 years and over,Ontario,35,6.1
2016,Persons 65 years and over,Ontario,35,6.7
2017,Persons 65 years and over,Ontario,35,5.6
2018,Persons 65 years and over,Ontario,35,5.7
2019,Persons 65 years and over,Ontario,35,6.0
2020,Persons 65 years and over,Ontario,35,3.3
2021,Persons 65 years and over,Ontario,35,5.1
2022,Persons 65 years and over,Ontario,35,6.7
2023,Persons 65 years and over,Ontario,35,5.3
2015,Persons under 18 years,Ontario,35,18.0
2016,Persons under 18 years,Ontario,35,15.2
2017,Persons under 18 years,Ontario,35,12.2
2018,Persons under 18 years,Ontario,35,12.0
2019,Persons under 18 years,Ontario,35,11.5
2020,Persons under 18 years,Ontario,35,5.6
2021,Persons under 18 years,Ontario,35,6.8
2022,Persons under 18 years,Ontario,35,11.2
2023,Persons under 18 years,Ontario,35,12.0
2015,All persons,"Ottawa-Gatineau, Ontario/Quebec",,13.4
2016,All persons,"Ottawa-Gatineau, Ontario/Quebec",,10.7
2017,All persons,"Ottawa-Gatineau, Ontario/Quebec",,10.9
2018,All persons,"Ottawa-Gatineau, Ontario/Quebec",,11.4
2019,All persons,"Ottawa-Gatineau, Ontario/Quebec",,8.4
2020,All persons,"Ottawa-Gatineau, Ontario/Quebec",,5.5
2021,All persons,"Ottawa-Gatineau, Ontario/Quebec",,6.5
2022,All persons,"Ottawa-Gatineau, Ontario/Quebec",,9.1
2023,All persons,"Ottawa-Gatineau, Ontario/Quebec",,8.7
2015,Females,"Ottawa-Gatineau, Ontario/Quebec",,14.4
2016,Females,"Ottawa-Gatineau, Ontario/Quebec",,10.7
2017,Females,"Ottawa-Gatineau, Ontario/Quebec",,10.8
2018,Females,"Ottawa-Gatineau, Ontario/Quebec",,10.4
2019,Females,"Ottawa-Gatineau, Ontario/Quebec",,8.0
2020,Females,"Ottawa-Gatineau, Ontario/Quebec",,4.8
2021,Females,"Ottawa-Gatineau, Ontario/Quebec",,7.1
2022,Females,"Ottawa-Gatineau, Ontario/Quebec",,9.0
2023,Females,"Ottawa-Gatineau, Ontario/Quebec",,8.8
2015,"Females, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,16.1
2016,"Females, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,12.3
2017,"Females, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,13.1
2018,"Females, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,11.9
2019,"Females, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,8.9
2020,"Females, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,6.0
2021,"Females, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,8.1
2022,"Females, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,10.7
2023,"Females, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,11.7
2018,"Females, 65 years and over","Ottawa-Gatineau, Ontario/Quebec",,5.4
2019,"Females, 65 years and over","Ottawa-Gatineau, Ontario/Quebec",,6.9
2021,"Females, 65 years and over","Ottawa-Gatineau, Ontario/Quebec",,4.9
2022,"Females, 65 years and over","Ottawa-Gatineau, Ontario/Quebec",,4.8
2023,"Females, 65 years and over","Ottawa-Gatineau, Ontario/Quebec",,2.7
2015,"Females, under 18 years","Ottawa-Gatineau, Ontario/Quebec",,14.7
2016,"Females, under 18 years","Ottawa-Gatineau, Ontario/Quebec",,11.2
2017,"Females, under 18 years","Ottawa-Gatineau, Ontario/Quebec",,7.1
2018,"Females, under 18 years","Ottawa-Gatineau, Ontario/Quebec",,9.7
2022,"Females, under 18 years","Ottawa-Gatineau, Ontario/Quebec",,7.6
2023,"Females, under 18 years","Ottawa-Gatineau, Ontario/Quebec",,5.2
2015,Males,"Ottawa-Gatineau, Ontario/Quebec",,12.3
2016,Males,"Ottawa-Gatineau, Ontario/Quebec",,10.7
2017,Males,"Ottawa-Gatineau, Ontario/Quebec",,11.0
2018,Males,"Ottawa-Gatineau, Ontario/Quebec",,12.4
2019,Males,"Ottawa-Gatineau, Ontario/Quebec",,8.8
2020,Males,"Ottawa-Gatineau, Ontario/Quebec",,6.2
2021,Males,"Ottawa-Gatineau, Ontario/Quebec",,6.0
2022,Males,"Ottawa-Gatineau, Ontario/Quebec",,9.2
2023,Males,"Ottawa-Gatineau, Ontario/Quebec",,8.6
2015,"Males, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,13.9
2016,"Males, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,12.7
2017,"Males, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,12.1
2018,"Males, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,14.4
2019,"Males, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,9.6
2020,"Males, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,8.3
2021,"Males, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,7.6
2022,"Males, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,11.0
2023,"Males, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,9.8
2018,"Males, 65 years and over","Ottawa-Gatineau, Ontario/Quebec",,5.3
2022,"Males, 65 years and over","Ottawa-Gatineau, Ontario/Quebec",,5.4
2023,"Males, 65 years and over","Ottawa-Gatineau, Ontario/Quebec",,5.0
2015,"Males, under 18 years","Ottawa-Gatineau, Ontario/Quebec",,13.6
2017,"Males, under 18 years","Ottawa-Gatineau, Ontario/Quebec",,10.7
2018,"Males, under 18 years","Ottawa-Gatineau, Ontario/Quebec",,10.7
2019,"Males, under 18 years","Ottawa-Gatineau, Ontario/Quebec",,8.6
2022,"Males, under 18 years","Ottawa-Gatineau, Ontario/Quebec",,7.2
2023,"Males, under 18 years","Ottawa-Gatineau, Ontario/Quebec",,7.8
2015,Persons 18 to 64 years,"Ottawa-Gatineau, Ontario/Quebec",,15.0
2016,Persons 18 to 64 years,"Ottawa-Gatineau, Ontario/Quebec",,12.5
2017,Persons 18 to 64 years,"Ottawa-Gatineau, Ontario/Quebec",,12.6
2018,Persons 18 to 64 years,"Ottawa-Gatineau, Ontario/Quebec",,13.2
2019,Persons 18 to 64 years,"Ottawa-Gatineau, Ontario/Quebec",,9.3
2020,Persons 18 to 64 years,"Ottawa-Gatineau, Ontario/Quebec",,7.1
2021,Persons 18 to 64 years,"Ottawa-Gatineau, Ontario/Quebec",,7.9
2022,Persons 18 to 64 years,"Ottawa-Gatineau, Ontario/Quebec",,10.9
2023,Persons 18 to 64 years,"Ottawa-Gatineau, Ontario/Quebec",,10.8
2017,Persons 65 years and over,"Ottawa-Gatineau, Ontario/Quebec",,5.8
2018,Persons 65 years and over,"Ottawa-Gatineau, Ontario/Quebec",,5.4
2019,Persons 65 years and over,"Ottawa-Gatineau, Ontario/Quebec",,6.0
2020,Persons 65 years and over,"Ottawa-Gatineau, Ontario/Quebec",,3.4
2021,Persons 65 years and over,"Ottawa-Gatineau, Ontario/Quebec",,3.8
2022,Persons 65 years and over,"Ottawa-Gatineau, Ontario/Quebec",,5.1
2023,Persons 65 years and over,"Ottawa-Gatineau, Ontario/Quebec",,3.8
2015,Persons under 18 years,"Ottawa-Gatineau, Ontario/Quebec",,14.2
2016,Persons under 18 years,"Ottawa-Gatineau, Ontario/Quebec",,9.6
2017,Persons under 18 years,"Ottawa-Gatineau, Ontario/Quebec",,8.9
2018,Persons under 18 years,"Ottawa-Gatineau, Ontario/Quebec",,10.2
2019,Persons under 18 years,"Ottawa-Gatineau, Ontario/Quebec",,7.5
2022,Persons under 18 years,"Ottawa-Gatineau, Ontario/Quebec",,7.4
2023,Persons under 18 years,"Ottawa-Gatineau, Ontario/Quebec",,6.6
2015,All persons,Prairie provinces,,10.8
2016,All persons,Prairie provinces,,10.7
2017,All persons,Prairie provinces,,9.6
2018,All persons,Prairie provinces,,9.6
2019,All persons,Prairie provinces,,9.1
2020,All persons,Prairie provinces,,6.0
2021,All persons,Prairie provinces,,8.2
2022,All persons,Prairie provinces,,10.3
2023,All persons,Prairie provinces,,9.9
2015,Females,Prairie provinces,,11.3
2016,Females,Prairie provinces,,11.0
2017,Females,Prairie provinces,,10.2
2018,Females,Prairie provinces,,9.6
2019,Females,Prairie provinces,,8.9
2020,Females,Prairie provinces,,5.8
2021,Females,Prairie provinces,,8.5
2022,Females,Prairie provinces,,10.7
2023,Females,Prairie provinces,,10.2
2015,"Females, 18 to 64 years",Prairie provinces,,11.1
2016,"Females, 18 to 64 years",Prairie provinces,,12.1
2017,"Females, 18 to 64 years",Prairie provinces,,11.4
2018,"Females, 18 to 64 years",Prairie provinces,,10.6
2019,"Females, 18 to 64 years",Prairie provinces,,10.2
2020,"Females, 18 to 64 years",Prairie provinces,,6.9
2021,"Females, 18 to 64 years",Prairie provinces,,9.0
2022,"Females, 18 to 64 years",Prairie provinces,,11.1
2023,"Females, 18 to 64 years",Prairie provinces,,11.3
2015,"Females, 65 years and over",Prairie provinces,,5.1
2016,"Females, 65 years and over",Prairie provinces,,5.1
2017,"Females, 65 years and over",Prairie provinces,,4.3
2018,"Females, 65 years and over",Prairie provinces,,5.2
2019,"Females, 65 years and over",Prairie provinces,,3.9
2020,"Females, 65 years and over",Prairie provinces,,3.3
2021,"Females, 65 years and over",Prairie provinces,,6.5
2022,"Females, 65 years and over",Prairie provinces,,6.1
2023,"Females, 65 years and over",Prairie provinces,,4.7
2015,"Females, under 18 years",Prairie provinces,,15.7
2016,"Females, under 18 years",Prairie provinces,,11.9
2017,"Females, under 18 years",Prairie provinces,,10.5
2018,"Females, under 18 years",Prairie provinces,,9.7
2019,"Females, under 18 years",Prairie provinces,,8.6
2020,"Females, under 18 years",Prairie provinces,,4.6
2021,"Females, under 18 years",Prairie provinces,,8.4
2022,"Females, under 18 years",Prairie provinces,,12.6
2023,"Females, under 18 years",Prairie provinces,,11.1
2015,Males,Prairie provinces,,10.3
2016,Males,Prairie provinces,,10.4
2017,Males,Prairie provinces,,9.0
2018,Males,Prairie provinces,,9.6
2019,Males,Prairie provinces,,9.3
2020,Males,Prairie provinces,,6.1
2021,Males,Prairie provinces,,8.0
2022,Males,Prairie provinces,,9.9
2023,Males,Prairie provinces,,9.6
2015,"Males, 18 to 64 years",Prairie provinces,,10.5
2016,"Males, 18 to 64 years",Prairie provinces,,10.9
2017,"Males, 18 to 64 years",Prairie provinces,,10.0
2018,"Males, 18 to 64 years",Prairie provinces,,10.6
2019,"Males, 18 to 64 years",Prairie provinces,,10.1
2020,"Males, 18 to 64 years",Prairie provinces,,7.2
2021,"Males, 18 to 64 years",Prairie provinces,,8.7
2022,"Males, 18 to 64 years",Prairie provinces,,10.5
2023,"Males, 18 to 64 years",Prairie provinces,,10.0
2015,"Males, 65 years and over",Prairie provinces,,3.4
2016,"Males, 65 years and over",Prairie provinces,,4.7
2017,"Males, 65 years and over",Prairie provinces,,3.5
2018,"Males, 65 years and over",Prairie provinces,,3.1
2019,"Males, 65 years and over",Prairie provinces,,5.0
2020,"Males, 65 years and over",Prairie provinces,,2.2
2021,"Males, 65 years and over",Prairie provinces,,5.0
2022,"Males, 65 years and over",Prairie provinces,,5.1
2023,"Males, 65 years and over",Prairie provinces,,4.0
2015,"Males, under 18 years",Prairie provinces,,13.2
2016,"Males, under 18 years",Prairie provinces,,12.2
2017,"Males, under 18 years",Prairie provinces,,9.3
2018,"Males, under 18 years",Prairie provinces,,10.5
2019,"Males, under 18 years",Prairie provinces,,9.7
2020,"Males, under 18 years",Prairie provinces,,5.4
2021,"Males, under 18 years",Prairie provinces,,7.8
2022,"Males, under 18 years",Prairie provinces,,11.4
2023,"Males, under 18 years",Prairie provinces,,12.3
2015,Persons 18 to 64 years,Prairie provinces,,10.8
2016,Persons 18 to 64 years,Prairie provinces,,11.4
2017,Persons 18 to 64 years,Prairie provinces,,10.7
2018,Persons 18 to 64 years,Prairie provinces,,10.6
2019,Persons 18 to 64 years,Prairie provinces,,10.2
2020,Persons 18 to 64 years,Prairie provinces,,7.0
2021,Persons 18 to 64 years,Prairie provinces,,8.9
2022,Persons 18 to 64 years,Prairie provinces,,10.8
2023,Persons 18 to 64 years,Prairie provinces,,10.6
2015,Persons 65 years and over,Prairie provinces,,4.3
2016,Persons 65 years and over,Prairie provinces,,4.9
2017,Persons 65 years and over,Prairie provinces,,3.9
2018,Persons 65 years and over,Prairie provinces,,4.2
2019,Persons 65 years and over,Prairie provinces,,4.4
2020,Persons 65 years and over,Prairie provinces,,2.8
2021,Persons 65 years and over,Prairie provinces,,5.8
2022,Persons 65 years and over,Prairie provinces,,5.6
2023,Persons 65 years and over,Prairie provinces,,4.4
2015,Persons under 18 years,Prairie provinces,,14.4
2016,Persons under 18 years,Prairie provinces,,12.0
2017,Persons under 18 years,Prairie provinces,,9.9
2018,Persons under 18 years,Prairie provinces,,10.1
2019,Persons under 18 years,Prairie provinces,,9.2
2020,Persons under 18 years,Prairie provinces,,5.0
2021,Persons under 18 years,Prairie provinces,,8.1
2022,Persons under 18 years,Prairie provinces,,12.0
2023,Persons under 18 years,Prairie provinces,,11.7
2015,All persons,Prince Edward Island,11,15.7
2016,All persons,Prince Edward Island,11,13.9
2017,All persons,Prince Edward Island,11,15.4
2018,All persons,Prince Edward Island,11,13.4
2019,All persons,Prince Edward Island,11,12.3
2020,All persons,Prince Edward Island,11,7.6
2021,All persons,Prince Edward Island,11,7.4
2022,All persons,Prince Edward Island,11,9.8
2023,All persons,Prince Edward Island,11,11.3
2015,Females,Prince Edward Island,11,16.3
2016,Females,Prince Edward Island,11,15.9
2017,Females,Prince Edward Island,11,15.4
2018,Females,Prince Edward Island,11,13.4
2019,Females,Prince Edward Island,11,12.8
2020,Females,Prince Edward Island,11,7.2
2021,Females,Prince Edward Island,11,8.4
2022,Females,Prince Edward Island,11,10.2
2023,Females,Prince Edward Island,11,11.8
2015,"Females, 18 to 64 years",Prince Edward Island,11,15.6
2016,"Females, 18 to 64 years",Prince Edward Island,11,15.4
2017,"Females, 18 to 64 years",Prince Edward Island,11,17.3
2018,"Females, 18 to 64 years",Prince Edward Island,11,13.9
2019,"Females, 18 to 64 years",Prince Edward Island,11,14.9
2020,"Females, 18 to 64 years",Prince Edward Island,11,8.3
2021,"Females, 18 to 64 years",Prince Edward Island,11,10.3
2022,"Females, 18 to 64 years",Prince Edward Island,11,10.8
2023,"Females, 18 to 64 years",Prince Edward Island,11,13.6
2015,"Females, 65 years and over",Prince Edward Island,11,16.6
2016,"Females, 65 years and over",Prince Edward Island,11,12.3
2017,"Females, 65 years and over",Prince Edward Island,11,9.6
2018,"Females, 65 years and over",Prince Edward Island,11,14.2
2019,"Females, 65 years and over",Prince Edward Island,11,8.2
2020,"Females, 65 years and over",Prince Edward Island,11,3.2
2021,"Females, 65 years and over",Prince Edward Island,11,6.6
2022,"Females, 65 years and over",Prince Edward Island,11,9.4
2023,"Females, 65 years and over",Prince Edward Island,11,5.3
2015,"Females, under 18 years",Prince Edward Island,11,18.3
2016,"Females, under 18 years",Prince Edward Island,11,21.4
2017,"Females, under 18 years",Prince Edward Island,11,15.4
2018,"Females, under 18 years",Prince Edward Island,11,10.9
2019,"Females, under 18 years",Prince Edward Island,11,11.0
2020,"Females, under 18 years",Prince Edward Island,11,8.3
2022,"Females, under 18 years",Prince Edward Island,11,9.3
2023,"Females, under 18 years",Prince Edward Island,11,13.2
2015,Males,Prince Edward Island,11,15.0
2016,Males,Prince Edward Island,11,11.7
2017,Males,Prince Edward Island,11,15.3
2018,Males,Prince Edward Island,11,13.4
2019,Males,Prince Edward Island,11,11.7
2020,Males,Prince Edward Island,11,7.9
2021,Males,Prince Edward Island,11,6.3
2022,Males,Prince Edward Island,11,9.3
2023,Males,Prince Edward Island,11,10.8
2015,"Males, 18 to 64 years",Prince Edward Island,11,16.1
2016,"Males, 18 to 64 years",Prince Edward Island,11,12.7
2017,"Males, 18 to 64 years",Prince Edward Island,11,15.0
2018,"Males, 18 to 64 years",Prince Edward Island,11,14.7
2019,"Males, 18 to 64 years",Prince Edward Island,11,11.5
2020,"Males, 18 to 64 years",Prince Edward Island,11,9.1
2021,"Males, 18 to 64 years",Prince Edward Island,11,7.3
2022,"Males, 18 to 64 years",Prince Edward Island,11,10.3
2023,"Males, 18 to 64 years",Prince Edward Island,11,11.5
2015,"Males, 65 years and over",Prince Edward Island,11,9.3
2017,"Males, 65 years and over",Prince Edward Island,11,12.0
2018,"Males, 65 years and over",Prince Edward Island,11,8.5
2020,"Males, 65 years and over",Prince Edward Island,11,6.0
2022,"Males, 65 years and over",Prince Edward Island,11,7.8
2023,"Males, 65 years and over",Prince Edward Island,11,5.6
2015,"Males, under 18 years",Prince Edward Island,11,16.8
2016,"Males, under 18 years",Prince Edward Island,11,15.6
2017,"Males, under 18 years",Prince Edward Island,11,19.0
2018,"Males, under 18 years",Prince Edward Island,11,14.1
2019,"Males, under 18 years",Prince Edward Island,11,17.9
2020,"Males, under 18 years",Prince Edward Island,11,6.1
2022,"Males, under 18 years",Prince Edward Island,11,7.2
2023,"Males, under 18 years",Prince Edward Island,11,13.8
2015,Persons 18 to 64 years,Prince Edward Island,11,15.8
2016,Persons 18 to 64 years,Prince Edward Island,11,14.1
2017,Persons 18 to 64 years,Prince Edward Island,11,16.2
2018,Persons 18 to 64 years,Prince Edward Island,11,14.3
2019,Persons 18 to 64 years,Prince Edward Island,11,13.2
2020,Persons 18 to 64 years,Prince Edward Island,11,8.7
2021,Persons 18 to 64 years,Prince Edward Island,11,8.8
2022,Persons 18 to 64 years,Prince Edward Island,11,10.6
2023,Persons 18 to 64 years,Prince Edward Island,11,12.5
2015,Persons 65 years and over,Prince Edward Island,11,13.2
2016,Persons 65 years and over,Prince Edward Island,11,8.3
2017,Persons 65 years and over,Prince Edward Island,11,10.7
2018,Persons 65 years and over,Prince Edward Island,11,11.5
2019,Persons 65 years and over,Prince Edward Island,11,6.9
2020,Persons 65 years and over,Prince Edward Island,11,4.5
2021,Persons 65 years and over,Prince Edward Island,11,5.7
2022,Persons 65 years and over,Prince Edward Island,11,8.6
2023,Persons 65 years and over,Prince Edward Island,11,5.4
2015,Persons under 18 years,Prince Edward Island,11,17.6
2016,Persons under 18 years,Prince Edward Island,11,18.5
2017,Persons under 18 years,Prince Edward Island,11,17.3
2018,Persons under 18 years,Prince Edward Island,11,12.5
2019,Persons under 18 years,Prince Edward Island,11,14.6
2020,Persons under 18 years,Prince Edward Island,11,7.2
2021,Persons under 18 years,Prince Edward Island,11,4.4
2022,Persons under 18 years,Prince Edward Island,11,8.3
2023,Persons under 18 years,Prince Edward Island,11,13.5
2015,All persons,Quebec,24,13.5
2016,All persons,Quebec,24,11.0
2017,All persons,Quebec,24,10.9
2018,All persons,Quebec,24,9.8
2019,All persons,Quebec,24,8.9
2020,All persons,Quebec,24,4.8
2021,All persons,Quebec,24,5.2
2022,All persons,Quebec,24,6.6
2023,All persons,Quebec,24,7.4
2015,Females,Quebec,24,13.7
2016,Females,Quebec,24,10.8
2017,Females,Quebec,24,10.9
2018,Females,Quebec,24,9.9
2019,Females,Quebec,24,8.6
2020,Females,Quebec,24,5.0
2021,Females,Quebec,24,5.4
2022,Females,Quebec,24,6.1
2023,Females,Quebec,24,7.3
2015,"Females, 18 to 64 years",Quebec,24,15.8
2016,"Females, 18 to 64 years",Quebec,24,11.6
2017,"Females, 18 to 64 years",Quebec,24,12.2
2018,"Females, 18 to 64 years",Quebec,24,11.8
2019,"Females, 18 to 64 years",Quebec,24,10.5
2020,"Females, 18 to 64 years",Quebec,24,6.6
2021,"Females, 18 to 64 years",Quebec,24,5.9
2022,"Females, 18 to 64 years",Quebec,24,7.8
2023,"Females, 18 to 64 years",Quebec,24,9.2
2015,"Females, 65 years and over",Quebec,24,7.5
2016,"Females, 65 years and over",Quebec,24,7.7
2017,"Females, 65 years and over",Quebec,24,7.0
2018,"Females, 65 years and over",Quebec,24,6.4
2019,"Females, 65 years and over",Quebec,24,5.9
2020,"Females, 65 years and over",Quebec,24,2.7
2021,"Females, 65 years and over",Quebec,24,5.7
2022,"Females, 65 years and over",Quebec,24,2.5
2023,"Females, 65 years and over",Quebec,24,3.4
2015,"Females, under 18 years",Quebec,24,12.9
2016,"Females, under 18 years",Quebec,24,11.5
2017,"Females, under 18 years",Quebec,24,10.6
2018,"Females, under 18 years",Quebec,24,7.2
2019,"Females, under 18 years",Quebec,24,5.2
2020,"Females, under 18 years",Quebec,24,2.6
2021,"Females, under 18 years",Quebec,24,3.2
2022,"Females, under 18 years",Quebec,24,5.1
2023,"Females, under 18 years",Quebec,24,6.0
2015,Males,Quebec,24,13.4
2016,Males,Quebec,24,11.1
2017,Males,Quebec,24,10.9
2018,Males,Quebec,24,9.8
2019,Males,Quebec,24,9.3
2020,Males,Quebec,24,4.6
2021,Males,Quebec,24,5.0
2022,Males,Quebec,24,7.0
2023,Males,Quebec,24,7.6
2015,"Males, 18 to 64 years",Quebec,24,14.8
2016,"Males, 18 to 64 years",Quebec,24,12.4
2017,"Males, 18 to 64 years",Quebec,24,12.7
2018,"Males, 18 to 64 years",Quebec,24,11.7
2019,"Males, 18 to 64 years",Quebec,24,11.1
2020,"Males, 18 to 64 years",Quebec,24,6.3
2021,"Males, 18 to 64 years",Quebec,24,6.1
