Year,Source,Geography,GeoCode,Value
2010,Oil and Gas,Ontario,35,9.216
2010,Transport,Ontario,35,57.194
2010,Heavy Industry,Ontario,35,28.434
2010,Buildings,Ontario,35,32.774
2010,Agriculture,Ontario,35,10.531
2010,Waste,Ontario,35,7.084
2010,"Light Manufacturing, Construction and Forest Resources",Ontario,35,8.815
2010,Provincial Inventory Total,Prince Edward Island,11,1.841
2010,Oil and Gas,Prince Edward Island,11,0.0
2010,Transport,Prince Edward Island,11,0.712
2010,Heavy Industry,Prince Edward Island,11,0.004
2010,Buildings,Prince Edward Island,11,0.468
2010,Agriculture,Prince Edward Island,11,0.324
2010,Waste,Prince Edward Island,11,0.086
2010,"Light Manufacturing, Construction and Forest Resources",Prince Edward Island,11,0.246
2010,Provincial Inventory Total,Quebec,24,77.961
2010,Oil and Gas,Quebec,24,2.943
2010,Transport,Quebec,24,31.16
2010,Heavy Industry,Quebec,24,16.402
2010,Buildings,Quebec,24,10.271
2010,Agriculture,Quebec,24,8.176
2010,Waste,Quebec,24,3.75
2010,"Light Manufacturing, Construction and Forest Resources",Quebec,24,4.802
2010,Provincial Inventory Total,Saskatchewan,47,77.165
2010,Oil and Gas,Saskatchewan,47,32.083
2010,Transport,Saskatchewan,47,9.429
2010,Heavy Industry,Saskatchewan,47,2.522
2010,Buildings,Saskatchewan,47,3.614
2010,Agriculture,Saskatchewan,47,12.393
2010,Waste,Saskatchewan,47,1.375
2010,"Light Manufacturing, Construction and Forest Resources",Saskatchewan,47,0.747
2010,Territorial Inventory Total,Yukon,60,0.648
2010,Oil and Gas,Yukon,60,0.03
2010,Transport,Yukon,60,0.398
2010,Heavy Industry,Yukon,60,0.059
2010,Buildings,Yukon,60,0.081
2010,Agriculture,Yukon,60,0.003
2010,Waste,Yukon,60,0.029
2010,"Light Manufacturing, Construction and Forest Resources",Yukon,60,0.031
2011,Provincial Inventory Total,Alberta,48,277.218
2011,Oil and Gas,Alberta,48,141.419
2011,Transport,Alberta,48,26.541
2011,Heavy Industry,Alberta,48,18.364
2011,Buildings,Alberta,48,19.169
2011,Agriculture,Alberta,48,19.08
2011,Waste,Alberta,48,3.722
2011,"Light Manufacturing, Construction and Forest Resources",Alberta,48,3.142
2011,Provincial Inventory Total,British Columbia,59,59.418
2011,Oil and Gas,British Columbia,59,16.432
2011,Transport,British Columbia,59,18.349
2011,Heavy Industry,British Columbia,59,5.927
2011,Buildings,British Columbia,59,8.251
2011,Agriculture,British Columbia,59,2.475
2011,Waste,British Columbia,59,2.951
2011,"Light Manufacturing, Construction and Forest Resources",British Columbia,59,2.577
2011,Oil and Gas,Canada,,210.08
2011,Transport,Canada,,163.932
2011,Heavy Industry,Canada,,81.129
2011,Buildings,Canada,,85.686
2011,Agriculture,Canada,,61.488
2011,Waste,Canada,,22.057
2011,"Light Manufacturing, Construction and Forest Resources",Canada,,24.072
2011,Provincial Inventory Total,Manitoba,46,19.322
2011,Oil and Gas,Manitoba,46,0.711
2011,Transport,Manitoba,46,5.986
2011,Heavy Industry,Manitoba,46,1.323
2011,Buildings,Manitoba,46,2.643
2011,Agriculture,Manitoba,46,6.195
2011,Waste,Manitoba,46,1.396
2011,"Light Manufacturing, Construction and Forest Resources",Manitoba,46,0.941
2011,Provincial Inventory Total,New Brunswick,13,17.641
2011,Oil and Gas,New Brunswick,13,3.429
2011,Transport,New Brunswick,13,4.745
2011,Heavy Industry,New Brunswick,13,1.238
2011,Buildings,New Brunswick,13,1.923
2011,Agriculture,New Brunswick,13,0.576
2011,Waste,New Brunswick,13,0.609
2011,"Light Manufacturing, Construction and Forest Resources",New Brunswick,13,0.728
2011,Provincial Inventory Total,Newfoundland and Labrador,10,10.107
2011,Oil and Gas,Newfoundland and Labrador,10,2.181
2011,Transport,Newfoundland and Labrador,10,4.0
2011,Heavy Industry,Newfoundland and Labrador,10,1.152
2011,Buildings,Newfoundland and Labrador,10,0.911
2011,Agriculture,Newfoundland and Labrador,10,0.127
2011,Waste,Newfoundland and Labrador,10,0.559
2011,"Light Manufacturing, Construction and Forest Resources",Newfoundland and Labrador,10,0.386
2011,Territorial Inventory Total,Northwest Territories,61,1.486
2011,Oil and Gas,Northwest Territories,61,0.101
2011,Transport,Northwest Territories,61,0.591
2011,Heavy Industry,Northwest Territories,61,0.318
2011,Buildings,Northwest Territories,61,0.326
2011,Waste,Northwest Territories,61,0.034
2011,Provincial Inventory Total,Nova Scotia,12,20.647
2011,Oil and Gas,Nova Scotia,12,1.51
2011,Transport,Nova Scotia,12,5.179
2011,Heavy Industry,Nova Scotia,12,0.691
2011,Buildings,Nova Scotia,12,2.979
2011,Agriculture,Nova Scotia,12,0.524
2011,Waste,Nova Scotia,12,0.476
2011,"Light Manufacturing, Construction and Forest Resources",Nova Scotia,12,0.587
2011,Territorial Inventory Total,Nunavut,62,0.623
2011,Transport,Nunavut,62,0.314
2011,Heavy Industry,Nunavut,62,0.197
2011,Buildings,Nunavut,62,0.007
2011,Waste,Nunavut,62,0.028
2011,Provincial Inventory Total,Ontario,35,171.053
2011,Oil and Gas,Ontario,35,8.952
2011,Transport,Ontario,35,56.624
2011,Heavy Industry,Ontario,35,30.559
2011,Buildings,Ontario,35,35.201
2011,Agriculture,Ontario,35,11.014
2011,Waste,Ontario,35,7.312
2011,"Light Manufacturing, Construction and Forest Resources",Ontario,35,9.235
2011,Provincial Inventory Total,Prince Edward Island,11,2.008
2011,Oil and Gas,Prince Edward Island,11,0.0
2011,Transport,Prince Edward Island,11,0.798
2011,Heavy Industry,Prince Edward Island,11,0.005
2011,Buildings,Prince Edward Island,11,0.581
2011,Agriculture,Prince Edward Island,11,0.331
2011,Waste,Prince Edward Island,11,0.084
2011,"Light Manufacturing, Construction and Forest Resources",Prince Edward Island,11,0.209
2011,Provincial Inventory Total,Quebec,24,80.012
2011,Oil and Gas,Quebec,24,2.588
2011,Transport,Quebec,24,31.809
2011,Heavy Industry,Quebec,24,17.832
2011,Buildings,Quebec,24,10.2
2011,Agriculture,Quebec,24,8.304
2011,Waste,Quebec,24,3.471
2011,"Light Manufacturing, Construction and Forest Resources",Quebec,24,5.378
2011,Provincial Inventory Total,Saskatchewan,47,77.511
2011,Oil and Gas,Saskatchewan,47,32.734
2011,Transport,Saskatchewan,47,8.628
2011,Heavy Industry,Saskatchewan,47,3.419
2011,Buildings,Saskatchewan,47,3.398
2011,Agriculture,Saskatchewan,47,12.858
2011,Waste,Saskatchewan,47,1.385
2011,"Light Manufacturing, Construction and Forest Resources",Saskatchewan,47,0.805
2011,Territorial Inventory Total,Yukon,60,0.685
2011,Oil and Gas,Yukon,60,0.024
2011,Transport,Yukon,60,0.368
2011,Heavy Industry,Yukon,60,0.106
2011,Buildings,Yukon,60,0.098
2011,Agriculture,Yukon,60,0.005
2011,Waste,Yukon,60,0.029
2011,"Light Manufacturing, Construction and Forest Resources",Yukon,60,0.028
2012,Provincial Inventory Total,Alberta,48,284.447
2012,Oil and Gas,Alberta,48,145.995
2012,Transport,Alberta,48,27.68
2012,Heavy Industry,Alberta,48,18.359
2012,Buildings,Alberta,48,22.836
2012,Agriculture,Alberta,48,19.351
2012,Waste,Alberta,48,3.843
2012,"Light Manufacturing, Construction and Forest Resources",Alberta,48,3.042
2012,Provincial Inventory Total,British Columbia,59,59.585
2012,Oil and Gas,British Columbia,59,15.777
2012,Transport,British Columbia,59,19.166
2012,Heavy Industry,British Columbia,59,5.823
2012,Buildings,British Columbia,59,7.977
2012,Agriculture,British Columbia,59,2.632
2012,Waste,British Columbia,59,2.73
2012,"Light Manufacturing, Construction and Forest Resources",British Columbia,59,2.839
2012,Oil and Gas,Canada,,216.2
2012,Transport,Canada,,164.132
2012,Heavy Industry,Canada,,81.217
2012,Buildings,Canada,,84.184
2012,Agriculture,Canada,,63.431
2012,Waste,Canada,,22.069
2012,"Light Manufacturing, Construction and Forest Resources",Canada,,23.975
2012,Provincial Inventory Total,Manitoba,46,20.705
2012,Oil and Gas,Manitoba,46,0.78
2012,Transport,Manitoba,46,6.816
2012,Heavy Industry,Manitoba,46,1.232
2012,Buildings,Manitoba,46,2.487
2012,Agriculture,Manitoba,46,6.722
2012,Waste,Manitoba,46,1.413
2012,"Light Manufacturing, Construction and Forest Resources",Manitoba,46,1.142
2012,Provincial Inventory Total,New Brunswick,13,15.948
2012,Oil and Gas,New Brunswick,13,3.251
2012,Transport,New Brunswick,13,4.349
2012,Heavy Industry,New Brunswick,13,1.1
2012,Buildings,New Brunswick,13,1.883
2012,Agriculture,New Brunswick,13,0.566
2012,Waste,New Brunswick,13,0.549
2012,"Light Manufacturing, Construction and Forest Resources",New Brunswick,13,0.555
2012,Provincial Inventory Total,Newfoundland and Labrador,10,9.681
2012,Oil and Gas,Newfoundland and Labrador,10,2.168
2012,Transport,Newfoundland and Labrador,10,3.801
2012,Heavy Industry,Newfoundland and Labrador,10,1.077
2012,Buildings,Newfoundland and Labrador,10,0.71
2012,Agriculture,Newfoundland and Labrador,10,0.151
2012,Waste,Newfoundland and Labrador,10,0.579
2012,"Light Manufacturing, Construction and Forest Resources",Newfoundland and Labrador,10,0.426
2012,Territorial Inventory Total,Northwest Territories,61,1.574
2012,Oil and Gas,Northwest Territories,61,0.117
2012,Transport,Northwest Territories,61,0.617
2012,Heavy Industry,Northwest Territories,61,0.446
2012,Buildings,Northwest Territories,61,0.278
2012,Waste,Northwest Territories,61,0.035
2012,Provincial Inventory Total,Nova Scotia,12,18.936
2012,Oil and Gas,Nova Scotia,12,1.419
2012,Transport,Nova Scotia,12,5.006
2012,Heavy Industry,Nova Scotia,12,0.68
2012,Buildings,Nova Scotia,12,2.515
2012,Agriculture,Nova Scotia,12,0.478
2012,Waste,Nova Scotia,12,0.487
2012,"Light Manufacturing, Construction and Forest Resources",Nova Scotia,12,0.503
2012,Territorial Inventory Total,Nunavut,62,0.665
2012,Transport,Nunavut,62,0.345
2012,Heavy Industry,Nunavut,62,0.206
2012,Buildings,Nunavut,62,0.007
2012,Waste,Nunavut,62,0.029
2012,Provincial Inventory Total,Ontario,35,166.979
2012,Oil and Gas,Ontario,35,9.225
2012,Transport,Ontario,35,54.362
2012,Heavy Industry,Ontario,35,31.265
2012,Buildings,Ontario,35,32.769
2012,Agriculture,Ontario,35,10.964
2012,Waste,Ontario,35,7.316
2012,"Light Manufacturing, Construction and Forest Resources",Ontario,35,9.006
2012,Provincial Inventory Total,Prince Edward Island,11,1.926
2012,Oil and Gas,Prince Edward Island,11,0.0
2012,Transport,Prince Edward Island,11,0.785
2012,Heavy Industry,Prince Edward Island,11,0.005
2012,Buildings,Prince Edward Island,11,0.487
2012,Agriculture,Prince Edward Island,11,0.323
2012,Waste,Prince Edward Island,11,0.083
2012,"Light Manufacturing, Construction and Forest Resources",Prince Edward Island,11,0.232
2012,Provincial Inventory Total,Quebec,24,78.532
2012,Oil and Gas,Quebec,24,2.524
2012,Transport,Quebec,24,31.279
2012,Heavy Industry,Quebec,24,17.587
2012,Buildings,Quebec,24,8.942
2012,Agriculture,Quebec,24,8.694
2012,Waste,Quebec,24,3.578
2012,"Light Manufacturing, Construction and Forest Resources",Quebec,24,5.388
2012,Provincial Inventory Total,Saskatchewan,47,81.505
2012,Oil and Gas,Saskatchewan,47,34.919
2012,Transport,Saskatchewan,47,9.561
2012,Heavy Industry,Saskatchewan,47,3.323
2012,Buildings,Saskatchewan,47,3.194
2012,Agriculture,Saskatchewan,47,13.547
2012,Waste,Saskatchewan,47,1.398
2012,"Light Manufacturing, Construction and Forest Resources",Saskatchewan,47,0.794
2012,Territorial Inventory Total,Yukon,60,0.679
2012,Oil and Gas,Yukon,60,0.026
2012,Transport,Yukon,60,0.364
2012,Heavy Industry,Yukon,60,0.114
2012,Buildings,Yukon,60,0.098
2012,Agriculture,Yukon,60,0.005
2012,Waste,Yukon,60,0.03
2012,"Light Manufacturing, Construction and Forest Resources",Yukon,60,0.023
2013,Provincial Inventory Total,Alberta,48,291.476
2013,Oil and Gas,Alberta,48,151.109
2013,Transport,Alberta,48,29.263
2013,Heavy Industry,Alberta,48,18.799
2013,Buildings,Alberta,48,20.457
2013,Agriculture,Alberta,48,19.778
2013,Waste,Alberta,48,4.015
2013,"Light Manufacturing, Construction and Forest Resources",Alberta,48,3.359
2013,Provincial Inventory Total,British Columbia,59,60.858
2013,Oil and Gas,British Columbia,59,16.179
2013,Transport,British Columbia,59,20.051
2013,Heavy Industry,British Columbia,59,5.559
2013,Buildings,British Columbia,59,7.942
2013,Agriculture,British Columbia,59,2.699
2013,Waste,British Columbia,59,2.591
2013,"Light Manufacturing, Construction and Forest Resources",British Columbia,59,3.056
2013,Oil and Gas,Canada,,222.953
2013,Transport,Canada,,166.677
2013,Heavy Industry,Canada,,79.876
2013,Buildings,Canada,,85.222
2013,Agriculture,Canada,,65.2
2013,Waste,Canada,,22.456
2013,"Light Manufacturing, Construction and Forest Resources",Canada,,24.403
2013,Provincial Inventory Total,Manitoba,46,21.242
2013,Oil and Gas,Manitoba,46,0.926
2013,Transport,Manitoba,46,6.633
2013,Heavy Industry,Manitoba,46,1.413
2013,Buildings,Manitoba,46,2.871
2013,Agriculture,Manitoba,46,6.936
2013,Waste,Manitoba,46,1.374
2013,"Light Manufacturing, Construction and Forest Resources",Manitoba,46,0.968
2013,Provincial Inventory Total,New Brunswick,13,14.042
2013,Oil and Gas,New Brunswick,13,3.164
2013,Transport,New Brunswick,13,3.613
2013,Heavy Industry,New Brunswick,13,0.918
2013,Buildings,New Brunswick,13,1.106
2013,Agriculture,New Brunswick,13,0.532
2013,Waste,New Brunswick,13,0.555
2013,"Light Manufacturing, Construction and Forest Resources",New Brunswick,13,0.556
2013,Provincial Inventory Total,Newfoundland and Labrador,10,9.799
2013,Oil and Gas,Newfoundland and Labrador,10,2.334
2013,Transport,Newfoundland and Labrador,10,3.552
2013,Heavy Industry,Newfoundland and Labrador,10,1.046
2013,Buildings,Newfoundland and Labrador,10,0.973
2013,Agriculture,Newfoundland and Labrador,10,0.108
2013,Waste,Newfoundland and Labrador,10,0.583
2013,"Light Manufacturing, Construction and Forest Resources",Newfoundland and Labrador,10,0.335
2013,Territorial Inventory Total,Northwest Territories,61,1.577
2013,Oil and Gas,Northwest Territories,61,0.036
2013,Transport,Northwest Territories,61,0.624
2013,Heavy Industry,Northwest Territories,61,0.516
2013,Buildings,Northwest Territories,61,0.29
2013,Waste,Northwest Territories,61,0.036
2013,Provincial Inventory Total,Nova Scotia,12,18.041
2013,Oil and Gas,Nova Scotia,12,1.304
2013,Transport,Nova Scotia,12,4.584
2013,Heavy Industry,Nova Scotia,12,0.589
2013,Buildings,Nova Scotia,12,2.373
2013,Agriculture,Nova Scotia,12,0.452
2013,Waste,Nova Scotia,12,0.51
2013,"Light Manufacturing, Construction and Forest Resources",Nova Scotia,12,0.496
2013,Territorial Inventory Total,Nunavut,62,0.69
2013,Transport,Nunavut,62,0.353
2013,Heavy Industry,Nunavut,62,0.225
2013,Buildings,Nunavut,62,0.008
2013,Waste,Nunavut,62,0.03
2013,Provincial Inventory Total,Ontario,35,168.06
2013,Oil and Gas,Ontario,35,9.48
2013,Transport,Ontario,35,56.168
2013,Heavy Industry,Ontario,35,29.457
2013,Buildings,Ontario,35,36.061
2013,Agriculture,Ontario,35,11.279
2013,Waste,Ontario,35,7.546
2013,"Light Manufacturing, Construction and Forest Resources",Ontario,35,8.888
2013,Provincial Inventory Total,Prince Edward Island,11,1.648
2013,Oil and Gas,Prince Edward Island,11,0.0
2013,Transport,Prince Edward Island,11,0.699
2013,Heavy Industry,Prince Edward Island,11,0.006
2013,Buildings,Prince Edward Island,11,0.434
2013,Agriculture,Prince Edward Island,11,0.28
2013,Waste,Prince Edward Island,11,0.081
2013,"Light Manufacturing, Construction and Forest Resources",Prince Edward Island,11,0.143
2013,Provincial Inventory Total,Quebec,24,78.814
2013,Oil and Gas,Quebec,24,2.52
2013,Transport,Quebec,24,30.473
2013,Heavy Industry,Quebec,24,18.085
2013,Buildings,Quebec,24,9.215
2013,Agriculture,Quebec,24,8.56
2013,Waste,Quebec,24,3.74
2013,"Light Manufacturing, Construction and Forest Resources",Quebec,24,5.784
2013,Provincial Inventory Total,Saskatchewan,47,83.194
2013,Oil and Gas,Saskatchewan,47,35.899
2013,Transport,Saskatchewan,47,10.339
2013,Heavy Industry,Saskatchewan,47,3.153
2013,Buildings,Saskatchewan,47,3.403
2013,Agriculture,Saskatchewan,47,14.57
2013,Waste,Saskatchewan,47,1.365
2013,"Light Manufacturing, Construction and Forest Resources",Saskatchewan,47,0.778
2013,Territorial Inventory Total,Yukon,60,0.601
2013,Oil and Gas,Yukon,60,0.0
2013,Transport,Yukon,60,0.327
2013,Heavy Industry,Yukon,60,0.11
2013,Buildings,Yukon,60,0.088
2013,Agriculture,Yukon,60,0.005
2013,Waste,Yukon,60,0.031
2013,"Light Manufacturing, Construction and Forest Resources",Yukon,60,0.023
2014,Provincial Inventory Total,Alberta,48,293.637
2014,Oil and Gas,Alberta,48,152.932
2014,Transport,Alberta,48,30.324
2014,Heavy Industry,Alberta,48,20.62
2014,Buildings,Alberta,48,19.062
2014,Agriculture,Alberta,48,19.696
2014,Waste,Alberta,48,4.159
2014,"Light Manufacturing, Construction and Forest Resources",Alberta,48,3.336
2014,Provincial Inventory Total,British Columbia,59,60.407
2014,Oil and Gas,British Columbia,59,15.942
2014,Transport,British Columbia,59,20.136
2014,Heavy Industry,British Columbia,59,5.902
2014,Buildings,British Columbia,59,7.941
2014,Agriculture,British Columbia,59,2.693
2014,Waste,British Columbia,59,2.553
2014,"Light Manufacturing, Construction and Forest Resources",British Columbia,59,2.745
2014,Oil and Gas,Canada,,227.689
2014,Transport,Canada,,164.283
2014,Heavy Industry,Canada,,82.068
2014,Buildings,Canada,,85.722
2014,Agriculture,Canada,,64.296
2014,Waste,Canada,,22.62
2014,"Light Manufacturing, Construction and Forest Resources",Canada,,22.606
2014,Provincial Inventory Total,Manitoba,46,21.195
2014,Oil and Gas,Manitoba,46,1.107
2014,Transport,Manitoba,46,6.68
2014,Heavy Industry,Manitoba,46,1.245
2014,Buildings,Manitoba,46,2.966
2014,Agriculture,Manitoba,46,6.714
2014,Waste,Manitoba,46,1.338
2014,"Light Manufacturing, Construction and Forest Resources",Manitoba,46,1.017
2014,Provincial Inventory Total,New Brunswick,13,13.73
2014,Oil and Gas,New Brunswick,13,2.76
2014,Transport,New Brunswick,13,3.337
2014,Heavy Industry,New Brunswick,13,0.754
2014,Buildings,New Brunswick,13,1.228
2014,Agriculture,New Brunswick,13,0.531
2014,Waste,New Brunswick,13,0.568
2014,"Light Manufacturing, Construction and Forest Resources",New Brunswick,13,0.442
2014,Provincial Inventory Total,Newfoundland and Labrador,10,10.79
2014,Oil and Gas,Newfoundland and Labrador,10,2.428
2014,Transport,Newfoundland and Labrador,10,3.828
2014,Heavy Industry,Newfoundland and Labrador,10,1.121
2014,Buildings,Newfoundland and Labrador,10,1.107
2014,Agriculture,Newfoundland and Labrador,10,0.109
2014,Waste,Newfoundland and Labrador,10,0.591
2014,"Light Manufacturing, Construction and Forest Resources",Newfoundland and Labrador,10,0.401
2014,Territorial Inventory Total,Northwest Territories,61,1.546
2014,Oil and Gas,Northwest Territories,61,0.032
2014,Transport,Northwest Territories,61,0.632
2014,Heavy Industry,Northwest Territories,61,0.45
2014,Buildings,Northwest Territories,61,0.3
2014,Waste,Northwest Territories,61,0.036
2014,Provincial Inventory Total,Nova Scotia,12,16.126
2014,Oil and Gas,Nova Scotia,12,0.826
2014,Transport,Nova Scotia,12,4.283
2014,Heavy Industry,Nova Scotia,12,0.479
2014,Buildings,Nova Scotia,12,2.078
2014,Agriculture,Nova Scotia,12,0.433
2014,Waste,Nova Scotia,12,0.532
2014,"Light Manufacturing, Construction and Forest Resources",Nova Scotia,12,0.461
2014,Territorial Inventory Total,Nunavut,62,0.684
2014,Transport,Nunavut,62,0.34
2014,Heavy Industry,Nunavut,62,0.181
2014,Buildings,Nunavut,62,0.01
2014,Waste,Nunavut,62,0.031
2014,Provincial Inventory Total,Ontario,35,164.389
2014,Oil and Gas,Ontario,35,9.833
2014,Transport,Ontario,35,54.681
2014,Heavy Industry,Ontario,35,30.533
2014,Buildings,Ontario,35,37.547
2014,Agriculture,Ontario,35,10.661
2014,Waste,Ontario,35,7.446
2014,"Light Manufacturing, Construction and Forest Resources",Ontario,35,8.271
2014,Provincial Inventory Total,Prince Edward Island,11,1.588
2014,Oil and Gas,Prince Edward Island,11,0.0
2014,Transport,Prince Edward Island,11,0.703
2014,Heavy Industry,Prince Edward Island,11,0.006
2014,Buildings,Prince Edward Island,11,0.385
2014,Agriculture,Prince Edward Island,11,0.305
2014,Waste,Prince Edward Island,11,0.08
2014,"Light Manufacturing, Construction and Forest Resources",Prince Edward Island,11,0.104
2014,Provincial Inventory Total,Quebec,24,76.634
2014,Oil and Gas,Quebec,24,2.521
2014,Transport,Quebec,24,29.27
2014,Heavy Industry,Quebec,24,17.849
2014,Buildings,Quebec,24,9.632
2014,Agriculture,Quebec,24,8.404
2014,Waste,Quebec,24,3.887
2014,"Light Manufacturing, Construction and Forest Resources",Quebec,24,4.808
2014,Provincial Inventory Total,Saskatchewan,47,86.267
2014,Oil and Gas,Saskatchewan,47,39.307
2014,Transport,Saskatchewan,47,9.756
2014,Heavy Industry,Saskatchewan,47,2.851
2014,Buildings,Saskatchewan,47,3.425
2014,Agriculture,Saskatchewan,47,14.747
2014,Waste,Saskatchewan,47,1.366
2014,"Light Manufacturing, Construction and Forest Resources",Saskatchewan,47,0.984
2014,Territorial Inventory Total,Yukon,60,0.502
2014,Oil and Gas,Yukon,60,0.0
2014,Transport,Yukon,60,0.312
2014,Heavy Industry,Yukon,60,0.077
2014,Buildings,Yukon,60,0.041
2014,Agriculture,Yukon,60,0.004
2014,Waste,Yukon,60,0.032
2014,"Light Manufacturing, Construction and Forest Resources",Yukon,60,0.02
2015,Provincial Inventory Total,Alberta,48,288.518
2015,Oil and Gas,Alberta,48,153.058
2015,Transport,Alberta,48,27.238
2015,Heavy Industry,Alberta,48,19.569
2015,Buildings,Alberta,48,19.055
2015,Agriculture,Alberta,48,19.967
2015,Waste,Alberta,48,4.317
2015,"Light Manufacturing, Construction and Forest Resources",Alberta,48,3.13
2015,Provincial Inventory Total,British Columbia,59,59.725
2015,Oil and Gas,British Columbia,59,15.382
2015,Transport,British Columbia,59,20.21
2015,Heavy Industry,British Columbia,59,5.953
2015,Buildings,British Columbia,59,7.454
2015,Agriculture,British Columbia,59,2.824
2015,Waste,British Columbia,59,2.537
2015,"Light Manufacturing, Construction and Forest Resources",British Columbia,59,3.089
2015,Oil and Gas,Canada,,226.037
2015,Transport,Canada,,162.259
2015,Heavy Industry,Canada,,79.686
2015,Buildings,Canada,,84.709
2015,Agriculture,Canada,,65.719
2015,Waste,Canada,,22.714
2015,"Light Manufacturing, Construction and Forest Resources",Canada,,23.48
2015,Provincial Inventory Total,Manitoba,46,20.879
2015,Oil and Gas,Manitoba,46,1.096
2015,Transport,Manitoba,46,6.296
2015,Heavy Industry,Manitoba,46,1.291
2015,Buildings,Manitoba,46,2.649
2015,Agriculture,Manitoba,46,6.852
2015,Waste,Manitoba,46,1.35
2015,"Light Manufacturing, Construction and Forest Resources",Manitoba,46,1.22
2015,Provincial Inventory Total,New Brunswick,13,13.795
2015,Oil and Gas,New Brunswick,13,2.627
2015,Transport,New Brunswick,13,3.67
2015,Heavy Industry,New Brunswick,13,0.774
2015,Buildings,New Brunswick,13,1.385
2015,Agriculture,New Brunswick,13,0.445
2015,Waste,New Brunswick,13,0.551
2015,"Light Manufacturing, Construction and Forest Resources",New Brunswick,13,0.444
2015,Provincial Inventory Total,Newfoundland and Labrador,10,10.967
2015,Oil and Gas,Newfoundland and Labrador,10,2.38
2015,Transport,Newfoundland and Labrador,10,3.793
2015,Heavy Industry,Newfoundland and Labrador,10,1.121
2015,Buildings,Newfoundland and Labrador,10,1.006
2015,Agriculture,Newfoundland and Labrador,10,0.101
2015,Waste,Newfoundland and Labrador,10,0.594
2015,"Light Manufacturing, Construction and Forest Resources",Newfoundland and Labrador,10,0.629
2015,Territorial Inventory Total,Northwest Territories,61,1.579
2015,Oil and Gas,Northwest Territories,61,0.024
2015,Transport,Northwest Territories,61,0.667
2015,Heavy Industry,Northwest Territories,61,0.415
2015,Buildings,Northwest Territories,61,0.306
2015,Waste,Northwest Territories,61,0.037
2015,Provincial Inventory Total,Nova Scotia,12,16.31
2015,Oil and Gas,Nova Scotia,12,0.633
2015,Transport,Nova Scotia,12,4.834
2015,Heavy Industry,Nova Scotia,12,0.523
2015,Buildings,Nova Scotia,12,2.228
2015,Agriculture,Nova Scotia,12,0.412
2015,Waste,Nova Scotia,12,0.503
2015,"Light Manufacturing, Construction and Forest Resources",Nova Scotia,12,0.393
2015,Territorial Inventory Total,Nunavut,62,0.632
2015,Transport,Nunavut,62,0.332
2015,Heavy Industry,Nunavut,62,0.141
2015,Buildings,Nunavut,62,0.01
2015,Waste,Nunavut,62,0.032
2015,Provincial Inventory Total,Ontario,35,163.264
2015,Oil and Gas,Ontario,35,9.268
2015,Transport,Ontario,35,54.213
2015,Heavy Industry,Ontario,35,29.806
2015,Buildings,Ontario,35,37.192
2015,Agriculture,Ontario,35,10.886
2015,Waste,Ontario,35,7.336
2015,"Light Manufacturing, Construction and Forest Resources",Ontario,35,9.082
2015,Provincial Inventory Total,Prince Edward Island,11,1.548
2015,Oil and Gas,Prince Edward Island,11,0.0
2015,Transport,Prince Edward Island,11,0.711
2015,Heavy Industry,Prince Edward Island,11,0.008
2015,Buildings,Prince Edward Island,11,0.339
2015,Agriculture,Prince Edward Island,11,0.297
2015,Waste,Prince Edward Island,11,0.08
2015,"Light Manufacturing, Construction and Forest Resources",Prince Edward Island,11,0.1
2015,Provincial Inventory Total,Quebec,24,76.907
2015,Oil and Gas,Quebec,24,2.644
2015,Transport,Quebec,24,29.839
2015,Heavy Industry,Quebec,24,17.132
2015,Buildings,Quebec,24,9.797
2015,Agriculture,Quebec,24,8.797
2015,Waste,Quebec,24,3.971
2015,"Light Manufacturing, Construction and Forest Resources",Quebec,24,4.446
2015,Provincial Inventory Total,Saskatchewan,47,87.389
2015,Oil and Gas,Saskatchewan,47,38.924
2015,Transport,Saskatchewan,47,10.119
2015,Heavy Industry,Saskatchewan,47,2.874
2015,Buildings,Saskatchewan,47,3.247
2015,Agriculture,Saskatchewan,47,15.134
2015,Waste,Saskatchewan,47,1.374
2015,"Light Manufacturing, Construction and Forest Resources",Saskatchewan,47,0.912
2015,Territorial Inventory Total,Yukon,60,0.531
2015,Oil and Gas,Yukon,60,0.0
2015,Transport,Yukon,60,0.337
2015,Heavy Industry,Yukon,60,0.079
2015,Buildings,Yukon,60,0.04
2015,Agriculture,Yukon,60,0.004
2015,Waste,Yukon,60,0.032
2015,"Light Manufacturing, Construction and Forest Resources",Yukon,60,0.02
2016,Provincial Inventory Total,Alberta,48,274.452
2016,Oil and Gas,Alberta,48,141.194
2016,Transport,Alberta,48,25.984
2016,Heavy Industry,Alberta,48,17.013
2016,Buildings,Alberta,48,19.378
2016,Agriculture,Alberta,48,19.703
2016,Waste,Alberta,48,4.462
2016,"Light Manufacturing, Construction and Forest Resources",Alberta,48,3.391
2016,Provincial Inventory Total,British Columbia,59,61.608
2016,Oil and Gas,British Columbia,59,14.881
2016,Transport,British Columbia,59,21.273
2016,Heavy Industry,British Columbia,59,6.39
2016,Buildings,British Columbia,59,7.992
2016,Agriculture,British Columbia,59,3.072
2016,Waste,British Columbia,59,2.395
2016,"Light Manufacturing, Construction and Forest Resources",British Columbia,59,3.235
2016,Oil and Gas,Canada,,207.983
2016,Transport,Canada,,161.947
2016,Heavy Industry,Canada,,76.83
