Year,Persons in low income,Geography,GeoCode,Value
2017,"Males, 18 to 64 years",Newfoundland and Labrador,,12.2
2017,"Males, 65 years and over",Newfoundland and Labrador,,20.1
2017,Females,Newfoundland and Labrador,,16.2
2017,"Females, under 18 years",Newfoundland and Labrador,,12.4
2017,"Females, 18 to 64 years",Newfoundland and Labrador,,14.4
2017,"Females, 65 years and over",Newfoundland and Labrador,,24.7
2017,All persons,Prince Edward Island,11,16.4
2017,Persons under 18 years,Prince Edward Island,,15.8
2017,Persons 18 to 64 years,Prince Edward Island,,15.4
2017,Persons 65 years and over,Prince Edward Island,,20.3
2017,Males,Prince Edward Island,,16.3
2017,"Males, under 18 years",Prince Edward Island,,17.8
2017,"Males, 18 to 64 years",Prince Edward Island,,15.1
2017,"Males, 65 years and over",Prince Edward Island,,18.7
2017,Females,Prince Edward Island,,16.5
2017,"Females, under 18 years",Prince Edward Island,,13.5
2017,"Females, 18 to 64 years",Prince Edward Island,,15.6
2017,"Females, 65 years and over",Prince Edward Island,,21.8
2017,All persons,Nova Scotia,12,17.5
2017,Persons under 18 years,Nova Scotia,,19.9
2017,Persons 18 to 64 years,Nova Scotia,,16.8
2017,Persons 65 years and over,Nova Scotia,,17.8
2017,Males,Nova Scotia,,16.0
2017,"Males, under 18 years",Nova Scotia,,17.7
2017,"Males, 18 to 64 years",Nova Scotia,,15.6
2017,"Males, 65 years and over",Nova Scotia,,15.8
2017,Females,Nova Scotia,,19.0
2017,"Females, under 18 years",Nova Scotia,,22.3
2017,"Females, 18 to 64 years",Nova Scotia,,17.9
2017,"Females, 65 years and over",Nova Scotia,,19.4
2017,All persons,New Brunswick,13,15.5
2017,Persons under 18 years,New Brunswick,,16.1
2017,Persons 18 to 64 years,New Brunswick,,13.9
2017,Persons 65 years and over,New Brunswick,,20.0
2017,Males,New Brunswick,,14.3
2017,"Males, under 18 years",New Brunswick,,16.3
2017,"Males, 18 to 64 years",New Brunswick,,12.9
2017,"Males, 65 years and over",New Brunswick,,17.1
2017,Females,New Brunswick,,16.6
2017,"Females, under 18 years",New Brunswick,,15.8
2017,"Females, 18 to 64 years",New Brunswick,,14.8
2017,"Females, 65 years and over",New Brunswick,,22.5
2017,All persons,Quebec,24,14.2
2017,Persons under 18 years,Quebec,,10.5
2017,Persons 18 to 64 years,Quebec,,12.9
2017,Persons 65 years and over,Quebec,,22.4
2017,Males,Quebec,,12.9
2017,"Males, under 18 years",Quebec,,10.5
2017,"Males, 18 to 64 years",Quebec,,12.5
2017,"Males, 65 years and over",Quebec,,17.2
2017,Females,Quebec,,15.5
2017,"Females, under 18 years",Quebec,,10.5
2017,"Females, 18 to 64 years",Quebec,,13.4
2017,"Females, 65 years and over",Quebec,,27.0
2017,All persons,Ontario,35,12.7
2017,Persons under 18 years,Ontario,,12.7
2017,Persons 18 to 64 years,Ontario,,12.8
2017,Persons 65 years and over,Ontario,,12.4
2017,Males,Ontario,,12.3
2017,"Males, under 18 years",Ontario,,11.7
2017,"Males, 18 to 64 years",Ontario,,13.1
2017,"Males, 65 years and over",Ontario,,9.8
2017,Females,Ontario,,13.1
2017,"Females, under 18 years",Ontario,,13.8
2017,"Females, 18 to 64 years",Ontario,,12.5
2017,"Females, 65 years and over",Ontario,,14.5
2017,All persons,Prairie provinces,,9.3
2017,Persons under 18 years,Prairie provinces,,10.8
2017,Persons 18 to 64 years,Prairie provinces,,8.9
2017,Persons 65 years and over,Prairie provinces,,8.8
2017,Males,Prairie provinces,,8.4
2017,"Males, under 18 years",Prairie provinces,,9.7
2017,"Males, 18 to 64 years",Prairie provinces,,8.2
2017,"Males, 65 years and over",Prairie provinces,,6.9
2017,Females,Prairie provinces,,10.3
2017,"Females, under 18 years",Prairie provinces,,11.9
2017,"Females, 18 to 64 years",Prairie provinces,,9.6
2017,"Females, 65 years and over",Prairie provinces,,10.4
2017,All persons,Manitoba,46,14.6
2017,Persons under 18 years,Manitoba,,19.1
2017,Persons 18 to 64 years,Manitoba,,13.0
2017,Persons 65 years and over,Manitoba,,14.9
2017,Males,Manitoba,,13.3
2017,"Males, under 18 years",Manitoba,,17.1
2017,"Males, 18 to 64 years",Manitoba,,12.3
2017,"Males, 65 years and over",Manitoba,,11.8
2017,Females,Manitoba,,15.9
2017,"Females, under 18 years",Manitoba,,21.1
2017,"Females, 18 to 64 years",Manitoba,,13.7
2017,"Females, 65 years and over",Manitoba,,17.6
2017,All persons,Saskatchewan,47,12.8
2017,Persons under 18 years,Saskatchewan,,15.1
2017,Persons 18 to 64 years,Saskatchewan,,11.2
2017,Persons 65 years and over,Saskatchewan,,15.5
2017,Males,Saskatchewan,,12.0
2017,"Males, under 18 years",Saskatchewan,,14.7
2017,"Males, 18 to 64 years",Saskatchewan,,10.9
2017,"Males, 65 years and over",Saskatchewan,,12.6
2017,Females,Saskatchewan,,13.5
2017,"Females, under 18 years",Saskatchewan,,15.6
2017,"Females, 18 to 64 years",Saskatchewan,,11.6
2017,"Females, 65 years and over",Saskatchewan,,18.0
2017,All persons,Alberta,48,6.9
2017,Persons under 18 years,Alberta,,7.2
2017,Persons 18 to 64 years,Alberta,,7.2
2017,Persons 65 years and over,Alberta,,4.4
2017,Males,Alberta,,6.0
2017,"Males, under 18 years",Alberta,,6.2
2017,"Males, 18 to 64 years",Alberta,,6.4
2017,"Males, 65 years and over",Alberta,,3.4
2017,Females,Alberta,,7.7
2017,"Females, under 18 years",Alberta,,8.2
2017,"Females, 18 to 64 years",Alberta,,8.0
2017,"Females, 65 years and over",Alberta,,5.3
2017,All persons,British Columbia,59,12.3
2017,Persons under 18 years,British Columbia,,10.7
2017,Persons 18 to 64 years,British Columbia,,11.8
2017,Persons 65 years and over,British Columbia,,15.6
2017,Males,British Columbia,,11.4
2017,"Males, under 18 years",British Columbia,,12.0
2017,"Males, 18 to 64 years",British Columbia,,11.0
2017,"Males, 65 years and over",British Columbia,,12.2
2017,Females,British Columbia,,13.1
2017,"Females, under 18 years",British Columbia,,9.3
2017,"Females, 18 to 64 years",British Columbia,,12.6
2017,"Females, 65 years and over",British Columbia,,18.7
2017,All persons,"Québec, Quebec",,8.7
2017,Persons under 18 years,"Québec, Quebec",,
2017,Persons 18 to 64 years,"Québec, Quebec",,7.0
2017,Persons 65 years and over,"Québec, Quebec",,18.2
2017,Males,"Québec, Quebec",,7.6
2017,"Males, under 18 years","Québec, Quebec",,
2017,"Males, 18 to 64 years","Québec, Quebec",,6.3
2017,"Males, 65 years and over","Québec, Quebec",,14.2
2017,Females,"Québec, Quebec",,9.8
2017,"Females, under 18 years","Québec, Quebec",,
2017,"Females, 18 to 64 years","Québec, Quebec",,7.6
2017,"Females, 65 years and over","Québec, Quebec",,22.1
2017,All persons,"Montréal, Quebec",,15.4
2017,Persons under 18 years,"Montréal, Quebec",,12.6
2017,Persons 18 to 64 years,"Montréal, Quebec",,14.5
2017,Persons 65 years and over,"Montréal, Quebec",,22.6
2017,Males,"Montréal, Quebec",,14.4
2017,"Males, under 18 years","Montréal, Quebec",,13.2
2017,"Males, 18 to 64 years","Montréal, Quebec",,14.2
2017,"Males, 65 years and over","Montréal, Quebec",,17.2
2017,Females,"Montréal, Quebec",,16.3
2017,"Females, under 18 years","Montréal, Quebec",,11.9
2017,"Females, 18 to 64 years","Montréal, Quebec",,14.8
2017,"Females, 65 years and over","Montréal, Quebec",,26.9
2017,All persons,"Ottawa-Gatineau, Ontario/Quebec",,10.8
2017,Persons under 18 years,"Ottawa-Gatineau, Ontario/Quebec",,10.9
2017,Persons 18 to 64 years,"Ottawa-Gatineau, Ontario/Quebec",,10.4
2017,Persons 65 years and over,"Ottawa-Gatineau, Ontario/Quebec",,12.3
2017,Males,"Ottawa-Gatineau, Ontario/Quebec",,10.6
2017,"Males, under 18 years","Ottawa-Gatineau, Ontario/Quebec",,11.8
2017,"Males, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,10.4
2017,"Males, 65 years and over","Ottawa-Gatineau, Ontario/Quebec",,9.7
2017,Females,"Ottawa-Gatineau, Ontario/Quebec",,11.0
2017,"Females, under 18 years","Ottawa-Gatineau, Ontario/Quebec",,10.0
2017,"Females, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,10.4
2017,"Females, 65 years and over","Ottawa-Gatineau, Ontario/Quebec",,14.4
2017,All persons,"Toronto, Ontario",,12.3
2017,Persons under 18 years,"Toronto, Ontario",,12.2
2017,Persons 18 to 64 years,"Toronto, Ontario",,12.5
2017,Persons 65 years and over,"Toronto, Ontario",,11.5
2017,Males,"Toronto, Ontario",,12.2
2017,"Males, under 18 years","Toronto, Ontario",,10.5
2017,"Males, 18 to 64 years","Toronto, Ontario",,13.1
2017,"Males, 65 years and over","Toronto, Ontario",,10.0
2017,Females,"Toronto, Ontario",,12.4
2017,"Females, under 18 years","Toronto, Ontario",,14.0
2017,"Females, 18 to 64 years","Toronto, Ontario",,11.9
2017,"Females, 65 years and over","Toronto, Ontario",,12.9
2017,All persons,"Winnipeg, Manitoba",,14.6
2017,Persons under 18 years,"Winnipeg, Manitoba",,18.5
2017,Persons 18 to 64 years,"Winnipeg, Manitoba",,13.4
2017,Persons 65 years and over,"Winnipeg, Manitoba",,14.4
2017,Males,"Winnipeg, Manitoba",,13.4
2017,"Males, under 18 years","Winnipeg, Manitoba",,15.4
2017,"Males, 18 to 64 years","Winnipeg, Manitoba",,13.2
2017,"Males, 65 years and over","Winnipeg, Manitoba",,11.7
2017,Females,"Winnipeg, Manitoba",,15.7
2017,"Females, under 18 years","Winnipeg, Manitoba",,21.4
2017,"Females, 18 to 64 years","Winnipeg, Manitoba",,13.6
2017,"Females, 65 years and over","Winnipeg, Manitoba",,16.7
2017,All persons,"Calgary, Alberta",,6.1
2017,Persons under 18 years,"Calgary, Alberta",,7.8
2017,Persons 18 to 64 years,"Calgary, Alberta",,6.3
2017,Persons 65 years and over,"Calgary, Alberta",,
2017,Males,"Calgary, Alberta",,5.4
2017,"Males, under 18 years","Calgary, Alberta",,4.8
2017,"Males, 18 to 64 years","Calgary, Alberta",,6.1
2017,"Males, 65 years and over","Calgary, Alberta",,
2017,Females,"Calgary, Alberta",,6.9
2017,"Females, under 18 years","Calgary, Alberta",,10.2
2017,"Females, 18 to 64 years","Calgary, Alberta",,6.4
2017,"Females, 65 years and over","Calgary, Alberta",,
2017,All persons,"Edmonton, Alberta",,6.6
2017,Persons under 18 years,"Edmonton, Alberta",,6.5
2017,Persons 18 to 64 years,"Edmonton, Alberta",,6.8
2017,Persons 65 years and over,"Edmonton, Alberta",,5.5
2017,Males,"Edmonton, Alberta",,5.9
2017,"Males, under 18 years","Edmonton, Alberta",,
2017,"Males, 18 to 64 years","Edmonton, Alberta",,5.9
2017,"Males, 65 years and over","Edmonton, Alberta",,
2017,Females,"Edmonton, Alberta",,7.2
2017,"Females, under 18 years","Edmonton, Alberta",,
2017,"Females, 18 to 64 years","Edmonton, Alberta",,7.6
2017,"Females, 65 years and over","Edmonton, Alberta",,7.0
2017,All persons,"Vancouver, British Columbia",,13.2
2017,Persons under 18 years,"Vancouver, British Columbia",,10.9
2017,Persons 18 to 64 years,"Vancouver, British Columbia",,12.6
2017,Persons 65 years and over,"Vancouver, British Columbia",,18.4
2017,Males,"Vancouver, British Columbia",,12.2
2017,"Males, under 18 years","Vancouver, British Columbia",,13.1
2017,"Males, 18 to 64 years","Vancouver, British Columbia",,11.7
2017,"Males, 65 years and over","Vancouver, British Columbia",,13.9
2017,Females,"Vancouver, British Columbia",,14.1
2017,"Females, under 18 years","Vancouver, British Columbia",,
2017,"Females, 18 to 64 years","Vancouver, British Columbia",,13.6
2017,"Females, 65 years and over","Vancouver, British Columbia",,22.1
2018,Persons under 18 years,Canada,,12.0
2018,Persons 18 to 64 years,Canada,,11.8
2018,Persons 65 years and over,Canada,,14.9
2018,Males,Canada,,11.9
2018,"Males, under 18 years",Canada,,12.7
2018,"Males, 18 to 64 years",Canada,,11.5
2018,"Males, 65 years and over",Canada,,12.2
2018,Females,Canada,,12.9
2018,"Females, under 18 years",Canada,,11.2
2018,"Females, 18 to 64 years",Canada,,12.1
2018,"Females, 65 years and over",Canada,,17.2
2018,All persons,Atlantic provinces,,15.6
2018,Persons under 18 years,Atlantic provinces,,15.8
2018,Persons 18 to 64 years,Atlantic provinces,,13.6
2018,Persons 65 years and over,Atlantic provinces,,21.2
2018,Males,Atlantic provinces,,14.9
2018,"Males, under 18 years",Atlantic provinces,,17.0
2018,"Males, 18 to 64 years",Atlantic provinces,,13.4
2018,"Males, 65 years and over",Atlantic provinces,,17.7
2018,Females,Atlantic provinces,,16.2
2018,"Females, under 18 years",Atlantic provinces,,14.7
2018,"Females, 18 to 64 years",Atlantic provinces,,13.8
2018,"Females, 65 years and over",Atlantic provinces,,24.2
2018,All persons,Newfoundland and Labrador,10,16.1
2018,Persons under 18 years,Newfoundland and Labrador,,14.2
2018,Persons 18 to 64 years,Newfoundland and Labrador,,14.1
2018,Persons 65 years and over,Newfoundland and Labrador,,23.9
2018,Males,Newfoundland and Labrador,,16.0
2018,"Males, under 18 years",Newfoundland and Labrador,,15.4
2018,"Males, 18 to 64 years",Newfoundland and Labrador,,14.9
2018,"Males, 65 years and over",Newfoundland and Labrador,,20.3
2018,Females,Newfoundland and Labrador,,16.2
2018,"Females, under 18 years",Newfoundland and Labrador,,12.9
2018,"Females, 18 to 64 years",Newfoundland and Labrador,,13.3
2018,"Females, 65 years and over",Newfoundland and Labrador,,27.3
2018,All persons,Prince Edward Island,11,16.1
2018,Persons under 18 years,Prince Edward Island,,17.3
2018,Persons 18 to 64 years,Prince Edward Island,,13.2
2018,Persons 65 years and over,Prince Edward Island,,24.0
2018,Males,Prince Edward Island,,15.3
2018,"Males, under 18 years",Prince Edward Island,,19.0
2018,"Males, 18 to 64 years",Prince Edward Island,,12.9
2018,"Males, 65 years and over",Prince Edward Island,,19.9
2018,Females,Prince Edward Island,,16.8
2018,"Females, under 18 years",Prince Edward Island,,15.6
2018,"Females, 18 to 64 years",Prince Edward Island,,13.6
2018,"Females, 65 years and over",Prince Edward Island,,27.6
2018,All persons,Nova Scotia,12,16.2
2018,Persons under 18 years,Nova Scotia,,17.8
2018,Persons 18 to 64 years,Nova Scotia,,14.4
2018,Persons 65 years and over,Nova Scotia,,20.5
2018,Males,Nova Scotia,,15.3
2018,"Males, under 18 years",Nova Scotia,,19.2
2018,"Males, 18 to 64 years",Nova Scotia,,13.7
2018,"Males, 65 years and over",Nova Scotia,,17.1
2018,Females,Nova Scotia,,17.0
2018,"Females, under 18 years",Nova Scotia,,16.4
2018,"Females, 18 to 64 years",Nova Scotia,,15.0
2018,"Females, 65 years and over",Nova Scotia,,23.4
2018,All persons,New Brunswick,13,14.2
2018,Persons under 18 years,New Brunswick,,14.2
2018,Persons 18 to 64 years,New Brunswick,,12.4
2018,Persons 65 years and over,New Brunswick,,19.6
2018,Males,New Brunswick,,13.5
2018,"Males, under 18 years",New Brunswick,,14.9
2018,"Males, 18 to 64 years",New Brunswick,,12.1
2018,"Males, 65 years and over",New Brunswick,,16.3
2018,Females,New Brunswick,,15.0
2018,"Females, under 18 years",New Brunswick,,13.4
2018,"Females, 18 to 64 years",New Brunswick,,12.7
2018,"Females, 65 years and over",New Brunswick,,22.6
2018,All persons,Quebec,24,14.1
2018,Persons under 18 years,Quebec,,11.7
2018,Persons 18 to 64 years,Quebec,,12.7
2018,Persons 65 years and over,Quebec,,21.4
2018,Males,Quebec,,13.0
2018,"Males, under 18 years",Quebec,,11.5
2018,"Males, 18 to 64 years",Quebec,,12.3
2018,"Males, 65 years and over",Quebec,,17.4
2018,Females,Quebec,,15.2
2018,"Females, under 18 years",Quebec,,11.9
2018,"Females, 18 to 64 years",Quebec,,13.1
2018,"Females, 65 years and over",Quebec,,25.0
2018,All persons,Ontario,35,12.5
2018,Persons under 18 years,Ontario,,13.2
2018,Persons 18 to 64 years,Ontario,,12.4
2018,Persons 65 years and over,Ontario,,11.9
2018,Males,Ontario,,12.0
2018,"Males, under 18 years",Ontario,,14.2
2018,"Males, 18 to 64 years",Ontario,,11.9
2018,"Males, 65 years and over",Ontario,,9.7
2018,Females,Ontario,,12.9
2018,"Females, under 18 years",Ontario,,12.1
2018,"Females, 18 to 64 years",Ontario,,12.8
2018,"Females, 65 years and over",Ontario,,13.7
2018,All persons,Prairie provinces,,9.4
2018,Persons under 18 years,Prairie provinces,,10.7
2018,Persons 18 to 64 years,Prairie provinces,,9.0
2018,Persons 65 years and over,Prairie provinces,,9.1
2018,Males,Prairie provinces,,9.0
2018,"Males, under 18 years",Prairie provinces,,11.0
2018,"Males, 18 to 64 years",Prairie provinces,,8.6
2018,"Males, 65 years and over",Prairie provinces,,7.4
2018,Females,Prairie provinces,,9.8
2018,"Females, under 18 years",Prairie provinces,,10.4
2018,"Females, 18 to 64 years",Prairie provinces,,9.5
2018,"Females, 65 years and over",Prairie provinces,,10.6
2018,All persons,Manitoba,46,13.9
2018,Persons under 18 years,Manitoba,,18.4
2018,Persons 18 to 64 years,Manitoba,,12.1
2018,Persons 65 years and over,Manitoba,,15.1
2018,Males,Manitoba,,13.0
2018,"Males, under 18 years",Manitoba,,19.0
2018,"Males, 18 to 64 years",Manitoba,,11.4
2018,"Males, 65 years and over",Manitoba,,10.7
2018,Females,Manitoba,,14.9
2018,"Females, under 18 years",Manitoba,,17.8
2018,"Females, 18 to 64 years",Manitoba,,12.8
2018,"Females, 65 years and over",Manitoba,,18.9
2018,All persons,Saskatchewan,47,12.9
2018,Persons under 18 years,Saskatchewan,,14.5
2018,Persons 18 to 64 years,Saskatchewan,,12.1
2018,Persons 65 years and over,Saskatchewan,,13.5
2018,Males,Saskatchewan,,12.0
2018,"Males, under 18 years",Saskatchewan,,13.3
2018,"Males, 18 to 64 years",Saskatchewan,,11.8
2018,"Males, 65 years and over",Saskatchewan,,11.0
2018,Females,Saskatchewan,,13.8
2018,"Females, under 18 years",Saskatchewan,,15.7
2018,"Females, 18 to 64 years",Saskatchewan,,12.5
2018,"Females, 65 years and over",Saskatchewan,,15.7
2018,All persons,Alberta,48,7.1
2018,Persons under 18 years,Alberta,,7.3
2018,Persons 18 to 64 years,Alberta,,7.4
2018,Persons 65 years and over,Alberta,,5.5
2018,Males,Alberta,,7.0
2018,"Males, under 18 years",Alberta,,8.0
2018,"Males, 18 to 64 years",Alberta,,7.0
2018,"Males, 65 years and over",Alberta,,5.0
2018,Females,Alberta,,7.3
2018,"Females, under 18 years",Alberta,,6.7
2018,"Females, 18 to 64 years",Alberta,,7.7
2018,"Females, 65 years and over",Alberta,,5.9
2018,All persons,British Columbia,59,11.8
2018,Persons under 18 years,British Columbia,,9.2
2018,Persons 18 to 64 years,British Columbia,,11.9
2018,Persons 65 years and over,British Columbia,,14.0
2018,Males,British Columbia,,12.0
2018,"Males, under 18 years",British Columbia,,11.1
2018,"Males, 18 to 64 years",British Columbia,,12.4
2018,"Males, 65 years and over",British Columbia,,11.7
2018,Females,British Columbia,,11.6
2018,"Females, under 18 years",British Columbia,,7.1
2018,"Females, 18 to 64 years",British Columbia,,11.4
2018,"Females, 65 years and over",British Columbia,,16.1
2018,All persons,"Québec, Quebec",,11.6
2018,Persons under 18 years,"Québec, Quebec",,9.5
2018,Persons 18 to 64 years,"Québec, Quebec",,10.5
2018,Persons 65 years and over,"Québec, Quebec",,18.1
2018,Males,"Québec, Quebec",,11.5
2018,"Males, under 18 years","Québec, Quebec",,12.0
2018,"Males, 18 to 64 years","Québec, Quebec",,9.9
2018,"Males, 65 years and over","Québec, Quebec",,18.0
2018,Females,"Québec, Quebec",,11.6
2018,"Females, under 18 years","Québec, Quebec",,
2018,"Females, 18 to 64 years","Québec, Quebec",,11.2
2018,"Females, 65 years and over","Québec, Quebec",,18.2
2018,All persons,"Montréal, Quebec",,13.7
2018,Persons under 18 years,"Montréal, Quebec",,13.0
2018,Persons 18 to 64 years,"Montréal, Quebec",,12.8
2018,Persons 65 years and over,"Montréal, Quebec",,17.9
2018,Males,"Montréal, Quebec",,12.2
2018,"Males, under 18 years","Montréal, Quebec",,12.6
2018,"Males, 18 to 64 years","Montréal, Quebec",,12.2
2018,"Males, 65 years and over","Montréal, Quebec",,11.5
2018,Females,"Montréal, Quebec",,15.2
2018,"Females, under 18 years","Montréal, Quebec",,13.4
2018,"Females, 18 to 64 years","Montréal, Quebec",,13.4
2018,"Females, 65 years and over","Montréal, Quebec",,23.1
2018,All persons,"Ottawa-Gatineau, Ontario/Quebec",,11.8
2018,Persons under 18 years,"Ottawa-Gatineau, Ontario/Quebec",,11.3
2018,Persons 18 to 64 years,"Ottawa-Gatineau, Ontario/Quebec",,11.9
2018,Persons 65 years and over,"Ottawa-Gatineau, Ontario/Quebec",,12.1
2018,Males,"Ottawa-Gatineau, Ontario/Quebec",,12.0
2018,"Males, under 18 years","Ottawa-Gatineau, Ontario/Quebec",,11.3
2018,"Males, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,12.8
2018,"Males, 65 years and over","Ottawa-Gatineau, Ontario/Quebec",,9.0
2018,Females,"Ottawa-Gatineau, Ontario/Quebec",,11.7
2018,"Females, under 18 years","Ottawa-Gatineau, Ontario/Quebec",,11.4
2018,"Females, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,11.1
2018,"Females, 65 years and over","Ottawa-Gatineau, Ontario/Quebec",,14.7
2018,All persons,"Toronto, Ontario",,13.2
2018,Persons under 18 years,"Toronto, Ontario",,14.0
2018,Persons 18 to 64 years,"Toronto, Ontario",,13.2
2018,Persons 65 years and over,"Toronto, Ontario",,12.3
2018,Males,"Toronto, Ontario",,13.0
2018,"Males, under 18 years","Toronto, Ontario",,15.4
2018,"Males, 18 to 64 years","Toronto, Ontario",,12.8
2018,"Males, 65 years and over","Toronto, Ontario",,10.6
2018,Females,"Toronto, Ontario",,13.3
2018,"Females, under 18 years","Toronto, Ontario",,12.6
2018,"Females, 18 to 64 years","Toronto, Ontario",,13.5
2018,"Females, 65 years and over","Toronto, Ontario",,13.6
2018,All persons,"Winnipeg, Manitoba",,13.6
2018,Persons under 18 years,"Winnipeg, Manitoba",,19.3
2018,Persons 18 to 64 years,"Winnipeg, Manitoba",,12.0
2018,Persons 65 years and over,"Winnipeg, Manitoba",,12.8
2018,Males,"Winnipeg, Manitoba",,12.7
2018,"Males, under 18 years","Winnipeg, Manitoba",,19.5
2018,"Males, 18 to 64 years","Winnipeg, Manitoba",,11.2
2018,"Males, 65 years and over","Winnipeg, Manitoba",,9.6
2018,Females,"Winnipeg, Manitoba",,14.5
2018,"Females, under 18 years","Winnipeg, Manitoba",,19.2
2018,"Females, 18 to 64 years","Winnipeg, Manitoba",,12.8
2018,"Females, 65 years and over","Winnipeg, Manitoba",,15.6
2018,All persons,"Calgary, Alberta",,8.1
2018,Persons under 18 years,"Calgary, Alberta",,
2018,Persons 18 to 64 years,"Calgary, Alberta",,8.5
2018,Persons 65 years and over,"Calgary, Alberta",,
2018,Males,"Calgary, Alberta",,8.2
2018,"Males, under 18 years","Calgary, Alberta",,
2018,"Males, 18 to 64 years","Calgary, Alberta",,8.3
2018,"Males, 65 years and over","Calgary, Alberta",,
2018,Females,"Calgary, Alberta",,8.0
2018,"Females, under 18 years","Calgary, Alberta",,
2018,"Females, 18 to 64 years","Calgary, Alberta",,8.8
2018,"Females, 65 years and over","Calgary, Alberta",,
2018,All persons,"Edmonton, Alberta",,5.6
2018,Persons under 18 years,"Edmonton, Alberta",,5.5
2018,Persons 18 to 64 years,"Edmonton, Alberta",,5.8
2018,Persons 65 years and over,"Edmonton, Alberta",,4.6
2018,Males,"Edmonton, Alberta",,5.0
2018,"Males, under 18 years","Edmonton, Alberta",,5.8
2018,"Males, 18 to 64 years","Edmonton, Alberta",,4.7
2018,"Males, 65 years and over","Edmonton, Alberta",,
2018,Females,"Edmonton, Alberta",,6.2
2018,"Females, under 18 years","Edmonton, Alberta",,5.2
2018,"Females, 18 to 64 years","Edmonton, Alberta",,6.9
2018,"Females, 65 years and over","Edmonton, Alberta",,
2018,All persons,"Vancouver, British Columbia",,11.8
2018,Persons under 18 years,"Vancouver, British Columbia",,8.3
2018,Persons 18 to 64 years,"Vancouver, British Columbia",,12.2
2018,Persons 65 years and over,"Vancouver, British Columbia",,13.8
2018,Males,"Vancouver, British Columbia",,12.6
2018,"Males, under 18 years","Vancouver, British Columbia",,11.2
2018,"Males, 18 to 64 years","Vancouver, British Columbia",,13.1
2018,"Males, 65 years and over","Vancouver, British Columbia",,12.1
2018,Females,"Vancouver, British Columbia",,11.0
2018,"Females, under 18 years","Vancouver, British Columbia",,
2018,"Females, 18 to 64 years","Vancouver, British Columbia",,11.3
2018,"Females, 65 years and over","Vancouver, British Columbia",,15.4
2019,Persons under 18 years,Canada,,11.0
2019,Persons 18 to 64 years,Canada,,11.4
2019,Persons 65 years and over,Canada,,15.7
2019,Males,Canada,,11.2
2019,"Males, under 18 years",Canada,,10.9
2019,"Males, 18 to 64 years",Canada,,10.9
2019,"Males, 65 years and over",Canada,,12.9
2019,Females,Canada,,12.9
2019,"Females, under 18 years",Canada,,11.1
2019,"Females, 18 to 64 years",Canada,,11.9
2019,"Females, 65 years and over",Canada,,18.1
2019,All persons,Atlantic provinces,,15.3
2019,Persons under 18 years,Atlantic provinces,,16.2
2019,Persons 18 to 64 years,Atlantic provinces,,12.9
2019,Persons 65 years and over,Atlantic provinces,,21.8
2019,Males,Atlantic provinces,,13.9
2019,"Males, under 18 years",Atlantic provinces,,16.5
2019,"Males, 18 to 64 years",Atlantic provinces,,12.1
2019,"Males, 65 years and over",Atlantic provinces,,17.2
2019,Females,Atlantic provinces,,16.7
2019,"Females, under 18 years",Atlantic provinces,,15.8
2019,"Females, 18 to 64 years",Atlantic provinces,,13.7
2019,"Females, 65 years and over",Atlantic provinces,,25.9
2019,All persons,Newfoundland and Labrador,10,15.6
2019,Persons under 18 years,Newfoundland and Labrador,,13.9
2019,Persons 18 to 64 years,Newfoundland and Labrador,,11.9
2019,Persons 65 years and over,Newfoundland and Labrador,,27.7
2019,Males,Newfoundland and Labrador,,14.4
2019,"Males, under 18 years",Newfoundland and Labrador,,15.4
2019,"Males, 18 to 64 years",Newfoundland and Labrador,,10.8
2019,"Males, 65 years and over",Newfoundland and Labrador,,24.4
2019,Females,Newfoundland and Labrador,,16.8
2019,"Females, under 18 years",Newfoundland and Labrador,,12.2
2019,"Females, 18 to 64 years",Newfoundland and Labrador,,12.9
2019,"Females, 65 years and over",Newfoundland and Labrador,,30.7
2019,All persons,Prince Edward Island,11,15.8
2019,Persons under 18 years,Prince Edward Island,,19.9
2019,Persons 18 to 64 years,Prince Edward Island,,14.1
2019,Persons 65 years and over,Prince Edward Island,,17.4
2019,Males,Prince Edward Island,,15.1
2019,"Males, under 18 years",Prince Edward Island,,21.7
2019,"Males, 18 to 64 years",Prince Edward Island,,13.6
2019,"Males, 65 years and over",Prince Edward Island,,13.0
2019,Females,Prince Edward Island,,16.6
2019,"Females, under 18 years",Prince Edward Island,,18.0
2019,"Females, 18 to 64 years",Prince Edward Island,,14.6
2019,"Females, 65 years and over",Prince Edward Island,,21.2
2019,All persons,Nova Scotia,12,15.1
2019,Persons under 18 years,Nova Scotia,,15.2
2019,Persons 18 to 64 years,Nova Scotia,,13.5
2019,Persons 65 years and over,Nova Scotia,,20.0
2019,Males,Nova Scotia,,13.9
2019,"Males, under 18 years",Nova Scotia,,16.1
2019,"Males, 18 to 64 years",Nova Scotia,,12.7
2019,"Males, 65 years and over",Nova Scotia,,15.5
2019,Females,Nova Scotia,,16.3
2019,"Females, under 18 years",Nova Scotia,,14.2
2019,"Females, 18 to 64 years",Nova Scotia,,14.2
2019,"Females, 65 years and over",Nova Scotia,,23.9
