Year,Personnes à faible revenu,Géographie,GeoCode,Value
2015,"Hommes, 18 à 64 ans","Toronto, Ontario",,15.0
2015,"Hommes, 65 ans et plus","Toronto, Ontario",,13.1
2015,Femmes,"Toronto, Ontario",,16.6
2015,"Femmes, moins de 18 ans","Toronto, Ontario",,16.9
2015,"Femmes, 18 à 64 ans","Toronto, Ontario",,16.1
2015,"Femmes, 65 ans et plus","Toronto, Ontario",,18.4
2015,Toutes les personnes,"Winnipeg, Manitoba",,16.4
2015,Personnes de moins de 18 ans,"Winnipeg, Manitoba",,23.9
2015,Personnes de 18 à 64 ans,"Winnipeg, Manitoba",,15.2
2015,Personnes de 65 ans et plus,"Winnipeg, Manitoba",,10.9
2015,Hommes,"Winnipeg, Manitoba",,16.3
2015,"Hommes, moins de 18 ans","Winnipeg, Manitoba",,28.4
2015,"Hommes, 18 à 64 ans","Winnipeg, Manitoba",,14.6
2015,"Hommes, 65 ans et plus","Winnipeg, Manitoba",,4.9
2015,Femmes,"Winnipeg, Manitoba",,16.6
2015,"Femmes, moins de 18 ans","Winnipeg, Manitoba",,19.6
2015,"Femmes, 18 à 64 ans","Winnipeg, Manitoba",,15.7
2015,"Femmes, 65 ans et plus","Winnipeg, Manitoba",,15.7
2015,Toutes les personnes,"Calgary, Alberta",,7.5
2015,Personnes de moins de 18 ans,"Calgary, Alberta",,
2015,Personnes de 18 à 64 ans,"Calgary, Alberta",,6.4
2015,Personnes de 65 ans et plus,"Calgary, Alberta",,5.6
2015,Hommes,"Calgary, Alberta",,7.3
2015,"Hommes, moins de 18 ans","Calgary, Alberta",,
2015,"Hommes, 18 à 64 ans","Calgary, Alberta",,6.9
2015,"Hommes, 65 ans et plus","Calgary, Alberta",,
2015,Femmes,"Calgary, Alberta",,7.7
2015,"Femmes, moins de 18 ans","Calgary, Alberta",,
2015,"Femmes, 18 à 64 ans","Calgary, Alberta",,5.8
2015,"Femmes, 65 ans et plus","Calgary, Alberta",,
2015,Toutes les personnes,"Edmonton, Alberta",,6.7
2015,Personnes de moins de 18 ans,"Edmonton, Alberta",,11.1
2015,Personnes de 18 à 64 ans,"Edmonton, Alberta",,6.0
2015,Personnes de 65 ans et plus,"Edmonton, Alberta",,
2015,Hommes,"Edmonton, Alberta",,6.5
2015,"Hommes, moins de 18 ans","Edmonton, Alberta",,
2015,"Hommes, 18 à 64 ans","Edmonton, Alberta",,6.5
2015,"Hommes, 65 ans et plus","Edmonton, Alberta",,
2015,Femmes,"Edmonton, Alberta",,6.9
2015,"Femmes, moins de 18 ans","Edmonton, Alberta",,
2015,"Femmes, 18 à 64 ans","Edmonton, Alberta",,5.5
2015,"Femmes, 65 ans et plus","Edmonton, Alberta",,
2015,Toutes les personnes,"Vancouver, Colombie-Britannique",,17.0
2015,Personnes de moins de 18 ans,"Vancouver, Colombie-Britannique",,15.3
2015,Personnes de 18 à 64 ans,"Vancouver, Colombie-Britannique",,17.6
2015,Personnes de 65 ans et plus,"Vancouver, Colombie-Britannique",,16.7
2015,Hommes,"Vancouver, Colombie-Britannique",,17.1
2015,"Hommes, moins de 18 ans","Vancouver, Colombie-Britannique",,14.9
2015,"Hommes, 18 à 64 ans","Vancouver, Colombie-Britannique",,17.8
2015,"Hommes, 65 ans et plus","Vancouver, Colombie-Britannique",,16.8
2015,Femmes,"Vancouver, Colombie-Britannique",,17.0
2015,"Femmes, moins de 18 ans","Vancouver, Colombie-Britannique",,15.7
2015,"Femmes, 18 à 64 ans","Vancouver, Colombie-Britannique",,17.5
2015,"Femmes, 65 ans et plus","Vancouver, Colombie-Britannique",,16.6
2016,Personnes de moins de 18 ans,Canada,,13.8
2016,Personnes de 18 à 64 ans,Canada,,12.3
2016,Personnes de 65 ans et plus,Canada,,14.6
2016,Hommes,Canada,,12.2
2016,"Hommes, moins de 18 ans",Canada,,13.5
2016,"Hommes, 18 à 64 ans",Canada,,11.7
2016,"Hommes, 65 ans et plus",Canada,,12.3
2016,Femmes,Canada,,13.8
2016,"Femmes, moins de 18 ans",Canada,,14.2
2016,"Femmes, 18 à 64 ans",Canada,,13.0
2016,"Femmes, 65 ans et plus",Canada,,16.6
2016,Toutes les personnes,Provinces de l'Atlantique,,15.7
2016,Personnes de moins de 18 ans,Provinces de l'Atlantique,,18.1
2016,Personnes de 18 à 64 ans,Provinces de l'Atlantique,,13.6
2016,Personnes de 65 ans et plus,Provinces de l'Atlantique,,20.3
2016,Hommes,Provinces de l'Atlantique,,14.6
2016,"Hommes, moins de 18 ans",Provinces de l'Atlantique,,19.3
2016,"Hommes, 18 à 64 ans",Provinces de l'Atlantique,,12.2
2016,"Hommes, 65 ans et plus",Provinces de l'Atlantique,,18.3
2016,Femmes,Provinces de l'Atlantique,,16.8
2016,"Femmes, moins de 18 ans",Provinces de l'Atlantique,,17.0
2016,"Femmes, 18 à 64 ans",Provinces de l'Atlantique,,15.0
2016,"Femmes, 65 ans et plus",Provinces de l'Atlantique,,22.2
2016,Toutes les personnes,Terre-Neuve-et-Labrador,10,15.8
2016,Personnes de moins de 18 ans,Terre-Neuve-et-Labrador,,16.2
2016,Personnes de 18 à 64 ans,Terre-Neuve-et-Labrador,,12.8
2016,Personnes de 65 ans et plus,Terre-Neuve-et-Labrador,,25.6
2016,Hommes,Terre-Neuve-et-Labrador,,14.0
2016,"Hommes, moins de 18 ans",Terre-Neuve-et-Labrador,,16.7
2016,"Hommes, 18 à 64 ans",Terre-Neuve-et-Labrador,,9.9
2016,"Hommes, 65 ans et plus",Terre-Neuve-et-Labrador,,25.3
2016,Femmes,Terre-Neuve-et-Labrador,,17.6
2016,"Femmes, moins de 18 ans",Terre-Neuve-et-Labrador,,15.6
2016,"Femmes, 18 à 64 ans",Terre-Neuve-et-Labrador,,15.6
2016,"Femmes, 65 ans et plus",Terre-Neuve-et-Labrador,,25.9
2016,Toutes les personnes,Île-du-Prince-Édouard,11,16.3
2016,Personnes de moins de 18 ans,Île-du-Prince-Édouard,,22.6
2016,Personnes de 18 à 64 ans,Île-du-Prince-Édouard,,13.3
2016,Personnes de 65 ans et plus,Île-du-Prince-Édouard,,19.7
2016,Hommes,Île-du-Prince-Édouard,,13.5
2016,"Hommes, moins de 18 ans",Île-du-Prince-Édouard,,19.4
2016,"Hommes, 18 à 64 ans",Île-du-Prince-Édouard,,11.6
2016,"Hommes, 65 ans et plus",Île-du-Prince-Édouard,,13.7
2016,Femmes,Île-du-Prince-Édouard,,18.9
2016,"Femmes, moins de 18 ans",Île-du-Prince-Édouard,,25.9
2016,"Femmes, 18 à 64 ans",Île-du-Prince-Édouard,,14.9
2016,"Femmes, 65 ans et plus",Île-du-Prince-Édouard,,25.0
2016,Toutes les personnes,Nouvelle-Écosse,12,16.2
2016,Personnes de moins de 18 ans,Nouvelle-Écosse,,19.1
2016,Personnes de 18 à 64 ans,Nouvelle-Écosse,,15.5
2016,Personnes de 65 ans et plus,Nouvelle-Écosse,,15.9
2016,Hommes,Nouvelle-Écosse,,16.1
2016,"Hommes, moins de 18 ans",Nouvelle-Écosse,,20.4
2016,"Hommes, 18 à 64 ans",Nouvelle-Écosse,,15.3
2016,"Hommes, 65 ans et plus",Nouvelle-Écosse,,14.3
2016,Femmes,Nouvelle-Écosse,,16.3
2016,"Femmes, moins de 18 ans",Nouvelle-Écosse,,17.7
2016,"Femmes, 18 à 64 ans",Nouvelle-Écosse,,15.7
2016,"Femmes, 65 ans et plus",Nouvelle-Écosse,,17.3
2016,Toutes les personnes,Nouveau-Brunswick,13,15.0
2016,Personnes de moins de 18 ans,Nouveau-Brunswick,,17.4
2016,Personnes de 18 à 64 ans,Nouveau-Brunswick,,12.0
2016,Personnes de 65 ans et plus,Nouveau-Brunswick,,22.3
2016,Hommes,Nouveau-Brunswick,,13.5
2016,"Hommes, moins de 18 ans",Nouveau-Brunswick,,19.6
2016,"Hommes, 18 à 64 ans",Nouveau-Brunswick,,10.1
2016,"Hommes, 65 ans et plus",Nouveau-Brunswick,,19.1
2016,Femmes,Nouveau-Brunswick,,16.4
2016,"Femmes, moins de 18 ans",Nouveau-Brunswick,,15.1
2016,"Femmes, 18 à 64 ans",Nouveau-Brunswick,,13.8
2016,"Femmes, 65 ans et plus",Nouveau-Brunswick,,25.1
2016,Toutes les personnes,Québec,24,13.8
2016,Personnes de moins de 18 ans,Québec,,12.9
2016,Personnes de 18 à 64 ans,Québec,,12.6
2016,Personnes de 65 ans et plus,Québec,,19.1
2016,Hommes,Québec,,13.2
2016,"Hommes, moins de 18 ans",Québec,,13.3
2016,"Hommes, 18 à 64 ans",Québec,,12.4
2016,"Hommes, 65 ans et plus",Québec,,16.2
2016,Femmes,Québec,,14.4
2016,"Femmes, moins de 18 ans",Québec,,12.5
2016,"Femmes, 18 à 64 ans",Québec,,12.8
2016,"Femmes, 65 ans et plus",Québec,,21.5
2016,Toutes les personnes,Ontario,35,13.7
2016,Personnes de moins de 18 ans,Ontario,,16.0
2016,Personnes de 18 à 64 ans,Ontario,,13.2
2016,Personnes de 65 ans et plus,Ontario,,13.0
2016,Hommes,Ontario,,12.2
2016,"Hommes, moins de 18 ans",Ontario,,14.8
2016,"Hommes, 18 à 64 ans",Ontario,,11.7
2016,"Hommes, 65 ans et plus",Ontario,,10.8
2016,Femmes,Ontario,,15.1
2016,"Femmes, moins de 18 ans",Ontario,,17.3
2016,"Femmes, 18 à 64 ans",Ontario,,14.6
2016,"Femmes, 65 ans et plus",Ontario,,14.9
2016,Toutes les personnes,Provinces des Prairies,,9.2
2016,Personnes de moins de 18 ans,Provinces des Prairies,,10.1
2016,Personnes de 18 à 64 ans,Provinces des Prairies,,8.9
2016,Personnes de 65 ans et plus,Provinces des Prairies,,9.5
2016,Hommes,Provinces des Prairies,,9.1
2016,"Hommes, moins de 18 ans",Provinces des Prairies,,10.4
2016,"Hommes, 18 à 64 ans",Provinces des Prairies,,8.6
2016,"Hommes, 65 ans et plus",Provinces des Prairies,,9.0
2016,Femmes,Provinces des Prairies,,9.4
2016,"Femmes, moins de 18 ans",Provinces des Prairies,,9.7
2016,"Femmes, 18 à 64 ans",Provinces des Prairies,,9.2
2016,"Femmes, 65 ans et plus",Provinces des Prairies,,9.9
2016,Toutes les personnes,Manitoba,46,13.3
2016,Personnes de moins de 18 ans,Manitoba,,17.3
2016,Personnes de 18 à 64 ans,Manitoba,,11.8
2016,Personnes de 65 ans et plus,Manitoba,,14.1
2016,Hommes,Manitoba,,13.0
2016,"Hommes, moins de 18 ans",Manitoba,,18.6
2016,"Hommes, 18 à 64 ans",Manitoba,,11.3
2016,"Hommes, 65 ans et plus",Manitoba,,11.5
2016,Femmes,Manitoba,,13.7
2016,"Femmes, moins de 18 ans",Manitoba,,15.8
2016,"Femmes, 18 à 64 ans",Manitoba,,12.3
2016,"Femmes, 65 ans et plus",Manitoba,,16.3
2016,Toutes les personnes,Saskatchewan,47,11.4
2016,Personnes de moins de 18 ans,Saskatchewan,,12.9
2016,Personnes de 18 à 64 ans,Saskatchewan,,9.8
2016,Personnes de 65 ans et plus,Saskatchewan,,15.8
2016,Hommes,Saskatchewan,,10.4
2016,"Hommes, moins de 18 ans",Saskatchewan,,12.0
2016,"Hommes, 18 à 64 ans",Saskatchewan,,8.9
2016,"Hommes, 65 ans et plus",Saskatchewan,,14.5
2016,Femmes,Saskatchewan,,12.5
2016,"Femmes, moins de 18 ans",Saskatchewan,,13.8
2016,"Femmes, 18 à 64 ans",Saskatchewan,,10.8
2016,"Femmes, 65 ans et plus",Saskatchewan,,17.0
2016,Toutes les personnes,Alberta,48,7.4
2016,Personnes de moins de 18 ans,Alberta,,7.2
2016,Personnes de 18 à 64 ans,Alberta,,7.9
2016,Personnes de 65 ans et plus,Alberta,,5.6
2016,Hommes,Alberta,,7.5
2016,"Hommes, moins de 18 ans",Alberta,,7.4
2016,"Hommes, 18 à 64 ans",Alberta,,7.8
2016,"Hommes, 65 ans et plus",Alberta,,6.2
2016,Femmes,Alberta,,7.4
2016,"Femmes, moins de 18 ans",Alberta,,7.0
2016,"Femmes, 18 à 64 ans",Alberta,,8.0
2016,"Femmes, 65 ans et plus",Alberta,,5.1
2016,Toutes les personnes,Colombie-Britannique,59,13.4
2016,Personnes de moins de 18 ans,Colombie-Britannique,,13.0
2016,Personnes de 18 à 64 ans,Colombie-Britannique,,13.5
2016,Personnes de 65 ans et plus,Colombie-Britannique,,13.2
2016,Hommes,Colombie-Britannique,,13.3
2016,"Hommes, moins de 18 ans",Colombie-Britannique,,12.2
2016,"Hommes, 18 à 64 ans",Colombie-Britannique,,14.5
2016,"Hommes, 65 ans et plus",Colombie-Britannique,,9.9
2016,Femmes,Colombie-Britannique,,13.4
2016,"Femmes, moins de 18 ans",Colombie-Britannique,,13.9
2016,"Femmes, 18 à 64 ans",Colombie-Britannique,,12.6
2016,"Femmes, 65 ans et plus",Colombie-Britannique,,16.1
2016,Toutes les personnes,"Québec, Québec",,10.9
2016,Personnes de moins de 18 ans,"Québec, Québec",,7.7
2016,Personnes de 18 à 64 ans,"Québec, Québec",,9.0
2016,Personnes de 65 ans et plus,"Québec, Québec",,20.0
2016,Hommes,"Québec, Québec",,8.6
2016,"Hommes, moins de 18 ans","Québec, Québec",,
2016,"Hommes, 18 à 64 ans","Québec, Québec",,8.1
2016,"Hommes, 65 ans et plus","Québec, Québec",,13.6
2016,Femmes,"Québec, Québec",,12.9
2016,"Femmes, moins de 18 ans","Québec, Québec",,
2016,"Femmes, 18 à 64 ans","Québec, Québec",,9.9
2016,"Femmes, 65 ans et plus","Québec, Québec",,25.1
2016,Toutes les personnes,"Montréal, Québec",,14.6
2016,Personnes de moins de 18 ans,"Montréal, Québec",,15.6
2016,Personnes de 18 à 64 ans,"Montréal, Québec",,13.6
2016,Personnes de 65 ans et plus,"Montréal, Québec",,17.2
2016,Hommes,"Montréal, Québec",,14.4
2016,"Hommes, moins de 18 ans","Montréal, Québec",,15.7
2016,"Hommes, 18 à 64 ans","Montréal, Québec",,13.4
2016,"Hommes, 65 ans et plus","Montréal, Québec",,17.1
2016,Femmes,"Montréal, Québec",,14.7
2016,"Femmes, moins de 18 ans","Montréal, Québec",,15.4
2016,"Femmes, 18 à 64 ans","Montréal, Québec",,13.8
2016,"Femmes, 65 ans et plus","Montréal, Québec",,17.4
2016,Toutes les personnes,"Ottawa-Gatineau, Ontario/Québec",,9.1
2016,Personnes de moins de 18 ans,"Ottawa-Gatineau, Ontario/Québec",,10.6
2016,Personnes de 18 à 64 ans,"Ottawa-Gatineau, Ontario/Québec",,9.1
2016,Personnes de 65 ans et plus,"Ottawa-Gatineau, Ontario/Québec",,7.2
2016,Hommes,"Ottawa-Gatineau, Ontario/Québec",,8.1
2016,"Hommes, moins de 18 ans","Ottawa-Gatineau, Ontario/Québec",,9.1
2016,"Hommes, 18 à 64 ans","Ottawa-Gatineau, Ontario/Québec",,8.7
2016,"Hommes, 65 ans et plus","Ottawa-Gatineau, Ontario/Québec",,
2016,Femmes,"Ottawa-Gatineau, Ontario/Québec",,10.1
2016,"Femmes, moins de 18 ans","Ottawa-Gatineau, Ontario/Québec",,12.0
2016,"Femmes, 18 à 64 ans","Ottawa-Gatineau, Ontario/Québec",,9.6
2016,"Femmes, 65 ans et plus","Ottawa-Gatineau, Ontario/Québec",,9.8
2016,Toutes les personnes,"Toronto, Ontario",,15.7
2016,Personnes de moins de 18 ans,"Toronto, Ontario",,19.2
2016,Personnes de 18 à 64 ans,"Toronto, Ontario",,14.6
2016,Personnes de 65 ans et plus,"Toronto, Ontario",,15.3
