Year,Causes de décès,Âge au décès,Sexe,Value
2015,Hypertension essentielle et néphropathie hypertensive,1 à 4 ans,Femmes,0.0
2015,Maladies cérébrovasculaires,1 à 4 ans,Femmes,0.0
2015,Athérosclérose,1 à 4 ans,Femmes,0.0
2015,Anévrisme aortique et dissection,1 à 4 ans,Femmes,0.0
2015,Maladies chroniques des voies respiratoires inférieures,1 à 4 ans,Femmes,0.0
2015,Pneumoconioses et affections respiratoires dues à des agents chimiques,1 à 4 ans,Femmes,0.0
2015,Pneumopathie due à des substances solides et liquides,1 à 4 ans,Femmes,0.0
2015,Tumeurs malignes,5 à 9 ans,Les deux sexes,2.7
2015,Diabète sucré,5 à 9 ans,Les deux sexes,0.0
2015,Maladies du coeur,5 à 9 ans,Les deux sexes,0.1
2015,Hypertension essentielle et néphropathie hypertensive,5 à 9 ans,Les deux sexes,0.0
2015,Maladies cérébrovasculaires,5 à 9 ans,Les deux sexes,0.3
2015,Athérosclérose,5 à 9 ans,Les deux sexes,0.0
2015,Anévrisme aortique et dissection,5 à 9 ans,Les deux sexes,0.0
2015,Maladies chroniques des voies respiratoires inférieures,5 à 9 ans,Les deux sexes,0.2
2015,Pneumoconioses et affections respiratoires dues à des agents chimiques,5 à 9 ans,Les deux sexes,0.0
2015,Pneumopathie due à des substances solides et liquides,5 à 9 ans,Les deux sexes,0.0
2015,Tumeurs malignes,5 à 9 ans,Hommes,2.9
2015,Diabète sucré,5 à 9 ans,Hommes,0.0
2015,Maladies du coeur,5 à 9 ans,Hommes,0.0
2015,Hypertension essentielle et néphropathie hypertensive,5 à 9 ans,Hommes,0.0
2015,Maladies cérébrovasculaires,5 à 9 ans,Hommes,0.3
2015,Athérosclérose,5 à 9 ans,Hommes,0.0
2015,Anévrisme aortique et dissection,5 à 9 ans,Hommes,0.0
2015,Maladies chroniques des voies respiratoires inférieures,5 à 9 ans,Hommes,0.1
2015,Pneumoconioses et affections respiratoires dues à des agents chimiques,5 à 9 ans,Hommes,0.0
2015,Pneumopathie due à des substances solides et liquides,5 à 9 ans,Hommes,0.0
2015,Tumeurs malignes,5 à 9 ans,Femmes,2.6
2015,Diabète sucré,5 à 9 ans,Femmes,0.0
2015,Maladies du coeur,5 à 9 ans,Femmes,0.1
2015,Hypertension essentielle et néphropathie hypertensive,5 à 9 ans,Femmes,0.0
2015,Maladies cérébrovasculaires,5 à 9 ans,Femmes,0.3
2015,Athérosclérose,5 à 9 ans,Femmes,0.0
2015,Anévrisme aortique et dissection,5 à 9 ans,Femmes,0.0
2015,Maladies chroniques des voies respiratoires inférieures,5 à 9 ans,Femmes,0.2
2015,Pneumoconioses et affections respiratoires dues à des agents chimiques,5 à 9 ans,Femmes,0.0
2015,Pneumopathie due à des substances solides et liquides,5 à 9 ans,Femmes,0.0
2015,Tumeurs malignes,10 à 14 ans,Les deux sexes,2.4
2015,Diabète sucré,10 à 14 ans,Les deux sexes,0.1
2015,Maladies du coeur,10 à 14 ans,Les deux sexes,0.2
2015,Hypertension essentielle et néphropathie hypertensive,10 à 14 ans,Les deux sexes,0.0
2015,Maladies cérébrovasculaires,10 à 14 ans,Les deux sexes,0.1
2015,Athérosclérose,10 à 14 ans,Les deux sexes,0.0
2015,Anévrisme aortique et dissection,10 à 14 ans,Les deux sexes,0.0
2015,Maladies chroniques des voies respiratoires inférieures,10 à 14 ans,Les deux sexes,0.3
2015,Pneumoconioses et affections respiratoires dues à des agents chimiques,10 à 14 ans,Les deux sexes,0.0
2015,Pneumopathie due à des substances solides et liquides,10 à 14 ans,Les deux sexes,0.0
2015,Tumeurs malignes,10 à 14 ans,Hommes,2.4
2015,Diabète sucré,10 à 14 ans,Hommes,0.1
2015,Maladies du coeur,10 à 14 ans,Hommes,0.2
2015,Hypertension essentielle et néphropathie hypertensive,10 à 14 ans,Hommes,0.0
2015,Maladies cérébrovasculaires,10 à 14 ans,Hommes,0.0
2015,Athérosclérose,10 à 14 ans,Hommes,0.0
2015,Anévrisme aortique et dissection,10 à 14 ans,Hommes,0.0
2015,Maladies chroniques des voies respiratoires inférieures,10 à 14 ans,Hommes,0.3
2015,Pneumoconioses et affections respiratoires dues à des agents chimiques,10 à 14 ans,Hommes,0.0
2015,Pneumopathie due à des substances solides et liquides,10 à 14 ans,Hommes,0.0
2015,Tumeurs malignes,10 à 14 ans,Femmes,2.4
2015,Diabète sucré,10 à 14 ans,Femmes,0.0
2015,Maladies du coeur,10 à 14 ans,Femmes,0.1
2015,Hypertension essentielle et néphropathie hypertensive,10 à 14 ans,Femmes,0.0
2015,Maladies cérébrovasculaires,10 à 14 ans,Femmes,0.1
2015,Athérosclérose,10 à 14 ans,Femmes,0.0
2015,Anévrisme aortique et dissection,10 à 14 ans,Femmes,0.0
2015,Maladies chroniques des voies respiratoires inférieures,10 à 14 ans,Femmes,0.2
2015,Pneumoconioses et affections respiratoires dues à des agents chimiques,10 à 14 ans,Femmes,0.0
2015,Pneumopathie due à des substances solides et liquides,10 à 14 ans,Femmes,0.0
2015,Tumeurs malignes,15 à 24 ans,Les deux sexes,3.3
2015,Diabète sucré,15 à 24 ans,Les deux sexes,0.3
2015,Maladies du coeur,15 à 24 ans,Les deux sexes,1.0
2015,Hypertension essentielle et néphropathie hypertensive,15 à 24 ans,Les deux sexes,0.0
2015,Maladies cérébrovasculaires,15 à 24 ans,Les deux sexes,0.2
2015,Athérosclérose,15 à 24 ans,Les deux sexes,0.0
2015,Anévrisme aortique et dissection,15 à 24 ans,Les deux sexes,0.0
2015,Maladies chroniques des voies respiratoires inférieures,15 à 24 ans,Les deux sexes,0.1
2015,Pneumoconioses et affections respiratoires dues à des agents chimiques,15 à 24 ans,Les deux sexes,0.0
2015,Pneumopathie due à des substances solides et liquides,15 à 24 ans,Les deux sexes,0.1
2015,Tumeurs malignes,15 à 24 ans,Hommes,4.1
2015,Diabète sucré,15 à 24 ans,Hommes,0.3
2015,Maladies du coeur,15 à 24 ans,Hommes,1.1
2015,Hypertension essentielle et néphropathie hypertensive,15 à 24 ans,Hommes,0.0
2015,Maladies cérébrovasculaires,15 à 24 ans,Hommes,0.1
2015,Athérosclérose,15 à 24 ans,Hommes,0.0
2015,Anévrisme aortique et dissection,15 à 24 ans,Hommes,0.1
2015,Maladies chroniques des voies respiratoires inférieures,15 à 24 ans,Hommes,0.2
2015,Pneumoconioses et affections respiratoires dues à des agents chimiques,15 à 24 ans,Hommes,0.0
2015,Pneumopathie due à des substances solides et liquides,15 à 24 ans,Hommes,0.1
2015,Tumeurs malignes,15 à 24 ans,Femmes,2.5
2015,Diabète sucré,15 à 24 ans,Femmes,0.2
2015,Maladies du coeur,15 à 24 ans,Femmes,0.9
2015,Hypertension essentielle et néphropathie hypertensive,15 à 24 ans,Femmes,0.0
2015,Maladies cérébrovasculaires,15 à 24 ans,Femmes,0.3
2015,Athérosclérose,15 à 24 ans,Femmes,0.0
2015,Anévrisme aortique et dissection,15 à 24 ans,Femmes,0.0
2015,Maladies chroniques des voies respiratoires inférieures,15 à 24 ans,Femmes,0.2
2015,Pneumoconioses et affections respiratoires dues à des agents chimiques,15 à 24 ans,Femmes,0.0
2015,Pneumopathie due à des substances solides et liquides,15 à 24 ans,Femmes,0.1
2015,Tumeurs malignes,15 à 19 ans,Les deux sexes,2.8
2015,Diabète sucré,15 à 19 ans,Les deux sexes,0.1
2015,Maladies du coeur,15 à 19 ans,Les deux sexes,0.4
2015,Hypertension essentielle et néphropathie hypertensive,15 à 19 ans,Les deux sexes,0.0
2015,Maladies cérébrovasculaires,15 à 19 ans,Les deux sexes,0.1
2015,Athérosclérose,15 à 19 ans,Les deux sexes,0.0
2015,Anévrisme aortique et dissection,15 à 19 ans,Les deux sexes,0.0
2015,Maladies chroniques des voies respiratoires inférieures,15 à 19 ans,Les deux sexes,0.1
2015,Pneumoconioses et affections respiratoires dues à des agents chimiques,15 à 19 ans,Les deux sexes,0.0
2015,Pneumopathie due à des substances solides et liquides,15 à 19 ans,Les deux sexes,0.0
2015,Tumeurs malignes,15 à 19 ans,Hommes,3.2
2015,Diabète sucré,15 à 19 ans,Hommes,0.2
2015,Maladies du coeur,15 à 19 ans,Hommes,0.3
2015,Hypertension essentielle et néphropathie hypertensive,15 à 19 ans,Hommes,0.0
2015,Maladies cérébrovasculaires,15 à 19 ans,Hommes,0.0
2015,Athérosclérose,15 à 19 ans,Hommes,0.0
2015,Anévrisme aortique et dissection,15 à 19 ans,Hommes,0.1
2015,Maladies chroniques des voies respiratoires inférieures,15 à 19 ans,Hommes,0.0
2015,Pneumoconioses et affections respiratoires dues à des agents chimiques,15 à 19 ans,Hommes,0.0
2015,Pneumopathie due à des substances solides et liquides,15 à 19 ans,Hommes,0.1
2015,Tumeurs malignes,15 à 19 ans,Femmes,2.4
2015,Diabète sucré,15 à 19 ans,Femmes,0.1
2015,Maladies du coeur,15 à 19 ans,Femmes,0.6
2015,Hypertension essentielle et néphropathie hypertensive,15 à 19 ans,Femmes,0.0
2015,Maladies cérébrovasculaires,15 à 19 ans,Femmes,0.2
2015,Athérosclérose,15 à 19 ans,Femmes,0.0
2015,Anévrisme aortique et dissection,15 à 19 ans,Femmes,0.0
2015,Maladies chroniques des voies respiratoires inférieures,15 à 19 ans,Femmes,0.3
2015,Pneumoconioses et affections respiratoires dues à des agents chimiques,15 à 19 ans,Femmes,0.0
2015,Pneumopathie due à des substances solides et liquides,15 à 19 ans,Femmes,0.0
2015,Tumeurs malignes,20 à 24 ans,Les deux sexes,3.8
2015,Diabète sucré,20 à 24 ans,Les deux sexes,0.4
2015,Maladies du coeur,20 à 24 ans,Les deux sexes,1.5
2015,Hypertension essentielle et néphropathie hypertensive,20 à 24 ans,Les deux sexes,0.0
2015,Maladies cérébrovasculaires,20 à 24 ans,Les deux sexes,0.3
2015,Athérosclérose,20 à 24 ans,Les deux sexes,0.0
2015,Anévrisme aortique et dissection,20 à 24 ans,Les deux sexes,0.0
2015,Maladies chroniques des voies respiratoires inférieures,20 à 24 ans,Les deux sexes,0.1
2015,Pneumoconioses et affections respiratoires dues à des agents chimiques,20 à 24 ans,Les deux sexes,0.0
2015,Pneumopathie due à des substances solides et liquides,20 à 24 ans,Les deux sexes,0.1
2015,Tumeurs malignes,20 à 24 ans,Hommes,4.8
2015,Diabète sucré,20 à 24 ans,Hommes,0.5
2015,Maladies du coeur,20 à 24 ans,Hommes,1.8
2015,Hypertension essentielle et néphropathie hypertensive,20 à 24 ans,Hommes,0.0
2015,Maladies cérébrovasculaires,20 à 24 ans,Hommes,0.1
2015,Athérosclérose,20 à 24 ans,Hommes,0.0
2015,Anévrisme aortique et dissection,20 à 24 ans,Hommes,0.1
2015,Maladies chroniques des voies respiratoires inférieures,20 à 24 ans,Hommes,0.2
2015,Pneumoconioses et affections respiratoires dues à des agents chimiques,20 à 24 ans,Hommes,0.0
2015,Pneumopathie due à des substances solides et liquides,20 à 24 ans,Hommes,0.1
2015,Tumeurs malignes,20 à 24 ans,Femmes,2.7
2015,Diabète sucré,20 à 24 ans,Femmes,0.3
2015,Maladies du coeur,20 à 24 ans,Femmes,1.1
2015,Hypertension essentielle et néphropathie hypertensive,20 à 24 ans,Femmes,0.0
2015,Maladies cérébrovasculaires,20 à 24 ans,Femmes,0.4
2015,Athérosclérose,20 à 24 ans,Femmes,0.0
2015,Anévrisme aortique et dissection,20 à 24 ans,Femmes,0.0
2015,Maladies chroniques des voies respiratoires inférieures,20 à 24 ans,Femmes,0.1
2015,Pneumoconioses et affections respiratoires dues à des agents chimiques,20 à 24 ans,Femmes,0.0
2015,Pneumopathie due à des substances solides et liquides,20 à 24 ans,Femmes,0.1
2015,Tumeurs malignes,25 à 34 ans,Les deux sexes,8.3
2015,Diabète sucré,25 à 34 ans,Les deux sexes,1.1
2015,Maladies du coeur,25 à 34 ans,Les deux sexes,3.0
2015,Hypertension essentielle et néphropathie hypertensive,25 à 34 ans,Les deux sexes,0.0
2015,Maladies cérébrovasculaires,25 à 34 ans,Les deux sexes,0.7
2015,Athérosclérose,25 à 34 ans,Les deux sexes,0.0
2015,Anévrisme aortique et dissection,25 à 34 ans,Les deux sexes,0.2
2015,Maladies chroniques des voies respiratoires inférieures,25 à 34 ans,Les deux sexes,0.2
2015,Pneumoconioses et affections respiratoires dues à des agents chimiques,25 à 34 ans,Les deux sexes,0.0
2015,Pneumopathie due à des substances solides et liquides,25 à 34 ans,Les deux sexes,0.2
2015,Tumeurs malignes,25 à 34 ans,Hommes,7.5
2015,Diabète sucré,25 à 34 ans,Hommes,1.5
2015,Maladies du coeur,25 à 34 ans,Hommes,4.0
2015,Hypertension essentielle et néphropathie hypertensive,25 à 34 ans,Hommes,0.0
2015,Maladies cérébrovasculaires,25 à 34 ans,Hommes,0.8
2015,Athérosclérose,25 à 34 ans,Hommes,0.0
2015,Anévrisme aortique et dissection,25 à 34 ans,Hommes,0.3
2015,Maladies chroniques des voies respiratoires inférieures,25 à 34 ans,Hommes,0.4
2015,Pneumoconioses et affections respiratoires dues à des agents chimiques,25 à 34 ans,Hommes,0.0
2015,Pneumopathie due à des substances solides et liquides,25 à 34 ans,Hommes,0.2
2015,Tumeurs malignes,25 à 34 ans,Femmes,9.3
2015,Diabète sucré,25 à 34 ans,Femmes,0.7
2015,Maladies du coeur,25 à 34 ans,Femmes,2.1
2015,Hypertension essentielle et néphropathie hypertensive,25 à 34 ans,Femmes,0.1
2015,Maladies cérébrovasculaires,25 à 34 ans,Femmes,0.7
2015,Athérosclérose,25 à 34 ans,Femmes,0.0
2015,Anévrisme aortique et dissection,25 à 34 ans,Femmes,0.2
2015,Maladies chroniques des voies respiratoires inférieures,25 à 34 ans,Femmes,0.2
2015,Pneumoconioses et affections respiratoires dues à des agents chimiques,25 à 34 ans,Femmes,0.0
2015,Pneumopathie due à des substances solides et liquides,25 à 34 ans,Femmes,0.1
2015,Tumeurs malignes,25 à 29 ans,Les deux sexes,5.5
2015,Diabète sucré,25 à 29 ans,Les deux sexes,1.4
2015,Maladies du coeur,25 à 29 ans,Les deux sexes,2.6
2015,Hypertension essentielle et néphropathie hypertensive,25 à 29 ans,Les deux sexes,0.0
2015,Maladies cérébrovasculaires,25 à 29 ans,Les deux sexes,0.5
2015,Athérosclérose,25 à 29 ans,Les deux sexes,0.0
2015,Anévrisme aortique et dissection,25 à 29 ans,Les deux sexes,0.1
2015,Maladies chroniques des voies respiratoires inférieures,25 à 29 ans,Les deux sexes,0.3
2015,Pneumoconioses et affections respiratoires dues à des agents chimiques,25 à 29 ans,Les deux sexes,0.0
2015,Pneumopathie due à des substances solides et liquides,25 à 29 ans,Les deux sexes,0.2
2015,Tumeurs malignes,25 à 29 ans,Hommes,4.7
2015,Diabète sucré,25 à 29 ans,Hommes,1.9
2015,Maladies du coeur,25 à 29 ans,Hommes,3.2
2015,Hypertension essentielle et néphropathie hypertensive,25 à 29 ans,Hommes,0.0
2015,Maladies cérébrovasculaires,25 à 29 ans,Hommes,0.4
2015,Athérosclérose,25 à 29 ans,Hommes,0.0
2015,Anévrisme aortique et dissection,25 à 29 ans,Hommes,0.2
2015,Maladies chroniques des voies respiratoires inférieures,25 à 29 ans,Hommes,0.4
2015,Pneumoconioses et affections respiratoires dues à des agents chimiques,25 à 29 ans,Hommes,0.0
2015,Pneumopathie due à des substances solides et liquides,25 à 29 ans,Hommes,0.2
2015,Tumeurs malignes,25 à 29 ans,Femmes,6.4
2015,Diabète sucré,25 à 29 ans,Femmes,0.8
2015,Maladies du coeur,25 à 29 ans,Femmes,1.9
2015,Hypertension essentielle et néphropathie hypertensive,25 à 29 ans,Femmes,0.1
2015,Maladies cérébrovasculaires,25 à 29 ans,Femmes,0.6
2015,Athérosclérose,25 à 29 ans,Femmes,0.0
2015,Anévrisme aortique et dissection,25 à 29 ans,Femmes,0.0
2015,Maladies chroniques des voies respiratoires inférieures,25 à 29 ans,Femmes,0.2
2015,Pneumoconioses et affections respiratoires dues à des agents chimiques,25 à 29 ans,Femmes,0.0
2015,Pneumopathie due à des substances solides et liquides,25 à 29 ans,Femmes,0.1
2015,Tumeurs malignes,30 à 34 ans,Les deux sexes,11.2
2015,Diabète sucré,30 à 34 ans,Les deux sexes,0.9
2015,Maladies du coeur,30 à 34 ans,Les deux sexes,3.5
2015,Hypertension essentielle et néphropathie hypertensive,30 à 34 ans,Les deux sexes,0.0
2015,Maladies cérébrovasculaires,30 à 34 ans,Les deux sexes,0.9
2015,Athérosclérose,30 à 34 ans,Les deux sexes,0.0
2015,Anévrisme aortique et dissection,30 à 34 ans,Les deux sexes,0.2
2015,Maladies chroniques des voies respiratoires inférieures,30 à 34 ans,Les deux sexes,0.1
2015,Pneumoconioses et affections respiratoires dues à des agents chimiques,30 à 34 ans,Les deux sexes,0.0
2015,Pneumopathie due à des substances solides et liquides,30 à 34 ans,Les deux sexes,0.0
2015,Tumeurs malignes,30 à 34 ans,Hommes,10.3
2015,Diabète sucré,30 à 34 ans,Hommes,1.1
2015,Maladies du coeur,30 à 34 ans,Hommes,4.7
2015,Hypertension essentielle et néphropathie hypertensive,30 à 34 ans,Hommes,0.0
2015,Maladies cérébrovasculaires,30 à 34 ans,Hommes,1.1
2015,Athérosclérose,30 à 34 ans,Hommes,0.0
2015,Anévrisme aortique et dissection,30 à 34 ans,Hommes,0.3
2015,Maladies chroniques des voies respiratoires inférieures,30 à 34 ans,Hommes,0.0
2015,Pneumoconioses et affections respiratoires dues à des agents chimiques,30 à 34 ans,Hommes,0.0
2015,Pneumopathie due à des substances solides et liquides,30 à 34 ans,Hommes,0.0
2015,Tumeurs malignes,30 à 34 ans,Femmes,12.0
2015,Diabète sucré,30 à 34 ans,Femmes,0.7
2015,Maladies du coeur,30 à 34 ans,Femmes,2.3
2015,Hypertension essentielle et néphropathie hypertensive,30 à 34 ans,Femmes,0.1
2015,Maladies cérébrovasculaires,30 à 34 ans,Femmes,0.7
2015,Athérosclérose,30 à 34 ans,Femmes,0.0
2015,Anévrisme aortique et dissection,30 à 34 ans,Femmes,0.2
2015,Maladies chroniques des voies respiratoires inférieures,30 à 34 ans,Femmes,0.2
2015,Pneumoconioses et affections respiratoires dues à des agents chimiques,30 à 34 ans,Femmes,0.0
2015,Pneumopathie due à des substances solides et liquides,30 à 34 ans,Femmes,0.0
2015,Tumeurs malignes,35 à 44 ans,Les deux sexes,23.7
2015,Diabète sucré,35 à 44 ans,Les deux sexes,2.2
2015,Maladies du coeur,35 à 44 ans,Les deux sexes,9.9
2015,Hypertension essentielle et néphropathie hypertensive,35 à 44 ans,Les deux sexes,0.1
2015,Maladies cérébrovasculaires,35 à 44 ans,Les deux sexes,2.2
2015,Athérosclérose,35 à 44 ans,Les deux sexes,0.1
2015,Anévrisme aortique et dissection,35 à 44 ans,Les deux sexes,0.6
2015,Maladies chroniques des voies respiratoires inférieures,35 à 44 ans,Les deux sexes,0.6
2015,Pneumoconioses et affections respiratoires dues à des agents chimiques,35 à 44 ans,Les deux sexes,0.0
2015,Pneumopathie due à des substances solides et liquides,35 à 44 ans,Les deux sexes,0.1
2015,Tumeurs malignes,35 à 44 ans,Hommes,19.9
2015,Diabète sucré,35 à 44 ans,Hommes,3.2
2015,Maladies du coeur,35 à 44 ans,Hommes,14.6
2015,Hypertension essentielle et néphropathie hypertensive,35 à 44 ans,Hommes,0.1
2015,Maladies cérébrovasculaires,35 à 44 ans,Hommes,2.6
2015,Athérosclérose,35 à 44 ans,Hommes,0.1
2015,Anévrisme aortique et dissection,35 à 44 ans,Hommes,0.9
2015,Maladies chroniques des voies respiratoires inférieures,35 à 44 ans,Hommes,0.4
2015,Pneumoconioses et affections respiratoires dues à des agents chimiques,35 à 44 ans,Hommes,0.1
2015,Pneumopathie due à des substances solides et liquides,35 à 44 ans,Hommes,0.2
2015,Tumeurs malignes,35 à 44 ans,Femmes,27.5
2015,Diabète sucré,35 à 44 ans,Femmes,1.3
2015,Maladies du coeur,35 à 44 ans,Femmes,5.3
2015,Hypertension essentielle et néphropathie hypertensive,35 à 44 ans,Femmes,0.1
2015,Maladies cérébrovasculaires,35 à 44 ans,Femmes,1.9
2015,Athérosclérose,35 à 44 ans,Femmes,0.1
2015,Anévrisme aortique et dissection,35 à 44 ans,Femmes,0.4
2015,Maladies chroniques des voies respiratoires inférieures,35 à 44 ans,Femmes,0.8
2015,Pneumoconioses et affections respiratoires dues à des agents chimiques,35 à 44 ans,Femmes,0.0
2015,Pneumopathie due à des substances solides et liquides,35 à 44 ans,Femmes,0.2
2015,Tumeurs malignes,35 à 39 ans,Les deux sexes,17.2
2015,Diabète sucré,35 à 39 ans,Les deux sexes,1.6
2015,Maladies du coeur,35 à 39 ans,Les deux sexes,6.4
2015,Hypertension essentielle et néphropathie hypertensive,35 à 39 ans,Les deux sexes,0.1
2015,Maladies cérébrovasculaires,35 à 39 ans,Les deux sexes,1.4
2015,Athérosclérose,35 à 39 ans,Les deux sexes,0.0
2015,Anévrisme aortique et dissection,35 à 39 ans,Les deux sexes,0.3
2015,Maladies chroniques des voies respiratoires inférieures,35 à 39 ans,Les deux sexes,0.7
2015,Pneumoconioses et affections respiratoires dues à des agents chimiques,35 à 39 ans,Les deux sexes,0.0
2015,Pneumopathie due à des substances solides et liquides,35 à 39 ans,Les deux sexes,0.1
2015,Tumeurs malignes,35 à 39 ans,Hommes,14.9
2015,Diabète sucré,35 à 39 ans,Hommes,2.2
2015,Maladies du coeur,35 à 39 ans,Hommes,9.6
2015,Hypertension essentielle et néphropathie hypertensive,35 à 39 ans,Hommes,0.1
2015,Maladies cérébrovasculaires,35 à 39 ans,Hommes,1.5
2015,Athérosclérose,35 à 39 ans,Hommes,0.1
2015,Anévrisme aortique et dissection,35 à 39 ans,Hommes,0.5
