Year,Source,Géographie,GeoCode,Value
2006,Déchets et autres,Yukon,60,0.027
2006,"Fabrication légère, construction et ressources forestières",Yukon,60,0.018
2007,Inventaire provincial,Alberta,48,267.799
2007,Exploitation pétrolière et gazière,Alberta,48,130.208
2007,Transports,Alberta,48,25.982
2007,Industrie lourde,Alberta,48,16.752
2007,Bâtiments,Alberta,48,18.498
2007,Agriculture,Alberta,48,20.372
2007,Déchets et autres,Alberta,48,3.366
2007,"Fabrication légère, construction et ressources forestières",Alberta,48,3.289
2007,Inventaire provincial,Colombie-Britannique,59,62.733
2007,Exploitation pétrolière et gazière,Colombie-Britannique,59,15.506
2007,Transports,Colombie-Britannique,59,20.056
2007,Industrie lourde,Colombie-Britannique,59,6.603
2007,Bâtiments,Colombie-Britannique,59,8.288
2007,Agriculture,Colombie-Britannique,59,2.617
2007,Déchets et autres,Colombie-Britannique,59,2.92
2007,"Fabrication légère, construction et ressources forestières",Colombie-Britannique,59,3.693
2007,Exploitation pétrolière et gazière,Canada,,206.519
2007,Transports,Canada,,162.038
2007,Industrie lourde,Canada,,85.878
2007,Bâtiments,Canada,,85.317
2007,Agriculture,Canada,,64.178
2007,Déchets et autres,Canada,,23.202
2007,"Fabrication légère, construction et ressources forestières",Canada,,26.14
2007,Inventaire provincial,Manitoba,46,21.328
2007,Exploitation pétrolière et gazière,Manitoba,46,0.882
2007,Transports,Manitoba,46,6.194
2007,Industrie lourde,Manitoba,46,1.659
2007,Bâtiments,Manitoba,46,2.608
2007,Agriculture,Manitoba,46,7.02
2007,Déchets et autres,Manitoba,46,1.326
2007,"Fabrication légère, construction et ressources forestières",Manitoba,46,1.135
2007,Inventaire provincial,Nouveau-Brunswick,13,19.027
2007,Exploitation pétrolière et gazière,Nouveau-Brunswick,13,2.764
2007,Transports,Nouveau-Brunswick,13,4.226
2007,Industrie lourde,Nouveau-Brunswick,13,1.403
2007,Bâtiments,Nouveau-Brunswick,13,1.555
2007,Agriculture,Nouveau-Brunswick,13,0.516
2007,Déchets et autres,Nouveau-Brunswick,13,0.715
2007,"Fabrication légère, construction et ressources forestières",Nouveau-Brunswick,13,0.828
2007,Inventaire provincial,Terre-Neuve-et-Labrador,10,10.858
2007,Exploitation pétrolière et gazière,Terre-Neuve-et-Labrador,10,2.998
2007,Transports,Terre-Neuve-et-Labrador,10,3.497
2007,Industrie lourde,Terre-Neuve-et-Labrador,10,1.396
2007,Bâtiments,Terre-Neuve-et-Labrador,10,0.906
2007,Agriculture,Terre-Neuve-et-Labrador,10,0.082
2007,Déchets et autres,Terre-Neuve-et-Labrador,10,0.641
2007,"Fabrication légère, construction et ressources forestières",Terre-Neuve-et-Labrador,10,0.292
2007,Inventaire territorial,Territoires du Nord-Ouest,61,1.783
2007,Exploitation pétrolière et gazière,Territoires du Nord-Ouest,61,0.229
2007,Transports,Territoires du Nord-Ouest,61,0.829
2007,Industrie lourde,Territoires du Nord-Ouest,61,0.295
2007,Bâtiments,Territoires du Nord-Ouest,61,0.276
2007,Agriculture,Territoires du Nord-Ouest,61,0.0
2007,Déchets et autres,Territoires du Nord-Ouest,61,0.032
2007,Inventaire provincial,Nouvelle-Écosse,12,22.571
2007,Exploitation pétrolière et gazière,Nouvelle-Écosse,12,1.231
2007,Transports,Nouvelle-Écosse,12,4.748
2007,Industrie lourde,Nouvelle-Écosse,12,0.739
2007,Bâtiments,Nouvelle-Écosse,12,2.888
2007,Agriculture,Nouvelle-Écosse,12,0.52
2007,Déchets et autres,Nouvelle-Écosse,12,0.506
2007,"Fabrication légère, construction et ressources forestières",Nouvelle-Écosse,12,0.654
2007,Inventaire territorial,Nunavut,62,0.645
2007,Transports,Nunavut,62,0.337
2007,Industrie lourde,Nunavut,62,0.175
2007,Bâtiments,Nunavut,62,0.005
2007,Déchets et autres,Nunavut,62,0.024
2007,Inventaire provincial,Ontario,35,198.087
2007,Exploitation pétrolière et gazière,Ontario,35,11.131
2007,Transports,Ontario,35,55.311
2007,Industrie lourde,Ontario,35,34.843
2007,Bâtiments,Ontario,35,35.125
2007,Agriculture,Ontario,35,10.803
2007,Déchets et autres,Ontario,35,7.678
2007,"Fabrication légère, construction et ressources forestières",Ontario,35,10.653
2007,Inventaire provincial,Île-du-Prince-Édouard,11,1.92
2007,Exploitation pétrolière et gazière,Île-du-Prince-Édouard,11,0.0
2007,Transports,Île-du-Prince-Édouard,11,0.726
2007,Industrie lourde,Île-du-Prince-Édouard,11,0.006
2007,Bâtiments,Île-du-Prince-Édouard,11,0.524
2007,Agriculture,Île-du-Prince-Édouard,11,0.344
2007,Déchets et autres,Île-du-Prince-Édouard,11,0.085
2007,"Fabrication légère, construction et ressources forestières",Île-du-Prince-Édouard,11,0.229
2007,Inventaire provincial,Québec,24,85.841
2007,Exploitation pétrolière et gazière,Québec,24,4.276
2007,Transports,Québec,24,31.845
2007,Industrie lourde,Québec,24,19.334
2007,Bâtiments,Québec,24,11.426
2007,Agriculture,Québec,24,8.349
2007,Déchets et autres,Québec,24,4.529
2007,"Fabrication légère, construction et ressources forestières",Québec,24,4.462
2007,Inventaire provincial,Saskatchewan,47,81.125
2007,Exploitation pétrolière et gazière,Saskatchewan,47,37.193
2007,Transports,Saskatchewan,47,7.95
2007,Industrie lourde,Saskatchewan,47,2.639
2007,Bâtiments,Saskatchewan,47,3.123
2007,Agriculture,Saskatchewan,47,13.554
2007,Déchets et autres,Saskatchewan,47,1.353
2007,"Fabrication légère, construction et ressources forestières",Saskatchewan,47,0.859
2007,Inventaire territorial,Yukon,60,0.626
2007,Exploitation pétrolière et gazière,Yukon,60,0.1
2007,Transports,Yukon,60,0.337
2007,Industrie lourde,Yukon,60,0.035
2007,Bâtiments,Yukon,60,0.096
2007,Agriculture,Yukon,60,0.001
2007,Déchets et autres,Yukon,60,0.027
2007,"Fabrication légère, construction et ressources forestières",Yukon,60,0.014
2008,Inventaire provincial,Alberta,48,266.405
2008,Exploitation pétrolière et gazière,Alberta,48,129.046
2008,Transports,Alberta,48,26.517
2008,Industrie lourde,Alberta,48,16.5
2008,Bâtiments,Alberta,48,18.311
2008,Agriculture,Alberta,48,20.325
2008,Déchets et autres,Alberta,48,3.498
2008,"Fabrication légère, construction et ressources forestières",Alberta,48,3.106
2008,Inventaire provincial,Colombie-Britannique,59,63.288
2008,Exploitation pétrolière et gazière,Colombie-Britannique,59,16.102
2008,Transports,Colombie-Britannique,59,20.286
2008,Industrie lourde,Colombie-Britannique,59,6.442
2008,Bâtiments,Colombie-Britannique,59,8.484
2008,Agriculture,Colombie-Britannique,59,2.52
2008,Déchets et autres,Colombie-Britannique,59,2.929
2008,"Fabrication légère, construction et ressources forestières",Colombie-Britannique,59,3.24
2008,Exploitation pétrolière et gazière,Canada,,202.827
2008,Transports,Canada,,162.596
2008,Industrie lourde,Canada,,84.191
2008,Bâtiments,Canada,,85.196
2008,Agriculture,Canada,,63.599
2008,Déchets et autres,Canada,,23.335
2008,"Fabrication légère, construction et ressources forestières",Canada,,24.595
2008,Inventaire provincial,Manitoba,46,21.229
2008,Exploitation pétrolière et gazière,Manitoba,46,0.769
2008,Transports,Manitoba,46,5.793
2008,Industrie lourde,Manitoba,46,1.732
2008,Bâtiments,Manitoba,46,2.785
2008,Agriculture,Manitoba,46,7.23
2008,Déchets et autres,Manitoba,46,1.344
2008,"Fabrication légère, construction et ressources forestières",Manitoba,46,1.128
2008,Inventaire provincial,Nouveau-Brunswick,13,17.927
2008,Exploitation pétrolière et gazière,Nouveau-Brunswick,13,2.825
2008,Transports,Nouveau-Brunswick,13,4.134
2008,Industrie lourde,Nouveau-Brunswick,13,1.019
2008,Bâtiments,Nouveau-Brunswick,13,1.553
2008,Agriculture,Nouveau-Brunswick,13,0.487
2008,Déchets et autres,Nouveau-Brunswick,13,0.669
2008,"Fabrication légère, construction et ressources forestières",Nouveau-Brunswick,13,0.69
2008,Inventaire provincial,Terre-Neuve-et-Labrador,10,10.488
2008,Exploitation pétrolière et gazière,Terre-Neuve-et-Labrador,10,2.548
2008,Transports,Terre-Neuve-et-Labrador,10,3.74
2008,Industrie lourde,Terre-Neuve-et-Labrador,10,1.421
2008,Bâtiments,Terre-Neuve-et-Labrador,10,0.907
2008,Agriculture,Terre-Neuve-et-Labrador,10,0.086
2008,Déchets et autres,Terre-Neuve-et-Labrador,10,0.643
2008,"Fabrication légère, construction et ressources forestières",Terre-Neuve-et-Labrador,10,0.219
2008,Inventaire territorial,Territoires du Nord-Ouest,61,1.602
2008,Exploitation pétrolière et gazière,Territoires du Nord-Ouest,61,0.128
2008,Transports,Territoires du Nord-Ouest,61,0.662
2008,Industrie lourde,Territoires du Nord-Ouest,61,0.32
2008,Bâtiments,Territoires du Nord-Ouest,61,0.35
2008,Déchets et autres,Territoires du Nord-Ouest,61,0.032
2008,Inventaire provincial,Nouvelle-Écosse,12,20.627
2008,Exploitation pétrolière et gazière,Nouvelle-Écosse,12,1.368
2008,Transports,Nouvelle-Écosse,12,4.822
2008,Industrie lourde,Nouvelle-Écosse,12,0.757
2008,Bâtiments,Nouvelle-Écosse,12,2.699
2008,Agriculture,Nouvelle-Écosse,12,0.502
2008,Déchets et autres,Nouvelle-Écosse,12,0.507
2008,"Fabrication légère, construction et ressources forestières",Nouvelle-Écosse,12,0.591
2008,Inventaire territorial,Nunavut,62,0.623
2008,Transports,Nunavut,62,0.33
2008,Industrie lourde,Nunavut,62,0.135
2008,Bâtiments,Nunavut,62,0.005
2008,Déchets et autres,Nunavut,62,0.024
2008,Inventaire provincial,Ontario,35,189.941
2008,Exploitation pétrolière et gazière,Ontario,35,10.317
2008,Transports,Ontario,35,54.563
2008,Industrie lourde,Ontario,35,34.168
2008,Bâtiments,Ontario,35,35.654
2008,Agriculture,Ontario,35,10.386
2008,Déchets et autres,Ontario,35,7.784
2008,"Fabrication légère, construction et ressources forestières",Ontario,35,10.232
2008,Inventaire provincial,Île-du-Prince-Édouard,11,1.832
2008,Exploitation pétrolière et gazière,Île-du-Prince-Édouard,11,0.0
2008,Transports,Île-du-Prince-Édouard,11,0.721
2008,Industrie lourde,Île-du-Prince-Édouard,11,0.005
2008,Bâtiments,Île-du-Prince-Édouard,11,0.48
2008,Agriculture,Île-du-Prince-Édouard,11,0.327
2008,Déchets et autres,Île-du-Prince-Édouard,11,0.088
2008,"Fabrication légère, construction et ressources forestières",Île-du-Prince-Édouard,11,0.207
2008,Inventaire provincial,Québec,24,82.543
2008,Exploitation pétrolière et gazière,Québec,24,4.08
2008,Transports,Québec,24,32.139
2008,Industrie lourde,Québec,24,18.634
2008,Bâtiments,Québec,24,10.539
2008,Agriculture,Québec,24,8.036
2008,Déchets et autres,Québec,24,4.432
2008,"Fabrication légère, construction et ressources forestières",Québec,24,4.191
2008,Inventaire provincial,Saskatchewan,47,80.644
2008,Exploitation pétrolière et gazière,Saskatchewan,47,35.586
2008,Transports,Saskatchewan,47,8.55
2008,Industrie lourde,Saskatchewan,47,3.022
2008,Bâtiments,Saskatchewan,47,3.324
2008,Agriculture,Saskatchewan,47,13.7
2008,Déchets et autres,Saskatchewan,47,1.358
2008,"Fabrication légère, construction et ressources forestières",Saskatchewan,47,0.919
2008,Inventaire territorial,Yukon,60,0.621
2008,Exploitation pétrolière et gazière,Yukon,60,0.057
2008,Transports,Yukon,60,0.338
2008,Industrie lourde,Yukon,60,0.035
2008,Bâtiments,Yukon,60,0.106
2008,Agriculture,Yukon,60,0.001
2008,Déchets et autres,Yukon,60,0.027
2008,"Fabrication légère, construction et ressources forestières",Yukon,60,0.039
2009,Inventaire provincial,Alberta,48,259.486
2009,Exploitation pétrolière et gazière,Alberta,48,128.049
2009,Transports,Alberta,48,26.394
2009,Industrie lourde,Alberta,48,15.331
2009,Bâtiments,Alberta,48,18.274
2009,Agriculture,Alberta,48,19.034
2009,Déchets et autres,Alberta,48,3.607
2009,"Fabrication légère, construction et ressources forestières",Alberta,48,2.533
2009,Inventaire provincial,Colombie-Britannique,59,59.968
2009,Exploitation pétrolière et gazière,Colombie-Britannique,59,15.732
2009,Transports,Colombie-Britannique,59,19.767
2009,Industrie lourde,Colombie-Britannique,59,5.937
2009,Bâtiments,Colombie-Britannique,59,8.162
2009,Agriculture,Colombie-Britannique,59,2.294
2009,Déchets et autres,Colombie-Britannique,59,3.009
2009,"Fabrication légère, construction et ressources forestières",Colombie-Britannique,59,2.28
2009,Exploitation pétrolière et gazière,Canada,,197.869
2009,Transports,Canada,,161.461
2009,Industrie lourde,Canada,,71.11
2009,Bâtiments,Canada,,83.591
2009,Agriculture,Canada,,60.588
2009,Déchets et autres,Canada,,22.307
2009,"Fabrication légère, construction et ressources forestières",Canada,,21.135
2009,Inventaire provincial,Manitoba,46,19.712
2009,Exploitation pétrolière et gazière,Manitoba,46,0.664
2009,Transports,Manitoba,46,5.724
2009,Industrie lourde,Manitoba,46,1.613
2009,Bâtiments,Manitoba,46,2.645
2009,Agriculture,Manitoba,46,6.564
2009,Déchets et autres,Manitoba,46,1.359
2009,"Fabrication légère, construction et ressources forestières",Manitoba,46,0.938
2009,Inventaire provincial,Nouveau-Brunswick,13,17.584
2009,Exploitation pétrolière et gazière,Nouveau-Brunswick,13,3.183
2009,Transports,Nouveau-Brunswick,13,3.867
2009,Industrie lourde,Nouveau-Brunswick,13,1.027
2009,Bâtiments,Nouveau-Brunswick,13,1.314
2009,Agriculture,Nouveau-Brunswick,13,0.521
2009,Déchets et autres,Nouveau-Brunswick,13,0.636
2009,"Fabrication légère, construction et ressources forestières",Nouveau-Brunswick,13,0.614
2009,Inventaire provincial,Terre-Neuve-et-Labrador,10,9.903
2009,Exploitation pétrolière et gazière,Terre-Neuve-et-Labrador,10,2.617
2009,Transports,Terre-Neuve-et-Labrador,10,3.44
2009,Industrie lourde,Terre-Neuve-et-Labrador,10,1.368
2009,Bâtiments,Terre-Neuve-et-Labrador,10,0.752
2009,Agriculture,Terre-Neuve-et-Labrador,10,0.086
2009,Déchets et autres,Terre-Neuve-et-Labrador,10,0.562
2009,"Fabrication légère, construction et ressources forestières",Terre-Neuve-et-Labrador,10,0.252
2009,Inventaire territorial,Territoires du Nord-Ouest,61,1.466
2009,Exploitation pétrolière et gazière,Territoires du Nord-Ouest,61,0.046
2009,Transports,Territoires du Nord-Ouest,61,0.559
2009,Industrie lourde,Territoires du Nord-Ouest,61,0.385
2009,Bâtiments,Territoires du Nord-Ouest,61,0.365
2009,Déchets et autres,Territoires du Nord-Ouest,61,0.033
2009,Inventaire provincial,Nouvelle-Écosse,12,20.037
2009,Exploitation pétrolière et gazière,Nouvelle-Écosse,12,1.418
2009,Transports,Nouvelle-Écosse,12,4.661
2009,Industrie lourde,Nouvelle-Écosse,12,0.525
2009,Bâtiments,Nouvelle-Écosse,12,2.651
2009,Agriculture,Nouvelle-Écosse,12,0.472
2009,Déchets et autres,Nouvelle-Écosse,12,0.466
2009,"Fabrication légère, construction et ressources forestières",Nouvelle-Écosse,12,0.518
2009,Inventaire territorial,Nunavut,62,0.593
2009,Transports,Nunavut,62,0.294
2009,Industrie lourde,Nunavut,62,0.144
2009,Bâtiments,Nunavut,62,0.005
2009,Déchets et autres,Nunavut,62,0.026
2009,Inventaire provincial,Ontario,35,164.786
2009,Exploitation pétrolière et gazière,Ontario,35,9.31
2009,Transports,Ontario,35,55.229
2009,Industrie lourde,Ontario,35,25.733
2009,Bâtiments,Ontario,35,33.793
2009,Agriculture,Ontario,35,10.336
2009,Déchets et autres,Ontario,35,7.451
2009,"Fabrication légère, construction et ressources forestières",Ontario,35,8.587
2009,Inventaire provincial,Île-du-Prince-Édouard,11,1.81
2009,Exploitation pétrolière et gazière,Île-du-Prince-Édouard,11,0.0
2009,Transports,Île-du-Prince-Édouard,11,0.7
2009,Industrie lourde,Île-du-Prince-Édouard,11,0.004
2009,Bâtiments,Île-du-Prince-Édouard,11,0.506
2009,Agriculture,Île-du-Prince-Édouard,11,0.319
2009,Déchets et autres,Île-du-Prince-Édouard,11,0.087
2009,"Fabrication légère, construction et ressources forestières",Île-du-Prince-Édouard,11,0.187
2009,Inventaire provincial,Québec,24,80.47
2009,Exploitation pétrolière et gazière,Québec,24,3.969
2009,Transports,Québec,24,31.339
2009,Industrie lourde,Québec,24,16.954
2009,Bâtiments,Québec,24,11.352
2009,Agriculture,Québec,24,8.074
2009,Déchets et autres,Québec,24,3.677
2009,"Fabrication légère, construction et ressources forestières",Québec,24,4.422
2009,Inventaire provincial,Saskatchewan,47,77.825
2009,Exploitation pétrolière et gazière,Saskatchewan,47,32.86
2009,Transports,Saskatchewan,47,9.138
2009,Industrie lourde,Saskatchewan,47,2.052
2009,Bâtiments,Saskatchewan,47,3.684
2009,Agriculture,Saskatchewan,47,12.887
2009,Déchets et autres,Saskatchewan,47,1.365
2009,"Fabrication légère, construction et ressources forestières",Saskatchewan,47,0.752
2009,Inventaire territorial,Yukon,60,0.579
2009,Exploitation pétrolière et gazière,Yukon,60,0.022
2009,Transports,Yukon,60,0.35
2009,Industrie lourde,Yukon,60,0.037
2009,Bâtiments,Yukon,60,0.086
2009,Agriculture,Yukon,60,0.002
2009,Déchets et autres,Yukon,60,0.028
2009,"Fabrication légère, construction et ressources forestières",Yukon,60,0.037
2010,Inventaire provincial,Alberta,48,268.243
2010,Exploitation pétrolière et gazière,Alberta,48,134.593
2010,Transports,Alberta,48,27.517
2010,Industrie lourde,Alberta,48,16.739
2010,Bâtiments,Alberta,48,18.019
2010,Agriculture,Alberta,48,19.056
2010,Déchets et autres,Alberta,48,3.627
2010,"Fabrication légère, construction et ressources forestières",Alberta,48,2.899
2010,Inventaire provincial,Colombie-Britannique,59,60.395
2010,Exploitation pétrolière et gazière,Colombie-Britannique,59,15.948
2010,Transports,Colombie-Britannique,59,19.465
2010,Industrie lourde,Colombie-Britannique,59,5.763
2010,Bâtiments,Colombie-Britannique,59,8.162
2010,Agriculture,Colombie-Britannique,59,2.507
2010,Déchets et autres,Colombie-Britannique,59,2.951
2010,"Fabrication légère, construction et ressources forestières",Colombie-Britannique,59,2.5
2010,Exploitation pétrolière et gazière,Canada,,203.428
2010,Transports,Canada,,164.999
2010,Industrie lourde,Canada,,74.887
2010,Bâtiments,Canada,,81.251
2010,Agriculture,Canada,,60.608
2010,Déchets et autres,Canada,,21.992
2010,"Fabrication légère, construction et ressources forestières",Canada,,22.663
2010,Inventaire provincial,Manitoba,46,19.325
2010,Exploitation pétrolière et gazière,Manitoba,46,0.589
2010,Transports,Manitoba,46,5.961
2010,Industrie lourde,Manitoba,46,1.32
2010,Bâtiments,Manitoba,46,2.601
2010,Agriculture,Manitoba,46,6.438
2010,Déchets et autres,Manitoba,46,1.381
2010,"Fabrication légère, construction et ressources forestières",Manitoba,46,0.938
2010,Inventaire provincial,Nouveau-Brunswick,13,17.547
2010,Exploitation pétrolière et gazière,Nouveau-Brunswick,13,3.996
2010,Transports,Nouveau-Brunswick,13,4.123
2010,Industrie lourde,Nouveau-Brunswick,13,1.119
2010,Bâtiments,Nouveau-Brunswick,13,1.515
2010,Agriculture,Nouveau-Brunswick,13,0.592
2010,Déchets et autres,Nouveau-Brunswick,13,0.608
2010,"Fabrication légère, construction et ressources forestières",Nouveau-Brunswick,13,0.76
2010,Inventaire provincial,Terre-Neuve-et-Labrador,10,9.834
2010,Exploitation pétrolière et gazière,Terre-Neuve-et-Labrador,10,2.496
2010,Transports,Terre-Neuve-et-Labrador,10,3.524
2010,Industrie lourde,Terre-Neuve-et-Labrador,10,1.28
2010,Bâtiments,Terre-Neuve-et-Labrador,10,0.803
2010,Agriculture,Terre-Neuve-et-Labrador,10,0.105
2010,Déchets et autres,Terre-Neuve-et-Labrador,10,0.558
2010,"Fabrication légère, construction et ressources forestières",Terre-Neuve-et-Labrador,10,0.328
2010,Inventaire territorial,Territoires du Nord-Ouest,61,1.489
2010,Exploitation pétrolière et gazière,Territoires du Nord-Ouest,61,0.13
2010,Transports,Territoires du Nord-Ouest,61,0.486
2010,Industrie lourde,Territoires du Nord-Ouest,61,0.44
2010,Bâtiments,Territoires du Nord-Ouest,61,0.323
2010,Déchets et autres,Territoires du Nord-Ouest,61,0.034
2010,Inventaire provincial,Nouvelle-Écosse,12,20.02
2010,Exploitation pétrolière et gazière,Nouvelle-Écosse,12,1.402
2010,Transports,Nouvelle-Écosse,12,4.734
2010,Industrie lourde,Nouvelle-Écosse,12,0.661
2010,Bâtiments,Nouvelle-Écosse,12,2.613
2010,Agriculture,Nouvelle-Écosse,12,0.485
2010,Déchets et autres,Nouvelle-Écosse,12,0.484
2010,"Fabrication légère, construction et ressources forestières",Nouvelle-Écosse,12,0.582
2010,Inventaire territorial,Nunavut,62,0.596
2010,Transports,Nunavut,62,0.296
2010,Industrie lourde,Nunavut,62,0.144
2010,Bâtiments,Nunavut,62,0.006
2010,Déchets et autres,Nunavut,62,0.027
2010,Inventaire provincial,Ontario,35,172.963
2010,Exploitation pétrolière et gazière,Ontario,35,9.216
2010,Transports,Ontario,35,57.194
2010,Industrie lourde,Ontario,35,28.434
2010,Bâtiments,Ontario,35,32.774
2010,Agriculture,Ontario,35,10.531
2010,Déchets et autres,Ontario,35,7.084
2010,"Fabrication légère, construction et ressources forestières",Ontario,35,8.815
2010,Inventaire provincial,Île-du-Prince-Édouard,11,1.841
2010,Exploitation pétrolière et gazière,Île-du-Prince-Édouard,11,0.0
2010,Transports,Île-du-Prince-Édouard,11,0.712
2010,Industrie lourde,Île-du-Prince-Édouard,11,0.004
2010,Bâtiments,Île-du-Prince-Édouard,11,0.468
2010,Agriculture,Île-du-Prince-Édouard,11,0.324
2010,Déchets et autres,Île-du-Prince-Édouard,11,0.086
2010,"Fabrication légère, construction et ressources forestières",Île-du-Prince-Édouard,11,0.246
2010,Inventaire provincial,Québec,24,77.961
2010,Exploitation pétrolière et gazière,Québec,24,2.943
2010,Transports,Québec,24,31.16
2010,Industrie lourde,Québec,24,16.402
2010,Bâtiments,Québec,24,10.271
2010,Agriculture,Québec,24,8.176
2010,Déchets et autres,Québec,24,3.75
2010,"Fabrication légère, construction et ressources forestières",Québec,24,4.802
2010,Inventaire provincial,Saskatchewan,47,77.165
2010,Exploitation pétrolière et gazière,Saskatchewan,47,32.083
2010,Transports,Saskatchewan,47,9.429
2010,Industrie lourde,Saskatchewan,47,2.522
2010,Bâtiments,Saskatchewan,47,3.614
2010,Agriculture,Saskatchewan,47,12.393
2010,Déchets et autres,Saskatchewan,47,1.375
2010,"Fabrication légère, construction et ressources forestières",Saskatchewan,47,0.747
2010,Inventaire territorial,Yukon,60,0.648
2010,Exploitation pétrolière et gazière,Yukon,60,0.03
2010,Transports,Yukon,60,0.398
2010,Industrie lourde,Yukon,60,0.059
2010,Bâtiments,Yukon,60,0.081
2010,Agriculture,Yukon,60,0.003
2010,Déchets et autres,Yukon,60,0.029
2010,"Fabrication légère, construction et ressources forestières",Yukon,60,0.031
2011,Inventaire provincial,Alberta,48,277.218
2011,Exploitation pétrolière et gazière,Alberta,48,141.419
2011,Transports,Alberta,48,26.541
2011,Industrie lourde,Alberta,48,18.364
2011,Bâtiments,Alberta,48,19.169
2011,Agriculture,Alberta,48,19.08
2011,Déchets et autres,Alberta,48,3.722
2011,"Fabrication légère, construction et ressources forestières",Alberta,48,3.142
2011,Inventaire provincial,Colombie-Britannique,59,59.418
2011,Exploitation pétrolière et gazière,Colombie-Britannique,59,16.432
2011,Transports,Colombie-Britannique,59,18.349
2011,Industrie lourde,Colombie-Britannique,59,5.927
2011,Bâtiments,Colombie-Britannique,59,8.251
2011,Agriculture,Colombie-Britannique,59,2.475
2011,Déchets et autres,Colombie-Britannique,59,2.951
2011,"Fabrication légère, construction et ressources forestières",Colombie-Britannique,59,2.577
2011,Exploitation pétrolière et gazière,Canada,,210.08
2011,Transports,Canada,,163.932
2011,Industrie lourde,Canada,,81.129
2011,Bâtiments,Canada,,85.686
2011,Agriculture,Canada,,61.488
2011,Déchets et autres,Canada,,22.057
2011,"Fabrication légère, construction et ressources forestières",Canada,,24.072
2011,Inventaire provincial,Manitoba,46,19.322
2011,Exploitation pétrolière et gazière,Manitoba,46,0.711
2011,Transports,Manitoba,46,5.986
2011,Industrie lourde,Manitoba,46,1.323
2011,Bâtiments,Manitoba,46,2.643
2011,Agriculture,Manitoba,46,6.195
2011,Déchets et autres,Manitoba,46,1.396
2011,"Fabrication légère, construction et ressources forestières",Manitoba,46,0.941
2011,Inventaire provincial,Nouveau-Brunswick,13,17.641
2011,Exploitation pétrolière et gazière,Nouveau-Brunswick,13,3.429
2011,Transports,Nouveau-Brunswick,13,4.745
2011,Industrie lourde,Nouveau-Brunswick,13,1.238
2011,Bâtiments,Nouveau-Brunswick,13,1.923
2011,Agriculture,Nouveau-Brunswick,13,0.576
2011,Déchets et autres,Nouveau-Brunswick,13,0.609
2011,"Fabrication légère, construction et ressources forestières",Nouveau-Brunswick,13,0.728
2011,Inventaire provincial,Terre-Neuve-et-Labrador,10,10.107
2011,Exploitation pétrolière et gazière,Terre-Neuve-et-Labrador,10,2.181
2011,Transports,Terre-Neuve-et-Labrador,10,4.0
2011,Industrie lourde,Terre-Neuve-et-Labrador,10,1.152
2011,Bâtiments,Terre-Neuve-et-Labrador,10,0.911
2011,Agriculture,Terre-Neuve-et-Labrador,10,0.127
2011,Déchets et autres,Terre-Neuve-et-Labrador,10,0.559
2011,"Fabrication légère, construction et ressources forestières",Terre-Neuve-et-Labrador,10,0.386
2011,Inventaire territorial,Territoires du Nord-Ouest,61,1.486
2011,Exploitation pétrolière et gazière,Territoires du Nord-Ouest,61,0.101
2011,Transports,Territoires du Nord-Ouest,61,0.591
2011,Industrie lourde,Territoires du Nord-Ouest,61,0.318
2011,Bâtiments,Territoires du Nord-Ouest,61,0.326
2011,Déchets et autres,Territoires du Nord-Ouest,61,0.034
2011,Inventaire provincial,Nouvelle-Écosse,12,20.647
2011,Exploitation pétrolière et gazière,Nouvelle-Écosse,12,1.51
2011,Transports,Nouvelle-Écosse,12,5.179
2011,Industrie lourde,Nouvelle-Écosse,12,0.691
2011,Bâtiments,Nouvelle-Écosse,12,2.979
2011,Agriculture,Nouvelle-Écosse,12,0.524
2011,Déchets et autres,Nouvelle-Écosse,12,0.476
2011,"Fabrication légère, construction et ressources forestières",Nouvelle-Écosse,12,0.587
2011,Inventaire territorial,Nunavut,62,0.623
2011,Transports,Nunavut,62,0.314
2011,Industrie lourde,Nunavut,62,0.197
2011,Bâtiments,Nunavut,62,0.007
2011,Déchets et autres,Nunavut,62,0.028
2011,Inventaire provincial,Ontario,35,171.053
2011,Exploitation pétrolière et gazière,Ontario,35,8.952
2011,Transports,Ontario,35,56.624
2011,Industrie lourde,Ontario,35,30.559
2011,Bâtiments,Ontario,35,35.201
2011,Agriculture,Ontario,35,11.014
2011,Déchets et autres,Ontario,35,7.312
2011,"Fabrication légère, construction et ressources forestières",Ontario,35,9.235
2011,Inventaire provincial,Île-du-Prince-Édouard,11,2.008
2011,Exploitation pétrolière et gazière,Île-du-Prince-Édouard,11,0.0
2011,Transports,Île-du-Prince-Édouard,11,0.798
2011,Industrie lourde,Île-du-Prince-Édouard,11,0.005
2011,Bâtiments,Île-du-Prince-Édouard,11,0.581
2011,Agriculture,Île-du-Prince-Édouard,11,0.331
2011,Déchets et autres,Île-du-Prince-Édouard,11,0.084
2011,"Fabrication légère, construction et ressources forestières",Île-du-Prince-Édouard,11,0.209
2011,Inventaire provincial,Québec,24,80.012
2011,Exploitation pétrolière et gazière,Québec,24,2.588
2011,Transports,Québec,24,31.809
2011,Industrie lourde,Québec,24,17.832
2011,Bâtiments,Québec,24,10.2
2011,Agriculture,Québec,24,8.304
2011,Déchets et autres,Québec,24,3.471
2011,"Fabrication légère, construction et ressources forestières",Québec,24,5.378
