Year,Occupation,Géographie,Progress,GeoCode,Value
2016,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Nouveau-Brunswick,,13,
2016,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Nouveau-Brunswick,56.2,13,56.2
2016,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Nouveau-Brunswick,59.4,13,40.6
2016,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Nouveau-Brunswick,84.3,13,15.7
2016,Gestion,Québec,64.7,24,35.3
2016,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Québec,60.0,24,40.0
2016,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Québec,53.1,24,46.9
2016,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Québec,58.7,24,41.3
2016,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Québec,83.6,24,16.4
2016,Gestion,Ontario,64.8,35,35.2
2016,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Ontario,65.4,35,34.6
2016,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Ontario,54.1,35,45.9
2016,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Ontario,61.4,35,38.6
2016,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Ontario,83.5,35,16.5
2016,Gestion,Manitoba,69.7,46,30.3
2016,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Manitoba,,46,
2016,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Manitoba,50.4,46,50.4
2016,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Manitoba,63.4,46,36.6
2016,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Manitoba,82.6,46,17.4
2016,Gestion,Saskatchewan,68.7,47,31.3
2016,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Saskatchewan,58.3,47,41.7
2016,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Saskatchewan,54.3,47,54.3
2016,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Saskatchewan,57.5,47,42.5
2016,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Saskatchewan,80.5,47,19.5
2016,Gestion,Alberta,68.1,48,31.9
2016,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Alberta,63.9,48,36.1
2016,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Alberta,56.2,48,43.8
2016,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Alberta,57.8,48,42.2
2016,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Alberta,83.9,48,16.1
2016,Gestion,Colombie-Britannique,64.9,59,35.1
2016,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Colombie-Britannique,66.1,59,33.9
2016,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Colombie-Britannique,53.0,59,47.0
2016,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Colombie-Britannique,60.3,59,39.7
2016,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Colombie-Britannique,81.5,59,18.5
2017,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Canada,70.5,,29.5
2017,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Canada,52.2,,47.8
2017,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Canada,61.4,,38.6
2017,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Canada,82.4,,17.6
2017,Gestion,Terre-Neuve-et-Labrador,61.8,10,38.2
2017,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Terre-Neuve-et-Labrador,,10,
2017,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Terre-Neuve-et-Labrador,52.0,10,48.0
2017,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Terre-Neuve-et-Labrador,55.0,10,45.0
2017,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Terre-Neuve-et-Labrador,83.7,10,16.3
2017,Gestion,Île-du-Prince-Édouard,62.9,11,37.1
2017,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Île-du-Prince-Édouard,,11,
2017,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Île-du-Prince-Édouard,50.0,11,50.0
2017,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Île-du-Prince-Édouard,50.0,11,50.0
2017,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Île-du-Prince-Édouard,85.7,11,14.3
2017,Gestion,Nouvelle-Écosse,63.4,12,36.6
2017,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Nouvelle-Écosse,,12,
2017,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Nouvelle-Écosse,57.9,12,57.9
2017,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Nouvelle-Écosse,64.8,12,35.2
2017,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Nouvelle-Écosse,87.5,12,12.5
2017,Gestion,Nouveau-Brunswick,63.7,13,36.3
2017,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Nouveau-Brunswick,,13,
2017,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Nouveau-Brunswick,52.9,13,47.1
2017,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Nouveau-Brunswick,56.1,13,43.9
2017,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Nouveau-Brunswick,87.7,13,12.3
2017,Gestion,Québec,66.7,24,33.3
2017,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Québec,62.1,24,37.9
2017,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Québec,57.3,24,42.7
2017,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Québec,62.3,24,37.7
2017,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Québec,82.5,24,17.5
2017,Gestion,Ontario,64.4,35,35.6
2017,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Ontario,74.2,35,25.8
2017,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Ontario,52.0,35,48.0
2017,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Ontario,62.4,35,37.6
2017,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Ontario,82.5,35,17.5
2017,Gestion,Manitoba,70.1,46,29.9
2017,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Manitoba,,46,
2017,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Manitoba,55.6,46,44.4
2017,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Manitoba,59.6,46,40.4
2017,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Manitoba,82.7,46,17.3
2017,Gestion,Saskatchewan,68.3,47,31.7
2017,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Saskatchewan,57.9,47,57.9
2017,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Saskatchewan,56.7,47,56.7
2017,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Saskatchewan,61.3,47,38.7
2017,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Saskatchewan,80.2,47,19.8
2017,Gestion,Alberta,67.5,48,32.5
2017,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Alberta,,48,
2017,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Alberta,53.3,48,46.7
2017,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Alberta,62.1,48,37.9
2017,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Alberta,81.3,48,18.7
2017,Gestion,Colombie-Britannique,62.9,59,37.1
2017,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Colombie-Britannique,,59,
2017,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Colombie-Britannique,55.2,59,55.2
2017,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Colombie-Britannique,58.0,59,42.0
2017,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Colombie-Britannique,82.8,59,17.2
2018,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Canada,67.3,,32.7
2018,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Canada,52.0,,48.0
2018,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Canada,62.0,,38.0
2018,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Canada,81.6,,18.4
2018,Gestion,Terre-Neuve-et-Labrador,55.6,10,44.4
2018,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Terre-Neuve-et-Labrador,,10,
2018,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Terre-Neuve-et-Labrador,53.3,10,53.3
2018,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Terre-Neuve-et-Labrador,51.9,10,51.9
2018,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Terre-Neuve-et-Labrador,82.4,10,17.6
2018,Gestion,Île-du-Prince-Édouard,64.5,11,35.5
2018,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Île-du-Prince-Édouard,,11,
2018,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Île-du-Prince-Édouard,57.1,11,57.1
2018,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Île-du-Prince-Édouard,52.4,11,47.6
2018,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Île-du-Prince-Édouard,84.0,11,16.0
2018,Gestion,Nouvelle-Écosse,60.1,12,39.9
2018,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Nouvelle-Écosse,,12,
2018,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Nouvelle-Écosse,55.9,12,55.9
2018,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Nouvelle-Écosse,54.9,12,45.1
2018,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Nouvelle-Écosse,83.7,12,16.3
2018,Gestion,Nouveau-Brunswick,64.8,13,35.2
2018,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Nouveau-Brunswick,,13,
2018,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Nouveau-Brunswick,50.7,13,49.3
2018,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Nouveau-Brunswick,62.2,13,37.8
2018,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Nouveau-Brunswick,86.6,13,13.4
2018,Gestion,Québec,64.3,24,35.7
2018,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Québec,60.3,24,39.7
2018,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Québec,51.2,24,51.2
2018,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Québec,64.6,24,35.4
2018,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Québec,80.6,24,19.4
2018,Gestion,Ontario,64.4,35,35.6
2018,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Ontario,67.5,35,32.5
2018,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Ontario,52.7,35,47.3
2018,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Ontario,62.1,35,37.9
2018,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Ontario,83.4,35,16.6
2018,Gestion,Manitoba,68.6,46,31.4
2018,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Manitoba,,46,
2018,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Manitoba,51.1,46,51.1
2018,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Manitoba,59.9,46,40.1
2018,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Manitoba,83.8,46,16.2
2018,Gestion,Saskatchewan,68.9,47,31.1
2018,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Saskatchewan,,47,
2018,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Saskatchewan,57.0,47,57.0
2018,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Saskatchewan,59.1,47,40.9
2018,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Saskatchewan,80.1,47,19.9
2018,Gestion,Alberta,68.0,48,32.0
2018,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Alberta,63.0,48,37.0
2018,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Alberta,59.1,48,40.9
2018,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Alberta,60.8,48,39.2
2018,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Alberta,78.1,48,21.9
2018,Gestion,Colombie-Britannique,66.6,59,33.4
2018,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Colombie-Britannique,,59,
2018,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Colombie-Britannique,53.8,59,46.2
2018,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Colombie-Britannique,61.9,59,38.1
2018,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Colombie-Britannique,81.8,59,18.2
2019,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Canada,68.0,,32.0
2019,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Canada,51.2,,51.2
2019,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Canada,61.2,,38.8
2019,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Canada,83.9,,16.1
2019,Gestion,Terre-Neuve-et-Labrador,65.7,10,34.3
2019,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Terre-Neuve-et-Labrador,,10,
2019,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Terre-Neuve-et-Labrador,52.2,10,47.8
2019,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Terre-Neuve-et-Labrador,60.8,10,39.2
2019,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Terre-Neuve-et-Labrador,,10,
2019,Gestion,Île-du-Prince-Édouard,63.2,11,36.8
2019,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Île-du-Prince-Édouard,,11,
2019,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Île-du-Prince-Édouard,53.8,11,46.2
2019,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Île-du-Prince-Édouard,52.6,11,52.6
2019,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Île-du-Prince-Édouard,78.3,11,21.7
2019,Gestion,Nouvelle-Écosse,60.9,12,39.1
2019,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Nouvelle-Écosse,,12,
2019,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Nouvelle-Écosse,55.2,12,55.2
2019,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Nouvelle-Écosse,57.9,12,42.1
2019,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Nouvelle-Écosse,82.8,12,17.2
2019,Gestion,Nouveau-Brunswick,62.8,13,37.2
2019,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Nouveau-Brunswick,,13,
2019,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Nouveau-Brunswick,53.3,13,53.3
2019,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Nouveau-Brunswick,59.1,13,40.9
2019,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Nouveau-Brunswick,83.1,13,16.9
2019,Gestion,Québec,64.2,24,35.8
2019,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Québec,54.2,24,45.8
2019,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Québec,50.2,24,49.8
2019,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Québec,61.1,24,38.9
2019,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Québec,83.9,24,16.1
2019,Gestion,Ontario,63.9,35,36.1
2019,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Ontario,71.3,35,28.7
2019,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Ontario,52.1,35,52.1
2019,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Ontario,61.8,35,38.2
2019,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Ontario,85.1,35,14.9
2019,Gestion,Manitoba,70.4,46,29.6
2019,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Manitoba,,46,
2019,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Manitoba,52.1,46,47.9
2019,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Manitoba,57.9,46,42.1
2019,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Manitoba,85.5,46,14.5
2019,Gestion,Saskatchewan,70.4,47,29.6
2019,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Saskatchewan,53.8,47,53.8
2019,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Saskatchewan,51.9,47,51.9
2019,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Saskatchewan,62.6,47,37.4
2019,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Saskatchewan,81.3,47,18.7
2019,Gestion,Alberta,67.7,48,32.3
2019,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Alberta,72.6,48,27.4
2019,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Alberta,52.9,48,52.9
2019,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Alberta,62.9,48,37.1
2019,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Alberta,82.8,48,17.2
2019,Gestion,Colombie-Britannique,64.8,59,35.2
2019,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Colombie-Britannique,75.0,59,25.0
2019,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Colombie-Britannique,51.1,59,48.9
2019,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Colombie-Britannique,60.4,59,39.6
2019,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Colombie-Britannique,82.8,59,17.2
2020,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Canada,71.0,,29.0
2020,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Canada,50.3,,49.7
2020,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Canada,60.8,,39.2
2020,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Canada,82.6,,17.4
2020,Gestion,Terre-Neuve-et-Labrador,62.1,10,37.9
2020,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Terre-Neuve-et-Labrador,,10,
2020,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Terre-Neuve-et-Labrador,54.5,10,54.5
2020,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Terre-Neuve-et-Labrador,59.6,10,40.4
2020,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Terre-Neuve-et-Labrador,86.8,10,13.2
2020,Gestion,Île-du-Prince-Édouard,63.5,11,36.5
2020,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Île-du-Prince-Édouard,,11,
2020,Cadres intermédiaires spécialisés/cadres intermédiaires spécialisées,Île-du-Prince-Édouard,60.0,11,60.0
2020,"Cadres intermédiaires dans le commerce de détail, de gros et des services à la clientèle",Île-du-Prince-Édouard,50.0,11,50.0
2020,"Cadres intermédiaires des métiers, des transports, de la production et des services d'utilité publique",Île-du-Prince-Édouard,85.2,11,14.8
2020,Gestion,Nouvelle-Écosse,61.0,12,39.0
2020,Membres des corps législatifs et cadres supérieurs/cadres supérieures,Nouvelle-Écosse,60.0,12,40.0
